Date,BullPrev,BearPrev,BullVar,BearVar,BullWords,BearWords,10BullVar,10BearVar
5/30/2018,48,29,6.666666667,-17.14285714,50,29,66.66666667,-171.4285714
5/29/2018,45,35,0.1,-12.5,48,29,1,-125
5/28/2018,45,40,12.5,60,45,35,125,600
5/27/2018,40,25,14.28571429,-34.21052632,45,40,142.8571429,-342.1052632
5/26/2018,35,38,-20.45454545,58.33333333,40,25,-204.5454545,583.3333333
5/25/2018,44,24,25.71428571,-47.82608696,35,38,257.1428571,-478.2608696
5/24/2018,35,46,-14.63414634,53.33333333,44,24,-146.3414634,533.3333333
5/23/2018,41,30,2.5,25,35,46,25,250
5/22/2018,40,24,-20,9.090909091,41,30,-200,90.90909091
5/21/2018,50,22,47.05882353,-38.88888889,40,24,470.5882353,-388.8888889
5/20/2018,34,36,-17.07317073,0.1,50,22,-170.7317073,1
5/19/2018,41,36,17.14285714,-12.19512195,34,36,171.4285714,-121.9512195
5/18/2018,35,41,-27.08333333,36.66666667,41,36,-270.8333333,366.6666667
5/17/2018,48,30,23.07692308,3.448275862,35,41,230.7692308,34.48275862
5/16/2018,39,29,-13.33333333,7.407407407,48,30,-133.3333333,74.07407407
5/15/2018,45,27,-4.255319149,28.57142857,39,29,-42.55319149,285.7142857
5/14/2018,47,21,-2.083333333,-4.545454545,45,27,-20.83333333,-45.45454545
5/13/2018,48,22,41.17647059,-26.66666667,47,21,411.7647059,-266.6666667
5/12/2018,34,30,-10.52631579,11.11111111,48,22,-105.2631579,111.1111111
5/11/2018,38,27,-7.317073171,-10,34,30,-73.17073171,-100
5/10/2018,41,30,17.14285714,-9.090909091,38,27,171.4285714,-90.90909091
5/9/2018,35,33,-23.91304348,17.85714286,41,30,-239.1304348,178.5714286
5/8/2018,46,28,17.94871795,7.692307692,35,33,179.4871795,76.92307692
5/7/2018,39,26,-26.41509434,-7.142857143,46,28,-264.1509434,-71.42857143
5/6/2018,53,28,15.2173913,75,39,26,152.173913,750
5/5/2018,46,16,-13.20754717,0.1,53,28,-132.0754717,1
5/4/2018,53,16,1.923076923,-15.78947368,46,16,19.23076923,-157.8947368
5/3/2018,52,19,62.5,-59.57446809,53,16,625,-595.7446809
5/2/2018,32,47,-38.46153846,104.3478261,52,19,-384.6153846,1043.478261
5/1/2018,52,23,8.333333333,15,32,47,83.33333333,150
4/30/2018,48,20,0.1,-23.07692308,52,23,1,-230.7692308
4/29/2018,48,26,0.1,8.333333333,48,20,1,83.33333333
4/28/2018,48,24,6.666666667,4.347826087,48,26,66.66666667,43.47826087
4/27/2018,45,23,2.272727273,15,48,24,22.72727273,150
4/26/2018,44,20,-13.7254902,-4.761904762,45,23,-137.254902,-47.61904762
4/25/2018,51,21,-7.272727273,-12.5,44,20,-72.72727273,-125
4/24/2018,55,24,5.769230769,-11.11111111,51,21,57.69230769,-111.1111111
4/23/2018,52,27,-5.454545455,-12.90322581,55,24,-54.54545455,-129.0322581
4/22/2018,55,31,-15.38461538,34.7826087,52,27,-153.8461538,347.826087
4/21/2018,65,23,18.18181818,64.28571429,55,31,181.8181818,642.8571429
4/20/2018,55,14,14.58333333,-50,65,23,145.8333333,-500
4/19/2018,48,28,20,-17.64705882,55,14,200,-176.4705882
4/18/2018,40,34,-14.89361702,6.25,48,28,-148.9361702,62.5
4/17/2018,47,32,-6,52.38095238,40,34,-60,523.8095238
4/16/2018,50,21,-3.846153846,23.52941176,47,32,-38.46153846,235.2941176
4/15/2018,52,17,0.1,-59.52380952,50,21,1,-595.2380952
4/14/2018,52,42,26.82926829,5,52,17,268.2926829,50
4/13/2018,41,40,17.14285714,21.21212121,52,42,171.4285714,212.1212121
4/12/2018,35,33,-18.60465116,-2.941176471,41,40,-186.0465116,-29.41176471
4/11/2018,43,34,10.25641026,-32,35,33,102.5641026,-320
4/10/2018,39,50,-27.77777778,51.51515152,43,34,-277.7777778,515.1515152
4/9/2018,54,33,22.72727273,-21.42857143,39,50,227.2727273,-214.2857143
4/8/2018,44,42,22.22222222,-6.666666667,54,33,222.2222222,-66.66666667
4/7/2018,36,45,-10,9.756097561,44,42,-100,97.56097561
4/6/2018,40,41,29.03225806,2.5,36,45,290.3225806,25
4/5/2018,31,40,-41.50943396,48.14814815,40,41,-415.0943396,481.4814815
4/4/2018,53,27,32.5,-30.76923077,31,40,325,-307.6923077
4/3/2018,40,39,8.108108108,-11.36363636,53,27,81.08108108,-113.6363636
4/2/2018,37,44,-7.5,25.71428571,40,39,-75,257.1428571
4/1/2018,40,35,8.108108108,-20.45454545,37,44,81.08108108,-204.5454545
3/31/2018,37,44,-2.631578947,-6.382978723,40,35,-26.31578947,-63.82978723
3/30/2018,38,47,-13.63636364,20.51282051,37,44,-136.3636364,205.1282051
3/29/2018,44,39,18.91891892,-22,38,47,189.1891892,-220
3/28/2018,37,50,-7.5,61.29032258,44,39,-75,612.9032258
3/27/2018,40,31,-25.92592593,24,37,50,-259.2592593,240
3/26/2018,54,25,14.89361702,-34.21052632,40,31,148.9361702,-342.1052632
3/25/2018,47,38,42.42424242,-22.44897959,54,25,424.2424242,-224.4897959
3/24/2018,33,49,-28.26086957,63.33333333,47,38,-282.6086957,633.3333333
3/23/2018,46,30,2.222222222,7.142857143,33,49,22.22222222,71.42857143
3/22/2018,45,28,-36.61971831,-20,46,30,-366.1971831,-200
3/21/2018,71,35,47.91666667,12.90322581,45,28,479.1666667,129.0322581
3/20/2018,48,31,6.666666667,-18.42105263,71,35,66.66666667,-184.2105263
3/19/2018,45,38,25,-20.83333333,48,31,250,-208.3333333
3/18/2018,36,48,-10,9.090909091,45,38,-100,90.90909091
3/17/2018,40,44,-4.761904762,10,36,48,-47.61904762,100
3/16/2018,42,40,-2.325581395,-21.56862745,40,44,-23.25581395,-215.6862745
3/15/2018,43,51,2.380952381,10.86956522,42,40,23.80952381,108.6956522
3/14/2018,42,46,-8.695652174,21.05263158,43,51,-86.95652174,210.5263158
3/13/2018,46,38,6.976744186,5.555555556,42,46,69.76744186,55.55555556
3/12/2018,43,36,0.1,-14.28571429,46,38,1,-142.8571429
3/11/2018,43,42,10.25641026,7.692307692,43,36,102.5641026,76.92307692
3/10/2018,39,39,44.44444444,0.1,43,42,444.4444444,1
3/9/2018,27,39,-41.30434783,39.28571429,39,39,-413.0434783,392.8571429
3/8/2018,46,28,-2.127659574,27.27272727,27,39,-21.27659574,272.7272727
3/7/2018,47,22,-12.96296296,-29.03225806,46,28,-129.6296296,-290.3225806
3/6/2018,54,31,-3.571428571,24,47,22,-35.71428571,240
3/5/2018,56,25,1.818181818,13.63636364,54,31,18.18181818,136.3636364
3/4/2018,55,22,5.769230769,-12,56,25,57.69230769,-120
3/3/2018,52,25,1.960784314,8.695652174,55,22,19.60784314,86.95652174
3/2/2018,51,23,0.1,4.545454545,52,25,1,45.45454545
3/1/2018,51,22,-13.55932203,-4.347826087,51,23,-135.5932203,-43.47826087
2/28/2018,59,23,31.11111111,-39.47368421,51,22,311.1111111,-394.7368421
2/27/2018,45,38,12.5,15.15151515,59,23,125,151.5151515
2/26/2018,40,33,0.1,-31.25,45,38,1,-312.5
2/25/2018,40,48,-18.36734694,60,40,33,-183.6734694,600
2/24/2018,49,30,48.48484848,-23.07692308,40,48,484.8484848,-230.7692308
2/23/2018,33,39,-8.333333333,-9.302325581,49,30,-83.33333333,-93.02325581
2/22/2018,36,43,-29.41176471,38.70967742,33,39,-294.1176471,387.0967742
2/21/2018,51,31,0.1,29.16666667,36,43,1,291.6666667
2/20/2018,51,24,27.5,-38.46153846,51,31,275,-384.6153846
2/19/2018,40,39,-24.52830189,105.2631579,51,24,-245.2830189,1052.631579
2/18/2018,53,19,8.163265306,-34.48275862,40,39,81.63265306,-344.8275862
2/17/2018,49,29,-20.96774194,16,53,19,-209.6774194,160
2/16/2018,62,25,10.71428571,66.66666667,49,29,107.1428571,666.6666667
2/15/2018,56,15,27.27272727,-42.30769231,62,25,272.7272727,-423.0769231
2/14/2018,44,26,-18.51851852,8.333333333,56,15,-185.1851852,83.33333333
2/13/2018,54,24,38.46153846,-27.27272727,44,26,384.6153846,-272.7272727
2/12/2018,39,33,-13.33333333,17.85714286,54,24,-133.3333333,178.5714286
2/11/2018,45,28,12.5,-12.5,39,33,125,-125
2/10/2018,40,32,-33.33333333,0.1,45,28,-333.3333333,1
2/9/2018,60,32,22.44897959,39.13043478,40,32,224.4897959,391.3043478
2/8/2018,49,23,-19.67213115,-23.33333333,60,32,-196.7213115,-233.3333333
2/7/2018,61,30,27.08333333,-37.5,49,23,270.8333333,-375
2/6/2018,48,48,0.1,6.666666667,61,30,1,66.66666667
2/5/2018,48,45,0.1,125,48,48,1,1250
2/4/2018,48,20,41.17647059,-54.54545455,48,45,411.7647059,-545.4545455
2/3/2018,34,44,-35.8490566,-4.347826087,48,20,-358.490566,-43.47826087
2/2/2018,53,46,12.76595745,43.75,34,44,127.6595745,437.5
2/1/2018,47,32,6.818181818,-37.25490196,53,46,68.18181818,-372.5490196
1/31/2018,44,51,2.325581395,82.14285714,47,32,23.25581395,821.4285714
1/30/2018,43,28,-27.11864407,64.70588235,44,51,-271.1864407,647.0588235
1/29/2018,59,17,7.272727273,-15,43,28,72.72727273,-150
1/28/2018,55,20,5.769230769,-13.04347826,59,17,57.69230769,-130.4347826
1/27/2018,52,23,26.82926829,-20.68965517,55,20,268.2926829,-206.8965517
1/26/2018,41,29,0.1,11.53846154,52,23,1,115.3846154
1/25/2018,41,26,2.5,-13.33333333,41,29,25,-133.3333333
1/24/2018,40,30,-34.42622951,-28.57142857,41,26,-344.2622951,-285.7142857
1/23/2018,61,42,64.86486486,13.51351351,40,30,648.6486486,135.1351351
1/22/2018,37,37,-26,94.73684211,61,42,-260,947.3684211
1/21/2018,50,19,8.695652174,-17.39130435,37,37,86.95652174,-173.9130435
1/20/2018,46,23,2.222222222,-14.81481481,50,19,22.22222222,-148.1481481
1/19/2018,45,27,36.36363636,-32.5,46,23,363.6363636,-325
1/18/2018,33,40,-35.29411765,-14.89361702,45,27,-352.9411765,-148.9361702
1/17/2018,51,47,6.25,235.7142857,33,40,62.5,2357.142857
1/16/2018,48,14,-15.78947368,-48.14814815,51,47,-157.8947368,-481.4814815
1/15/2018,57,27,23.91304348,42.10526316,48,14,239.1304348,421.0526316
1/14/2018,46,19,-11.53846154,0.1,57,27,-115.3846154,1
1/13/2018,52,19,23.80952381,-26.92307692,46,19,238.0952381,-269.2307692
1/12/2018,42,26,-19.23076923,52.94117647,52,19,-192.3076923,529.4117647
1/11/2018,52,17,-20,-29.16666667,42,26,-200,-291.6666667
1/10/2018,65,24,54.76190476,-11.11111111,52,17,547.6190476,-111.1111111
1/9/2018,42,27,-44,3.846153846,65,24,-440,38.46153846
1/8/2018,75,26,38.88888889,18.18181818,42,27,388.8888889,181.8181818
1/7/2018,54,22,-3.571428571,29.41176471,75,26,-35.71428571,294.1176471
1/6/2018,56,17,3.703703704,-15,54,22,37.03703704,-150
1/5/2018,54,20,-12.90322581,-4.761904762,56,17,-129.0322581,-47.61904762
1/4/2018,62,21,1.639344262,75,54,20,16.39344262,750
1/3/2018,61,12,12.96296296,-33.33333333,62,21,129.6296296,-333.3333333
1/2/2018,54,18,-12.90322581,-28,61,12,-129.0322581,-280
1/1/2018,62,25,-7.462686567,-26.47058824,54,18,-74.62686567,-264.7058824
12/31/2017,67,34,0.1,36,62,25,1,360
12/30/2017,67,25,15.51724138,-39.02439024,67,34,155.1724138,-390.2439024
12/29/2017,58,41,-14.70588235,51.85185185,67,25,-147.0588235,518.5185185
12/28/2017,68,27,30.76923077,42.10526316,58,41,307.6923077,421.0526316
12/27/2017,52,19,-13.33333333,-44.11764706,68,27,-133.3333333,-441.1764706
12/26/2017,60,34,30.43478261,-15,52,19,304.3478261,-150
12/25/2017,46,40,-32.35294118,21.21212121,60,34,-323.5294118,212.1212121
12/24/2017,68,33,28.30188679,-36.53846154,46,40,283.0188679,-365.3846154
12/23/2017,53,52,-13.1147541,18.18181818,68,33,-131.147541,181.8181818
12/22/2017,61,44,19.60784314,18.91891892,53,52,196.0784314,189.1891892
12/21/2017,51,37,-3.773584906,0.1,61,44,-37.73584906,1
12/20/2017,53,37,-8.620689655,-30.18867925,51,37,-86.20689655,-301.8867925
12/19/2017,58,53,61.11111111,253.3333333,53,37,611.1111111,2533.333333
12/18/2017,36,15,-5.263157895,-21.05263158,58,53,-52.63157895,-210.5263158
12/17/2017,38,19,-42.42424242,-48.64864865,36,15,-424.2424242,-486.4864865
12/16/2017,66,37,22.22222222,12.12121212,38,19,222.2222222,121.2121212
12/15/2017,54,33,8,-29.78723404,66,37,80,-297.8723404
12/14/2017,50,47,-5.660377358,123.8095238,54,33,-56.60377358,1238.095238
12/13/2017,53,21,10.41666667,-52.27272727,50,47,104.1666667,-522.7272727
12/12/2017,48,44,2.127659574,15.78947368,53,21,21.27659574,157.8947368
12/11/2017,47,38,62.06896552,90,48,44,620.6896552,900
12/10/2017,29,20,-51.66666667,-60,47,38,-516.6666667,-600
12/9/2017,60,50,76.47058824,42.85714286,29,20,764.7058824,428.5714286
12/8/2017,34,35,-37.03703704,-12.5,60,50,-370.3703704,-125
12/7/2017,54,40,22.72727273,-14.89361702,34,35,227.2727273,-148.9361702
12/6/2017,44,47,25.71428571,62.06896552,54,40,257.1428571,620.6896552
12/5/2017,35,29,-23.91304348,38.0952381,44,47,-239.1304348,380.952381
12/4/2017,46,21,-25.80645161,-38.23529412,35,29,-258.0645161,-382.3529412
12/3/2017,62,34,19.23076923,-22.72727273,46,21,192.3076923,-227.2727273
12/2/2017,52,44,18.18181818,-4.347826087,62,34,181.8181818,-43.47826087
12/1/2017,44,46,-32.30769231,9.523809524,52,44,-323.0769231,95.23809524
11/30/2017,65,42,12.06896552,40,44,46,120.6896552,400
11/29/2017,58,30,-1.694915254,7.142857143,65,42,-16.94915254,71.42857143
11/28/2017,59,28,-13.23529412,115.3846154,58,30,-132.3529412,1153.846154
11/27/2017,68,13,41.66666667,-43.47826087,59,28,416.6666667,-434.7826087
11/26/2017,48,23,9.090909091,-36.11111111,68,13,90.90909091,-361.1111111
11/25/2017,44,36,-15.38461538,50,48,23,-153.8461538,500
11/24/2017,52,24,73.33333333,9.090909091,44,36,733.3333333,90.90909091
11/23/2017,30,22,-45.45454545,-58.49056604,52,24,-454.5454545,-584.9056604
11/22/2017,55,53,-1.785714286,65.625,30,22,-17.85714286,656.25
11/21/2017,56,32,-21.12676056,60,55,53,-211.2676056,600
11/20/2017,71,20,97.22222222,-39.39393939,56,32,972.2222222,-393.9393939
11/19/2017,36,33,-20,-17.5,71,20,-200,-175
11/18/2017,45,40,-16.66666667,29.03225806,36,33,-166.6666667,290.3225806
11/17/2017,54,31,-11.47540984,6.896551724,45,40,-114.7540984,68.96551724
11/16/2017,61,29,64.86486486,11.53846154,54,31,648.6486486,115.3846154
11/15/2017,37,26,-13.95348837,0.1,61,29,-139.5348837,1
11/14/2017,43,26,26.47058824,-3.703703704,37,26,264.7058824,-37.03703704
11/13/2017,34,27,-15,-15.625,43,26,-150,-156.25
11/12/2017,40,32,-16.66666667,-23.80952381,34,27,-166.6666667,-238.0952381
11/11/2017,48,42,17.07317073,50,40,32,170.7317073,500
11/10/2017,41,28,-31.66666667,-9.677419355,48,42,-316.6666667,-96.77419355
11/9/2017,60,31,53.84615385,3.333333333,41,28,538.4615385,33.33333333
11/8/2017,39,30,77.27272727,20,60,31,772.7272727,200
11/7/2017,22,25,-54.16666667,31.57894737,39,30,-541.6666667,315.7894737
11/6/2017,48,19,54.83870968,26.66666667,22,25,548.3870968,266.6666667
11/5/2017,31,15,-51.5625,-40,48,19,-515.625,-400
11/4/2017,64,25,1.587301587,108.3333333,31,15,15.87301587,1083.333333
11/3/2017,63,12,36.95652174,-52,64,25,369.5652174,-520
11/2/2017,46,25,4.545454545,38.88888889,63,12,45.45454545,388.8888889
11/1/2017,44,18,51.72413793,20,46,25,517.2413793,200
10/31/2017,29,15,-40.81632653,-21.05263158,44,18,-408.1632653,-210.5263158
10/30/2017,49,19,53.125,35.71428571,29,15,531.25,357.1428571
10/29/2017,32,14,33.33333333,-33.33333333,49,19,333.3333333,-333.3333333
10/28/2017,24,21,14.28571429,10.52631579,32,14,142.8571429,105.2631579
10/27/2017,21,19,-34.375,-32.14285714,24,21,-343.75,-321.4285714
10/26/2017,32,28,-11.11111111,12,21,19,-111.1111111,120
10/25/2017,36,25,38.46153846,127.2727273,32,28,384.6153846,1272.727273
10/24/2017,26,11,30,-15.38461538,36,25,300,-153.8461538
10/23/2017,20,13,-45.94594595,-48,26,11,-459.4594595,-480
10/22/2017,37,25,-43.93939394,-3.846153846,20,13,-439.3939394,-38.46153846
10/21/2017,66,26,112.9032258,18.18181818,37,25,1129.032258,181.8181818
10/20/2017,31,22,-40.38461538,15.78947368,66,26,-403.8461538,157.8947368
10/19/2017,52,19,44.44444444,0.1,31,22,444.4444444,1
10/18/2017,36,19,-5.263157895,-26.92307692,52,19,-52.63157895,-269.2307692
10/17/2017,38,26,18.75,30,36,19,187.5,300
10/16/2017,32,20,-38.46153846,11.11111111,38,26,-384.6153846,111.1111111
10/15/2017,52,18,10.63829787,0.1,32,20,106.3829787,1
10/14/2017,47,18,-27.69230769,-25,52,18,-276.9230769,-250
10/13/2017,65,24,96.96969697,26.31578947,47,18,969.6969697,263.1578947
10/12/2017,33,19,-35.29411765,-20.83333333,65,24,-352.9411765,-208.3333333
10/11/2017,51,24,27.5,9.090909091,33,19,275,90.90909091
10/10/2017,40,22,-27.27272727,69.23076923,51,24,-272.7272727,692.3076923
10/9/2017,55,13,120,-27.77777778,40,22,1200,-277.7777778
10/8/2017,25,18,-35.8974359,-50,55,13,-358.974359,-500
10/7/2017,39,36,11.42857143,2.857142857,25,18,114.2857143,28.57142857
10/6/2017,35,35,16.66666667,-12.5,39,36,166.6666667,-125
10/5/2017,30,40,-34.7826087,48.14814815,35,35,-347.826087,481.4814815
10/4/2017,46,27,12.19512195,8,30,40,121.9512195,80
10/3/2017,41,25,57.69230769,38.88888889,46,27,576.9230769,388.8888889
10/2/2017,26,18,-42.22222222,-21.73913043,41,25,-422.2222222,-217.3913043
10/1/2017,45,23,4.651162791,9.523809524,26,18,46.51162791,95.23809524
9/30/2017,43,21,16.21621622,10.52631579,45,23,162.1621622,105.2631579
9/29/2017,37,19,-32.72727273,-13.63636364,43,21,-327.2727273,-136.3636364
9/28/2017,55,22,12.24489796,-8.333333333,37,19,122.4489796,-83.33333333
9/27/2017,49,24,-15.51724138,-20,55,22,-155.1724138,-200
9/26/2017,58,30,52.63157895,30.43478261,49,24,526.3157895,304.3478261
9/25/2017,38,23,15.15151515,4.545454545,58,30,151.5151515,45.45454545
9/24/2017,33,22,-5.714285714,-29.03225806,38,23,-57.14285714,-290.3225806
9/23/2017,35,31,-27.08333333,-24.3902439,33,22,-270.8333333,-243.902439
9/22/2017,48,41,37.14285714,115.7894737,35,31,371.4285714,1157.894737
9/21/2017,35,19,-5.405405405,-26.92307692,48,41,-54.05405405,-269.2307692
9/20/2017,37,26,-36.20689655,-23.52941176,35,19,-362.0689655,-235.2941176
9/19/2017,58,34,61.11111111,126.6666667,37,26,611.1111111,1266.666667
9/18/2017,36,15,20,-28.57142857,58,34,200,-285.7142857
9/17/2017,30,21,-37.5,-40,36,15,-375,-400
9/16/2017,48,35,-5.882352941,-45.3125,30,21,-58.82352941,-453.125
9/15/2017,51,64,45.71428571,64.1025641,48,35,457.1428571,641.025641
9/14/2017,35,39,-18.60465116,39.28571429,51,64,-186.0465116,392.8571429
9/13/2017,43,28,53.57142857,-39.13043478,35,39,535.7142857,-391.3043478
9/12/2017,28,46,12,119.047619,43,28,120,1190.47619
9/11/2017,25,21,19.04761905,-8.695652174,28,46,190.4761905,-86.95652174
9/10/2017,21,23,10.52631579,-17.85714286,25,21,105.2631579,-178.5714286
9/9/2017,19,28,-42.42424242,7.692307692,21,23,-424.2424242,76.92307692
9/8/2017,33,26,6.451612903,30,19,28,64.51612903,300
9/7/2017,31,20,-32.60869565,-28.57142857,33,26,-326.0869565,-285.7142857
9/6/2017,46,28,21.05263158,-15.15151515,31,20,210.5263158,-151.5151515
9/5/2017,38,33,26.66666667,13.79310345,46,28,266.6666667,137.9310345
9/4/2017,30,29,-6.25,-23.68421053,38,33,-62.5,-236.8421053
9/3/2017,32,38,-21.95121951,100,30,29,-219.5121951,1000
9/2/2017,41,19,-14.58333333,-13.63636364,32,38,-145.8333333,-136.3636364
9/1/2017,48,22,54.83870968,69.23076923,41,19,548.3870968,692.3076923
8/31/2017,31,13,-11.42857143,44.44444444,48,22,-114.2857143,444.4444444
8/30/2017,35,9,75,-60.86956522,31,13,750,-608.6956522
8/29/2017,20,23,-20,43.75,35,9,-200,437.5
8/28/2017,25,16,-7.407407407,60,20,23,-74.07407407,600
8/27/2017,27,10,-15.625,-9.090909091,25,16,-156.25,-90.90909091
8/26/2017,32,11,6.666666667,0.1,27,10,66.66666667,1
8/25/2017,30,11,-11.76470588,-45,32,11,-117.6470588,-450
8/24/2017,34,20,0.1,-35.48387097,30,11,1,-354.8387097
8/23/2017,34,31,-22.72727273,55,34,20,-227.2727273,550
8/22/2017,44,20,41.93548387,0.1,34,31,419.3548387,1
8/21/2017,31,20,-13.88888889,-31.03448276,44,20,-138.8888889,-310.3448276
8/20/2017,36,29,9.090909091,-6.451612903,31,20,90.90909091,-64.51612903
8/19/2017,33,31,-23.25581395,3.333333333,36,29,-232.5581395,33.33333333
8/18/2017,43,30,-2.272727273,11.11111111,33,31,-22.72727273,111.1111111
8/17/2017,44,27,-13.7254902,3.846153846,43,30,-137.254902,38.46153846
8/16/2017,51,26,15.90909091,44.44444444,44,27,159.0909091,444.4444444
8/15/2017,44,18,41.93548387,-18.18181818,51,26,419.3548387,-181.8181818
8/14/2017,31,22,-41.50943396,10,44,18,-415.0943396,100
8/13/2017,53,20,12.76595745,-16.66666667,31,22,127.6595745,-166.6666667
8/12/2017,47,24,51.61290323,60,53,20,516.1290323,600
8/11/2017,31,15,-26.19047619,7.142857143,47,24,-261.9047619,71.42857143
8/10/2017,42,14,-2.325581395,-12.5,31,15,-23.25581395,-125
8/9/2017,43,16,-4.444444444,-5.882352941,42,14,-44.44444444,-58.82352941
8/8/2017,45,17,50,41.66666667,43,16,500,416.6666667
8/7/2017,30,12,-47.36842105,-14.28571429,45,17,-473.6842105,-142.8571429
8/6/2017,57,14,103.5714286,-30,30,12,1035.714286,-300
8/5/2017,28,20,40,17.64705882,57,14,400,176.4705882
8/4/2017,20,17,-50,-41.37931034,28,20,-500,-413.7931034
8/3/2017,40,29,8.108108108,93.33333333,20,17,81.08108108,933.3333333
8/2/2017,37,15,-15.90909091,-59.45945946,40,29,-159.0909091,-594.5945946
8/1/2017,44,37,46.66666667,85,37,15,466.6666667,850
7/31/2017,30,20,7.142857143,5.263157895,44,37,71.42857143,52.63157895
7/30/2017,28,19,-3.448275862,11.76470588,30,20,-34.48275862,117.6470588
7/29/2017,29,17,7.407407407,-19.04761905,28,19,74.07407407,-190.4761905
7/28/2017,27,21,0.1,-16,29,17,1,-160
7/27/2017,27,25,-20.58823529,8.695652174,27,21,-205.8823529,86.95652174
7/26/2017,34,23,-22.72727273,-11.53846154,27,25,-227.2727273,-115.3846154
7/25/2017,44,26,25.71428571,73.33333333,34,23,257.1428571,733.3333333
7/24/2017,35,15,6.060606061,7.142857143,44,26,60.60606061,71.42857143
7/23/2017,33,14,-42.10526316,-36.36363636,35,15,-421.0526316,-363.6363636
7/22/2017,57,22,9.615384615,15.78947368,33,14,96.15384615,157.8947368
7/21/2017,52,19,100,-26.92307692,57,22,1000,-269.2307692
7/20/2017,26,26,-29.72972973,-13.33333333,52,19,-297.2972973,-133.3333333
7/19/2017,37,30,27.5862069,-26.82926829,26,26,275.862069,-268.2926829
7/18/2017,29,41,52.63157895,86.36363636,37,30,526.3157895,863.6363636
7/17/2017,19,22,-32.14285714,-47.61904762,29,41,-321.4285714,-476.1904762
7/16/2017,28,42,16.66666667,50,19,22,166.6666667,500
7/15/2017,24,28,33.33333333,21.73913043,28,42,333.3333333,217.3913043
7/14/2017,18,23,-21.73913043,0.1,24,28,-217.3913043,1
7/13/2017,23,23,-8,-46.51162791,18,23,-80,-465.1162791
7/12/2017,25,43,8.695652174,22.85714286,23,23,86.95652174,228.5714286
7/11/2017,23,35,-25.80645161,94.44444444,25,43,-258.0645161,944.4444444
7/10/2017,31,18,10.71428571,0.1,23,35,107.1428571,1
7/9/2017,28,18,-12.5,-21.73913043,31,18,-125,-217.3913043
7/8/2017,32,23,14.28571429,15,28,18,142.8571429,150
7/7/2017,28,20,-28.20512821,33.33333333,32,23,-282.0512821,333.3333333
7/6/2017,39,15,2.631578947,0.1,28,20,26.31578947,1
7/5/2017,38,15,-11.62790698,-37.5,39,15,-116.2790698,-375
7/4/2017,43,24,43.33333333,4.347826087,38,15,433.3333333,43.47826087
7/3/2017,30,23,25,-14.81481481,43,24,250,-148.1481481
7/2/2017,24,27,-38.46153846,28.57142857,30,23,-384.6153846,285.7142857
7/1/2017,39,21,50,-4.545454545,24,27,500,-45.45454545
6/30/2017,26,22,-29.72972973,-8.333333333,39,21,-297.2972973,-83.33333333
6/29/2017,37,24,32.14285714,-25,26,22,321.4285714,-250
6/28/2017,28,32,3.703703704,-3.03030303,37,24,37.03703704,-30.3030303
6/27/2017,27,33,17.39130435,26.92307692,28,32,173.9130435,269.2307692
6/26/2017,23,26,-23.33333333,13.04347826,27,33,-233.3333333,130.4347826
6/25/2017,30,23,0.1,-4.166666667,23,26,1,-41.66666667
6/24/2017,30,24,36.36363636,71.42857143,30,23,363.6363636,714.2857143
6/23/2017,22,14,-21.42857143,-33.33333333,30,24,-214.2857143,-333.3333333
6/22/2017,28,21,-24.32432432,16.66666667,22,14,-243.2432432,166.6666667
6/21/2017,37,18,23.33333333,-37.93103448,28,21,233.3333333,-379.3103448
6/20/2017,30,29,20,7.407407407,37,18,200,74.07407407
6/19/2017,25,27,0.1,58.82352941,30,29,1,588.2352941
6/18/2017,25,17,-7.407407407,-32,25,27,-74.07407407,-320
6/17/2017,27,25,-40,-56.14035088,25,17,-400,-561.4035088
6/16/2017,45,57,32.35294118,46.15384615,27,25,323.5294118,461.5384615
6/15/2017,34,39,25.92592593,95,45,57,259.2592593,950
6/14/2017,27,20,-6.896551724,-4.761904762,34,39,-68.96551724,-47.61904762
6/13/2017,29,21,-3.333333333,10.52631579,27,20,-33.33333333,105.2631579
6/12/2017,30,19,-21.05263158,-13.63636364,29,21,-210.5263158,-136.3636364
6/11/2017,38,22,18.75,22.22222222,30,19,187.5,222.2222222
6/10/2017,32,18,-8.571428571,-10,38,22,-85.71428571,-100
6/9/2017,35,20,-16.66666667,11.11111111,32,18,-166.6666667,111.1111111
6/8/2017,42,18,23.52941176,0.1,35,20,235.2941176,1
6/7/2017,34,18,-5.555555556,5.882352941,42,18,-55.55555556,58.82352941
6/6/2017,36,17,38.46153846,-5.555555556,34,18,384.6153846,-55.55555556
6/5/2017,26,18,-16.12903226,5.882352941,36,17,-161.2903226,58.82352941
6/4/2017,31,17,-8.823529412,0.1,26,18,-88.23529412,1
6/3/2017,34,17,-10.52631579,0.1,31,17,-105.2631579,1
6/2/2017,38,17,26.66666667,0.1,34,17,266.6666667,1
6/1/2017,30,17,20,0.1,38,17,200,1
5/31/2017,25,17,-24.24242424,-41.37931034,30,17,-242.4242424,-413.7931034
5/30/2017,33,29,-8.333333333,45,25,17,-83.33333333,450
5/29/2017,36,20,28.57142857,-28.57142857,33,29,285.7142857,-285.7142857
5/28/2017,28,28,-17.64705882,64.70588235,36,20,-176.4705882,647.0588235
