nikkeidate,nikkeiprice,nikkeiopen,nikkeihigh,nikkeilow
29-Nov-16,"18,307.04","18,263.63","18,327.51","18,258.82"
30-Nov-16,"18,308.48","18,356.03","18,370.31","18,280.66"
1-Dec-16,"18,513.12","18,535.24","18,746.28","18,469.27"
2-Dec-16,"18,426.08","18,435.55","18,469.68","18,315.38"
5-Dec-16,"18,274.99","18,349.92","18,365.74","18,227.39"
6-Dec-16,"18,360.54","18,457.20","18,484.80","18,318.99"
7-Dec-16,"18,496.69","18,434.54","18,502.47","18,410.88"
8-Dec-16,"18,765.47","18,674.19","18,765.47","18,614.01"
9-Dec-16,"18,996.37","18,839.98","19,042.48","18,821.41"
12-Dec-16,"19,155.03","19,183.82","19,280.93","19,054.00"
13-Dec-16,"19,250.52","19,120.76","19,253.51","19,060.72"
14-Dec-16,"19,253.61","19,270.01","19,284.28","19,184.75"
15-Dec-16,"19,273.79","19,327.70","19,436.90","19,192.60"
16-Dec-16,"19,401.15","19,438.39","19,439.97","19,360.36"
19-Dec-16,"19,391.60","19,345.84","19,399.26","19,307.14"
20-Dec-16,"19,494.53","19,367.84","19,511.20","19,356.81"
21-Dec-16,"19,444.49","19,547.28","19,592.90","19,375.19"
22-Dec-16,"19,427.67","19,396.85","19,427.67","19,327.51"
26-Dec-16,"19,396.64","19,394.41","19,432.48","19,385.94"
27-Dec-16,"19,403.06","19,353.43","19,478.58","19,352.06"
28-Dec-16,"19,401.72","19,392.11","19,442.13","19,364.73"
29-Dec-16,"19,145.14","19,301.04","19,301.04","19,092.22"
30-Dec-16,"19,114.37","18,997.68","19,176.81","18,991.59"
4-Jan-17,"19,594.16","19,298.68","19,594.16","19,277.93"
5-Jan-17,"19,520.69","19,602.10","19,615.40","19,473.28"
6-Jan-17,"19,454.33","19,393.55","19,472.37","19,354.44"
10-Jan-17,"19,301.44","19,414.83","19,484.90","19,255.35"
11-Jan-17,"19,364.67","19,358.64","19,402.17","19,325.46"
12-Jan-17,"19,134.70","19,300.19","19,300.19","19,069.02"
13-Jan-17,"19,287.28","19,174.97","19,299.36","19,156.93"
16-Jan-17,"19,095.24","19,219.13","19,255.41","19,061.27"
17-Jan-17,"18,813.53","19,038.45","19,043.91","18,812.86"
18-Jan-17,"18,894.37","18,753.96","18,941.24","18,650.33"
19-Jan-17,"19,072.25","19,082.83","19,122.39","18,982.13"
20-Jan-17,"19,137.91","19,059.15","19,176.86","19,040.20"
23-Jan-17,"18,891.03","18,938.45","19,024.21","18,879.68"
24-Jan-17,"18,787.99","18,817.42","18,915.70","18,783.16"
25-Jan-17,"19,057.50","19,091.23","19,133.18","18,987.45"
26-Jan-17,"19,402.39","19,260.67","19,405.23","19,232.46"
27-Jan-17,"19,467.40","19,453.51","19,486.68","19,404.13"
30-Jan-17,"19,368.85","19,371.28","19,390.97","19,295.80"
31-Jan-17,"19,041.34","19,145.35","19,199.75","19,041.34"
1-Feb-17,"19,148.08","18,926.97","19,155.79","18,916.18"
2-Feb-17,"18,914.58","19,152.79","19,170.63","18,866.80"
3-Feb-17,"18,918.20","18,996.74","19,061.26","18,830.89"
6-Feb-17,"18,976.71","19,069.72","19,075.57","18,899.40"
7-Feb-17,"18,910.78","18,844.12","18,970.58","18,805.32"
8-Feb-17,"19,007.60","18,951.16","19,009.24","18,875.57"
9-Feb-17,"18,907.67","18,942.04","18,991.23","18,874.91"
10-Feb-17,"19,378.93","19,216.74","19,395.99","19,193.57"
13-Feb-17,"19,459.15","19,513.78","19,519.44","19,418.18"
14-Feb-17,"19,238.98","19,478.86","19,501.01","19,232.85"
15-Feb-17,"19,437.98","19,438.81","19,495.62","19,420.00"
16-Feb-17,"19,347.53","19,431.61","19,431.61","19,260.24"
17-Feb-17,"19,234.62","19,228.74","19,275.39","19,173.53"
20-Feb-17,"19,251.08","19,161.33","19,274.75","19,115.11"
21-Feb-17,"19,381.44","19,267.87","19,395.35","19,261.98"
22-Feb-17,"19,379.87","19,419.22","19,419.22","19,329.28"
23-Feb-17,"19,371.46","19,379.92","19,379.92","19,262.63"
24-Feb-17,"19,283.54","19,232.11","19,381.10","19,219.58"
27-Feb-17,"19,107.47","19,130.51","19,178.99","18,995.55"
28-Feb-17,"19,118.99","19,194.68","19,267.99","19,118.99"
1-Mar-17,"19,393.54","19,226.94","19,414.55","19,164.62"
2-Mar-17,"19,564.80","19,624.82","19,668.01","19,564.80"
3-Mar-17,"19,469.17","19,551.34","19,587.79","19,392.75"
6-Mar-17,"19,379.14","19,409.18","19,411.54","19,340.32"
7-Mar-17,"19,344.15","19,337.19","19,375.09","19,317.10"
8-Mar-17,"19,254.03","19,308.53","19,326.40","19,198.78"
9-Mar-17,"19,318.58","19,343.06","19,350.20","19,262.98"
10-Mar-17,"19,604.61","19,444.71","19,623.72","19,427.81"
13-Mar-17,"19,633.75","19,545.74","19,656.48","19,531.51"
14-Mar-17,"19,609.50","19,634.29","19,637.55","19,599.62"
15-Mar-17,"19,577.38","19,528.75","19,581.53","19,503.74"
16-Mar-17,"19,590.14","19,458.70","19,618.99","19,454.17"
17-Mar-17,"19,521.59","19,510.89","19,547.51","19,487.92"
21-Mar-17,"19,455.88","19,416.55","19,485.14","19,337.22"
22-Mar-17,"19,041.38","19,146.62","19,183.27","19,026.53"
23-Mar-17,"19,085.31","19,048.84","19,105.11","18,973.75"
24-Mar-17,"19,262.53","19,066.35","19,296.05","19,060.64"
26-Mar-17,"19,060.50","19,053.00","19,060.50","19,053.00"
27-Mar-17,"18,985.59","19,071.19","19,086.89","18,932.09"
28-Mar-17,"19,202.87","19,159.07","19,203.64","19,113.44"
29-Mar-17,"19,217.48","19,216.78","19,251.30","19,164.61"
30-Mar-17,"19,063.22","19,150.82","19,218.08","19,043.48"
31-Mar-17,"18,909.26","19,170.42","19,210.92","18,909.26"
2-Apr-17,"18,979.00","18,974.00","18,979.00","18,974.00"
3-Apr-17,"18,983.23","18,988.00","19,068.62","18,920.52"
4-Apr-17,"18,810.25","18,933.82","18,947.33","18,703.63"
5-Apr-17,"18,861.27","18,900.70","18,941.94","18,773.94"
6-Apr-17,"18,597.06","18,754.37","18,797.44","18,532.65"
7-Apr-17,"18,664.63","18,714.98","18,785.73","18,517.43"
9-Apr-17,"18,800.50","18,803.00","18,803.00","18,795.50"
10-Apr-17,"18,797.88","18,800.22","18,850.80","18,762.70"
11-Apr-17,"18,747.87","18,717.55","18,767.70","18,661.86"
12-Apr-17,"18,552.61","18,592.10","18,602.50","18,460.59"
13-Apr-17,"18,426.84","18,391.72","18,455.25","18,304.72"
14-Apr-17,"18,335.63","18,531.91","18,531.91","18,285.73"
16-Apr-17,"18,240.50","18,240.50","18,240.50","18,238.00"
17-Apr-17,"18,355.26","18,239.84","18,361.44","18,224.68"
18-Apr-17,"18,418.59","18,497.38","18,547.46","18,362.73"
19-Apr-17,"18,432.20","18,327.33","18,467.73","18,327.33"
20-Apr-17,"18,430.49","18,446.39","18,523.40","18,420.82"
21-Apr-17,"18,620.75","18,591.82","18,648.28","18,542.42"
23-Apr-17,"18,909.00","18,916.50","18,919.00","18,909.00"
24-Apr-17,"18,875.88","18,890.38","18,910.33","18,840.13"
25-Apr-17,"19,079.33","18,872.56","19,109.76","18,867.19"
26-Apr-17,"19,289.43","19,184.92","19,289.43","19,170.86"
27-Apr-17,"19,251.87","19,205.59","19,281.70","19,199.59"
28-Apr-17,"19,196.74","19,240.65","19,264.57","19,164.68"
30-Apr-17,"19,202.50","19,202.50","19,202.50","19,202.50"
1-May-17,"19,310.52","19,154.03","19,311.21","19,144.62"
2-May-17,"19,445.70","19,335.72","19,464.30","19,335.02"
7-May-17,"19,729.00","19,739.00","19,739.00","19,729.00"
8-May-17,"19,895.70","19,709.01","19,929.48","19,705.13"
9-May-17,"19,843.00","19,915.64","19,917.45","19,838.71"
10-May-17,"19,900.09","19,890.56","19,938.53","19,866.30"
11-May-17,"19,961.55","19,943.95","19,989.94","19,906.35"
12-May-17,"19,883.90","19,941.64","19,941.64","19,809.91"
15-May-17,"19,869.85","19,753.46","19,869.85","19,740.63"
16-May-17,"19,919.82","19,953.06","19,998.49","19,862.41"
17-May-17,"19,814.88","19,806.78","19,842.78","19,764.63"
18-May-17,"19,553.86","19,556.99","19,601.53","19,449.73"
19-May-17,"19,590.76","19,591.41","19,628.64","19,497.29"
21-May-17,"19,674.50","19,679.50","19,679.50","19,674.50"
22-May-17,"19,678.28","19,670.48","19,722.93","19,618.73"
23-May-17,"19,613.28","19,647.74","19,693.02","19,585.54"
24-May-17,"19,742.98","19,777.56","19,782.81","19,690.10"
25-May-17,"19,813.13","19,737.21","19,850.93","19,720.12"
26-May-17,"19,686.84","19,798.49","19,801.59","19,686.49"
28-May-17,"19,686.00","19,688.50","19,688.50","19,686.00"
29-May-17,"19,682.57","19,697.18","19,736.62","19,627.19"
30-May-17,"19,677.85","19,681.11","19,691.44","19,570.13"
31-May-17,"19,650.57","19,630.33","19,673.51","19,589.25"
1-Jun-17,"19,860.03","19,692.16","19,887.66","19,686.32"
2-Jun-17,"20,177.28","19,970.23","20,239.81","19,967.00"
4-Jun-17,"20,122.50","20,125.00","20,125.00","20,120.00"
5-Jun-17,"20,170.82","20,135.42","20,224.54","20,104.13"
6-Jun-17,"19,979.90","20,122.26","20,152.95","19,948.02"
7-Jun-17,"19,984.62","19,951.68","20,023.24","19,908.07"
8-Jun-17,"19,909.26","20,048.28","20,061.22","19,896.35"
9-Jun-17,"20,013.26","19,953.06","20,096.01","19,927.07"
11-Jun-17,"19,917.50","19,912.50","19,917.50","19,910.00"
12-Jun-17,"19,908.58","19,920.77","19,949.07","19,837.64"
13-Jun-17,"19,898.75","19,859.81","19,929.03","19,850.86"
14-Jun-17,"19,883.52","19,974.56","20,009.93","19,879.60"
15-Jun-17,"19,831.82","19,815.54","19,963.36","19,755.34"
16-Jun-17,"19,943.26","19,931.15","20,015.16","19,884.80"
18-Jun-17,"19,965.00","19,967.50","19,967.50","19,965.00"
19-Jun-17,"20,067.75","19,974.30","20,087.71","19,949.88"
20-Jun-17,"20,230.41","20,234.12","20,318.11","20,227.29"
21-Jun-17,"20,138.79","20,192.16","20,215.11","20,117.79"
22-Jun-17,"20,110.51","20,154.38","20,191.42","20,107.89"
23-Jun-17,"20,132.67","20,152.58","20,152.58","20,089.54"
25-Jun-17,"20,118.00","20,118.00","20,118.00","20,118.00"
26-Jun-17,"20,153.35","20,132.81","20,196.38","20,119.04"
27-Jun-17,"20,225.09","20,229.12","20,250.10","20,185.19"
28-Jun-17,"20,130.41","20,149.20","20,224.30","20,110.49"
29-Jun-17,"20,220.30","20,260.87","20,266.59","20,197.38"
30-Jun-17,"20,033.43","20,025.63","20,044.01","19,946.51"
2-Jul-17,"20,044.00","20,046.50","20,051.50","20,044.00"
3-Jul-17,"20,055.80","20,056.32","20,096.14","20,030.61"
4-Jul-17,"20,032.35","20,192.27","20,197.16","19,971.53"
5-Jul-17,"20,081.63","20,015.07","20,087.01","19,888.90"
6-Jul-17,"19,994.06","20,061.68","20,078.88","19,947.63"
7-Jul-17,"19,929.09","19,856.65","19,979.93","19,856.65"
10-Jul-17,"20,080.98","20,070.44","20,127.76","20,023.03"
11-Jul-17,"20,195.48","20,073.86","20,200.88","20,070.67"
12-Jul-17,"20,098.38","20,137.22","20,153.04","20,061.16"
13-Jul-17,"20,099.81","20,177.28","20,183.80","20,062.27"
14-Jul-17,"20,118.86","20,157.92","20,163.67","20,101.71"
17-Jul-17,"20,063.50","20,063.50","20,063.50","20,063.50"
18-Jul-17,"19,999.91","20,074.41","20,081.29","19,943.14"
19-Jul-17,"20,020.86","19,970.78","20,032.46","19,947.26"
20-Jul-17,"20,144.59","20,046.90","20,157.11","20,032.23"
21-Jul-17,"20,099.75","20,089.86","20,135.33","20,081.91"
23-Jul-17,"19,970.00","19,967.50","19,970.00","19,967.50"
24-Jul-17,"19,975.67","19,973.67","20,002.54","19,901.88"
25-Jul-17,"19,955.20","19,979.56","20,036.31","19,941.61"
26-Jul-17,"20,050.16","20,098.14","20,116.00","20,016.58"
27-Jul-17,"20,079.64","20,026.58","20,176.39","20,005.20"
28-Jul-17,"19,959.84","20,048.46","20,056.16","19,926.60"
30-Jul-17,"19,953.50","19,953.50","19,953.50","19,953.50"
31-Jul-17,"19,925.18","19,933.45","19,983.90","19,891.90"
1-Aug-17,"19,985.79","19,907.08","20,000.46","19,904.72"
2-Aug-17,"20,080.04","20,057.07","20,113.73","20,022.05"
3-Aug-17,"20,029.26","20,066.00","20,070.16","19,985.40"
4-Aug-17,"19,952.33","19,949.79","19,984.51","19,933.59"
6-Aug-17,"20,069.00","20,068.00","20,069.00","20,068.00"
7-Aug-17,"20,055.89","20,059.29","20,085.90","20,037.40"
8-Aug-17,"19,996.01","20,062.65","20,076.80","19,970.57"
9-Aug-17,"19,738.71","19,928.96","19,945.28","19,660.22"
10-Aug-17,"19,729.74","19,792.45","19,829.88","19,685.83"
13-Aug-17,"19,556.00","19,555.00","19,558.50","19,555.00"
14-Aug-17,"19,537.10","19,545.58","19,598.41","19,486.48"
15-Aug-17,"19,753.31","19,689.38","19,824.12","19,656.91"
16-Aug-17,"19,729.28","19,750.55","19,776.86","19,719.08"
17-Aug-17,"19,702.63","19,707.75","19,739.04","19,679.37"
18-Aug-17,"19,470.41","19,471.27","19,543.13","19,433.09"
20-Aug-17,"19,510.00","19,510.00","19,510.00","19,510.00"
21-Aug-17,"19,393.13","19,509.53","19,509.53","19,365.65"
22-Aug-17,"19,383.84","19,373.11","19,437.25","19,361.95"
23-Aug-17,"19,434.64","19,547.05","19,561.32","19,408.47"
24-Aug-17,"19,353.77","19,366.36","19,428.55","19,351.92"
25-Aug-17,"19,452.61","19,401.12","19,485.97","19,384.37"
27-Aug-17,"19,485.00","19,480.00","19,485.00","19,477.50"
28-Aug-17,"19,449.90","19,502.23","19,535.50","19,420.50"
29-Aug-17,"19,362.55","19,319.11","19,371.90","19,280.02"
30-Aug-17,"19,506.54","19,480.98","19,538.23","19,435.10"
31-Aug-17,"19,646.24","19,591.32","19,687.99","19,583.11"
1-Sep-17,"19,691.47","19,733.57","19,735.96","19,620.07"
3-Sep-17,"19,601.50","19,601.50","19,601.50","19,601.50"
4-Sep-17,"19,508.25","19,615.96","19,628.40","19,479.40"
5-Sep-17,"19,385.81","19,533.38","19,542.78","19,354.59"
6-Sep-17,"19,357.97","19,286.06","19,371.38","19,254.67"
7-Sep-17,"19,396.52","19,433.44","19,482.72","19,365.75"
8-Sep-17,"19,274.82","19,297.96","19,357.49","19,239.52"
10-Sep-17,"19,435.00","19,435.00","19,435.00","19,435.00"
11-Sep-17,"19,545.77","19,441.39","19,567.03","19,437.14"
12-Sep-17,"19,776.62","19,736.14","19,792.06","19,718.80"
13-Sep-17,"19,865.82","19,873.69","19,888.84","19,845.02"
14-Sep-17,"19,807.44","19,860.37","19,918.39","19,793.85"
15-Sep-17,"19,909.50","19,793.80","19,933.40","19,787.65"
18-Sep-17,"20,126.00","20,129.00","20,129.00","20,126.00"
19-Sep-17,"20,299.38","20,128.18","20,320.78","20,122.00"
20-Sep-17,"20,310.46","20,301.33","20,339.37","20,272.82"
21-Sep-17,"20,347.48","20,456.50","20,481.27","20,332.69"
22-Sep-17,"20,296.45","20,413.61","20,417.07","20,249.24"
24-Sep-17,"20,427.50","20,427.50","20,427.50","20,425.00"
25-Sep-17,"20,397.58","20,439.43","20,454.29","20,367.03"
26-Sep-17,"20,330.19","20,349.26","20,385.50","20,303.98"
27-Sep-17,"20,267.05","20,269.82","20,278.09","20,213.66"
28-Sep-17,"20,363.11","20,398.63","20,399.87","20,299.68"
29-Sep-17,"20,356.28","20,315.34","20,370.33","20,285.06"
1-Oct-17,"20,397.50","20,387.50","20,397.50","20,387.50"
2-Oct-17,"20,400.78","20,400.51","20,411.33","20,363.28"
3-Oct-17,"20,614.07","20,475.25","20,628.38","20,438.17"
4-Oct-17,"20,626.66","20,660.81","20,689.08","20,592.18"
5-Oct-17,"20,628.56","20,650.71","20,667.47","20,602.26"
6-Oct-17,"20,690.71","20,716.85","20,721.15","20,659.15"
10-Oct-17,"20,823.51","20,680.54","20,823.66","20,663.08"
11-Oct-17,"20,881.27","20,803.71","20,898.41","20,788.12"
12-Oct-17,"20,954.72","20,958.18","20,994.40","20,917.04"
13-Oct-17,"21,155.18","20,959.66","21,211.29","20,933.00"
15-Oct-17,"21,235.00","21,237.50","21,237.50","21,235.00"
16-Oct-17,"21,255.56","21,221.27","21,347.07","21,187.93"
17-Oct-17,"21,336.12","21,352.17","21,393.96","21,230.67"
18-Oct-17,"21,363.05","21,374.66","21,402.76","21,317.67"
19-Oct-17,"21,448.52","21,450.04","21,503.85","21,381.52"
20-Oct-17,"21,457.64","21,390.95","21,489.26","21,363.10"
22-Oct-17,"21,737.50","21,740.00","21,742.50","21,737.50"
23-Oct-17,"21,696.65","21,709.30","21,723.60","21,614.51"
24-Oct-17,"21,805.17","21,670.00","21,805.17","21,646.52"
25-Oct-17,"21,707.62","21,900.13","21,921.36","21,648.35"
26-Oct-17,"21,739.78","21,698.95","21,793.62","21,688.56"
27-Oct-17,"22,008.45","21,903.27","22,016.50","21,815.72"
29-Oct-17,"22,055.00","22,055.00","22,057.50","22,055.00"
30-Oct-17,"22,011.67","22,047.95","22,086.88","21,921.24"
31-Oct-17,"22,011.61","21,897.29","22,020.38","21,840.07"
1-Nov-17,"22,420.08","22,144.92","22,455.92","22,130.03"
2-Nov-17,"22,539.12","22,512.18","22,540.25","22,400.01"
6-Nov-17,"22,548.35","22,612.96","22,644.68","22,435.34"
7-Nov-17,"22,937.60","22,518.75","22,953.18","22,512.91"
8-Nov-17,"22,913.82","22,849.91","22,922.80","22,759.07"
9-Nov-17,"22,868.71","22,989.44","23,382.15","22,522.83"
10-Nov-17,"22,681.42","22,580.70","22,724.39","22,511.93"
13-Nov-17,"22,380.99","22,607.56","22,607.92","22,380.99"
14-Nov-17,"22,380.01","22,342.93","22,532.30","22,323.24"
15-Nov-17,"22,028.32","22,250.98","22,305.24","22,004.79"
16-Nov-17,"22,351.12","21,975.23","22,392.13","21,972.34"
17-Nov-17,"22,396.80","22,603.30","22,757.40","22,319.12"
20-Nov-17,"22,261.76","22,279.98","22,410.24","22,215.07"
21-Nov-17,"22,416.48","22,456.79","22,563.25","22,416.48"
22-Nov-17,"22,523.15","22,601.55","22,677.34","22,513.44"
24-Nov-17,"22,550.85","22,390.14","22,567.20","22,381.01"
27-Nov-17,"22,495.99","22,657.08","22,659.33","22,423.40"
28-Nov-17,"22,486.24","22,474.74","22,580.99","22,363.94"
29-Nov-17,"22,597.20","22,613.96","22,643.93","22,537.12"
30-Nov-17,"22,724.96","22,601.83","22,748.32","22,502.68"
1-Dec-17,"22,819.03","22,916.93","22,994.31","22,675.07"
4-Dec-17,"22,707.16","22,843.53","22,864.33","22,693.99"
5-Dec-17,"22,622.38","22,595.33","22,682.71","22,522.28"
6-Dec-17,"22,177.04","22,525.38","22,528.21","22,119.21"
7-Dec-17,"22,498.03","22,317.15","22,515.24","22,317.15"
8-Dec-17,"22,811.08","22,627.95","22,819.71","22,625.41"
11-Dec-17,"22,938.73","22,894.30","22,938.73","22,787.40"
12-Dec-17,"22,866.17","22,936.41","22,994.33","22,834.89"
13-Dec-17,"22,758.07","22,879.27","22,879.37","22,697.32"
14-Dec-17,"22,694.45","22,699.30","22,786.61","22,638.76"
15-Dec-17,"22,553.22","22,621.36","22,745.09","22,478.32"
18-Dec-17,"22,901.77","22,770.44","22,927.50","22,735.20"
19-Dec-17,"22,868.00","22,961.47","22,990.42","22,862.82"
20-Dec-17,"22,891.72","22,834.93","22,923.50","22,806.73"
21-Dec-17,"22,866.10","22,852.01","22,894.95","22,728.06"
22-Dec-17,"22,902.76","22,850.73","22,908.84","22,801.16"
25-Dec-17,"22,939.18","22,909.41","22,948.83","22,870.19"
26-Dec-17,"22,892.69","22,922.95","22,950.15","22,877.63"
27-Dec-17,"22,911.21","22,854.39","22,936.16","22,854.39"
28-Dec-17,"22,783.98","22,912.05","22,954.45","22,736.43"
29-Dec-17,"22,764.94","22,831.49","22,881.21","22,753.20"
4-Jan-18,"23,506.33","23,073.73","23,506.33","23,065.20"
5-Jan-18,"23,714.53","23,643.00","23,730.47","23,520.52"
9-Jan-18,"23,849.99","23,948.97","23,952.61","23,789.03"
10-Jan-18,"23,788.20","23,832.81","23,864.76","23,755.45"
11-Jan-18,"23,710.43","23,656.39","23,734.97","23,601.84"
12-Jan-18,"23,653.82","23,719.66","23,743.05","23,588.07"
15-Jan-18,"23,714.88","23,827.98","23,833.27","23,685.02"
16-Jan-18,"23,951.81","23,721.17","23,962.07","23,701.83"
17-Jan-18,"23,868.34","23,783.42","23,891.63","23,739.17"
18-Jan-18,"23,763.37","24,078.93","24,084.42","23,699.47"
19-Jan-18,"23,808.06","23,854.11","23,872.69","23,735.61"
22-Jan-18,"23,816.33","23,797.84","23,816.33","23,697.81"
23-Jan-18,"24,124.15","23,924.40","24,129.34","23,916.02"
24-Jan-18,"23,940.78","24,026.43","24,072.77","23,917.14"
25-Jan-18,"23,669.49","23,750.65","23,828.40","23,649.03"
26-Jan-18,"23,631.88","23,757.34","23,797.96","23,592.28"
29-Jan-18,"23,629.34","23,707.14","23,787.23","23,580.17"
30-Jan-18,"23,291.97","23,559.33","23,581.98","23,233.37"
31-Jan-18,"23,098.29","23,205.23","23,375.38","23,092.85"
1-Feb-18,"23,486.11","23,276.10","23,492.77","23,211.12"
2-Feb-18,"23,274.53","23,361.67","23,367.96","23,122.45"
5-Feb-18,"22,682.08","22,921.16","22,967.69","22,659.43"
6-Feb-18,"21,610.24","22,267.00","22,277.45","21,078.71"
7-Feb-18,"21,645.37","22,001.29","22,353.87","21,627.13"
8-Feb-18,"21,890.86","21,721.57","21,977.03","21,649.70"
9-Feb-18,"21,382.62","21,507.74","21,510.30","21,119.01"
13-Feb-18,"21,244.68","21,633.34","21,679.20","21,211.53"
14-Feb-18,"21,154.17","21,251.24","21,371.01","20,950.15"
15-Feb-18,"21,464.98","21,384.10","21,578.99","21,308.92"
16-Feb-18,"21,720.25","21,555.99","21,866.37","21,499.88"
19-Feb-18,"22,149.21","21,903.66","22,152.85","21,858.33"
20-Feb-18,"21,925.10","22,054.32","22,063.87","21,831.45"
21-Feb-18,"21,970.81","21,942.42","22,130.58","21,836.73"
22-Feb-18,"21,736.44","21,789.88","21,799.40","21,626.85"
23-Feb-18,"21,892.78","21,789.72","21,903.39","21,741.63"
26-Feb-18,"22,153.63","22,134.64","22,226.53","22,040.87"
27-Feb-18,"22,389.86","22,391.67","22,502.05","22,325.07"
28-Feb-18,"22,068.24","22,292.53","22,380.28","22,068.24"
1-Mar-18,"21,724.47","21,901.13","21,901.13","21,645.22"
2-Mar-18,"21,181.64","21,339.98","21,366.09","21,088.96"
5-Mar-18,"21,042.09","21,047.81","21,164.38","20,937.26"
6-Mar-18,"21,417.76","21,390.20","21,551.14","21,381.42"
7-Mar-18,"21,252.72","21,261.96","21,484.08","21,201.94"
8-Mar-18,"21,368.07","21,488.16","21,488.16","21,299.40"
9-Mar-18,"21,469.20","21,594.22","21,884.45","21,357.55"
12-Mar-18,"21,824.03","21,826.10","21,971.16","21,689.97"
13-Mar-18,"21,968.10","21,742.45","21,968.10","21,700.78"
14-Mar-18,"21,777.29","21,764.99","21,881.09","21,684.02"
15-Mar-18,"21,803.95","21,704.14","21,825.97","21,555.49"
16-Mar-18,"21,676.51","21,876.53","21,879.28","21,632.85"
19-Mar-18,"21,480.90","21,537.90","21,659.04","21,366.88"
20-Mar-18,"21,380.97","21,297.98","21,384.86","21,223.97"
22-Mar-18,"21,591.99","21,352.16","21,592.00","21,349.71"
23-Mar-18,"20,617.86","21,188.80","21,188.80","20,559.61"
26-Mar-18,"20,766.10","20,423.37","20,766.10","20,347.49"
27-Mar-18,"21,317.32","20,958.90","21,317.32","20,943.31"
28-Mar-18,"21,031.31","20,893.05","21,031.31","20,776.82"
29-Mar-18,"21,159.08","21,250.96","21,298.57","20,996.22"
30-Mar-18,"21,454.30","21,392.42","21,512.80","21,311.50"
2-Apr-18,"21,388.58","21,441.57","21,597.47","21,388.58"
3-Apr-18,"21,292.29","21,115.48","21,333.50","21,056.02"
4-Apr-18,"21,319.55","21,415.85","21,415.85","21,238.18"
5-Apr-18,"21,645.42","21,541.18","21,737.66","21,462.10"
6-Apr-18,"21,567.52","21,633.73","21,742.84","21,550.42"
9-Apr-18,"21,678.26","21,534.33","21,737.09","21,517.77"
10-Apr-18,"21,794.32","21,599.67","21,933.99","21,542.37"
11-Apr-18,"21,687.10","21,819.09","21,837.36","21,687.10"
12-Apr-18,"21,660.28","21,657.87","21,719.43","21,591.39"
13-Apr-18,"21,778.74","21,801.41","21,917.35","21,746.69"
16-Apr-18,"21,835.53","21,843.55","21,879.69","21,775.61"
17-Apr-18,"21,847.59","21,801.83","21,889.89","21,772.42"
18-Apr-18,"22,158.20","21,929.01","22,194.11","21,914.96"
19-Apr-18,"22,191.18","22,231.86","22,360.65","22,176.86"
20-Apr-18,"22,162.24","22,148.22","22,261.35","22,076.63"
23-Apr-18,"22,088.04","22,157.88","22,204.86","22,065.52"
24-Apr-18,"22,278.12","22,228.82","22,304.69","22,149.59"
25-Apr-18,"22,215.32","22,118.62","22,228.78","22,080.76"
26-Apr-18,"22,319.61","22,278.77","22,381.66","22,265.20"
27-Apr-18,"22,467.87","22,466.66","22,495.56","22,357.53"
1-May-18,"22,508.03","22,453.42","22,519.45","22,411.43"
2-May-18,"22,472.78","22,568.19","22,568.19","22,426.55"
7-May-18,"22,467.16","22,513.22","22,513.48","22,350.91"
8-May-18,"22,508.69","22,440.65","22,566.68","22,423.23"
9-May-18,"22,408.88","22,463.01","22,478.64","22,364.75"
10-May-18,"22,497.18","22,482.51","22,530.64","22,418.75"
11-May-18,"22,758.48","22,573.95","22,769.16","22,545.47"
14-May-18,"22,865.86","22,705.30","22,894.76","22,683.64"
15-May-18,"22,818.02","22,889.47","22,912.06","22,805.72"
16-May-18,"22,717.23","22,730.12","22,796.14","22,695.84"
17-May-18,"22,838.37","22,820.62","22,887.03","22,799.16"
18-May-18,"22,930.36","22,907.20","22,954.19","22,867.30"
21-May-18,"23,002.37","22,937.58","23,050.39","22,935.31"
22-May-18,"22,960.34","23,025.95","23,031.67","22,952.87"
23-May-18,"22,689.74","22,868.79","22,949.73","22,649.85"
24-May-18,"22,437.01","22,621.29","22,644.69","22,366.60"
25-May-18,"22,450.79","22,380.22","22,509.36","22,318.15"
28-May-18,"22,481.09","22,488.95","22,547.67","22,410.91"
29-May-18,"22,358.43","22,431.95","22,439.10","22,240.39"
30-May-18,"22,018.52","22,051.97","22,079.23","21,931.65"
31-May-18,"22,201.82","22,163.40","22,254.42","22,098.00"
1-Jun-18,"22,171.35","22,126.25","22,316.91","22,098.04"
4-Jun-18,"22,475.94","22,365.09","22,515.72","22,355.83"
5-Jun-18,"22,539.54","22,552.17","22,602.13","22,470.04"
6-Jun-18,"22,625.73","22,520.31","22,662.82","22,498.59"
7-Jun-18,"22,823.26","22,748.72","22,856.37","22,732.18"
8-Jun-18,"22,694.50","22,799.38","22,879.00","22,694.50"
11-Jun-18,"22,804.04","22,686.95","22,856.08","22,667.30"
12-Jun-18,"22,878.35","22,977.22","23,011.57","22,797.73"
13-Jun-18,"22,966.38","22,896.17","22,993.26","22,895.31"
14-Jun-18,"22,738.61","22,842.96","22,898.39","22,738.61"
15-Jun-18,"22,851.75","22,883.24","22,885.84","22,770.38"
18-Jun-18,"22,680.33","22,806.57","22,806.89","22,601.13"
19-Jun-18,"22,278.48","22,565.92","22,618.52","22,278.48"
20-Jun-18,"22,555.43","22,338.53","22,581.40","22,167.16"
