nikkeidate,nikkeiprice,nikkeiopen,nikkeihigh,nikkeilow
24-Mar-15,"19,713.45","19,718.99","19,770.64","19,646.35"
25-Mar-15,"19,746.20","19,745.75","19,775.45","19,542.22"
26-Mar-15,"19,471.12","19,605.60","19,623.11","19,397.01"
27-Mar-15,"19,285.63","19,374.72","19,590.03","19,099.87"
30-Mar-15,"19,411.40","19,295.21","19,474.07","19,227.29"
31-Mar-15,"19,206.99","19,592.43","19,607.25","19,206.99"
1-Apr-15,"19,034.84","19,129.75","19,195.23","18,927.95"
2-Apr-15,"19,312.79","19,141.93","19,433.89","19,115.14"
3-Apr-15,"19,435.08","19,289.04","19,435.08","19,289.04"
6-Apr-15,"19,397.98","19,295.03","19,424.09","19,241.29"
7-Apr-15,"19,640.54","19,539.03","19,667.48","19,501.31"
8-Apr-15,"19,789.81","19,729.70","19,845.53","19,693.63"
9-Apr-15,"19,937.72","19,851.12","19,957.32","19,822.49"
10-Apr-15,"19,907.63","19,989.55","20,006.00","19,845.31"
13-Apr-15,"19,905.46","19,967.38","19,975.66","19,825.69"
14-Apr-15,"19,908.68","19,828.65","19,922.50","19,828.65"
15-Apr-15,"19,869.76","19,838.53","19,913.42","19,823.86"
16-Apr-15,"19,885.77","19,862.48","19,894.35","19,742.12"
17-Apr-15,"19,652.88","19,810.40","19,815.25","19,638.37"
20-Apr-15,"19,634.49","19,501.00","19,725.86","19,474.23"
21-Apr-15,"19,909.09","19,731.57","19,909.09","19,678.22"
22-Apr-15,"20,133.90","19,999.84","20,144.66","19,983.00"
23-Apr-15,"20,187.65","20,227.28","20,252.12","20,116.19"
24-Apr-15,"20,020.04","20,142.47","20,142.47","20,013.74"
27-Apr-15,"19,983.32","20,063.80","20,069.24","19,909.86"
28-Apr-15,"20,058.95","20,068.65","20,133.78","20,031.71"
30-Apr-15,"19,520.01","19,847.50","19,852.66","19,502.61"
1-May-15,"19,531.63","19,510.85","19,549.39","19,399.16"
7-May-15,"19,291.99","19,356.46","19,461.08","19,257.85"
8-May-15,"19,379.19","19,315.63","19,458.75","19,302.71"
11-May-15,"19,620.91","19,637.58","19,679.63","19,586.81"
12-May-15,"19,624.84","19,608.23","19,626.75","19,467.65"
13-May-15,"19,764.72","19,568.76","19,791.88","19,494.70"
14-May-15,"19,570.24","19,661.52","19,717.80","19,546.82"
15-May-15,"19,732.92","19,693.17","19,750.76","19,633.75"
18-May-15,"19,890.27","19,766.16","19,890.27","19,741.22"
19-May-15,"20,026.38","19,977.14","20,087.70","19,946.75"
20-May-15,"20,196.56","20,175.59","20,278.89","20,148.51"
21-May-15,"20,202.87","20,215.46","20,320.90","20,175.78"
22-May-15,"20,264.41","20,208.85","20,278.31","20,130.84"
25-May-15,"20,413.77","20,331.92","20,417.77","20,318.54"
26-May-15,"20,437.48","20,431.27","20,473.85","20,378.77"
27-May-15,"20,472.58","20,380.64","20,513.22","20,363.21"
28-May-15,"20,551.46","20,590.28","20,655.33","20,473.27"
29-May-15,"20,563.15","20,510.27","20,636.41","20,508.40"
1-Jun-15,"20,569.87","20,444.54","20,595.41","20,410.27"
2-Jun-15,"20,543.19","20,604.67","20,619.61","20,470.26"
3-Jun-15,"20,473.51","20,443.15","20,506.35","20,397.73"
4-Jun-15,"20,488.19","20,539.94","20,552.46","20,438.21"
5-Jun-15,"20,460.90","20,398.76","20,480.25","20,363.18"
8-Jun-15,"20,457.19","20,537.85","20,544.94","20,359.06"
9-Jun-15,"20,096.30","20,293.05","20,332.42","20,095.48"
10-Jun-15,"20,046.36","20,126.36","20,264.92","20,016.32"
11-Jun-15,"20,382.97","20,183.61","20,382.97","20,178.04"
12-Jun-15,"20,407.08","20,431.78","20,437.26","20,331.19"
15-Jun-15,"20,387.79","20,205.10","20,401.48","20,205.10"
16-Jun-15,"20,257.94","20,332.83","20,368.21","20,234.16"
17-Jun-15,"20,219.27","20,306.10","20,323.08","20,126.57"
18-Jun-15,"19,990.82","20,193.59","20,200.51","19,990.55"
19-Jun-15,"20,174.24","20,152.41","20,194.45","20,075.91"
22-Jun-15,"20,428.19","20,174.14","20,433.30","20,174.14"
23-Jun-15,"20,809.42","20,547.74","20,809.42","20,531.13"
24-Jun-15,"20,868.03","20,889.32","20,952.71","20,838.22"
25-Jun-15,"20,771.40","20,777.69","20,866.58","20,758.60"
26-Jun-15,"20,706.15","20,758.43","20,785.76","20,650.00"
29-Jun-15,"20,109.95","20,305.97","20,361.60","20,093.16"
30-Jun-15,"20,235.73","20,174.61","20,243.18","20,118.26"
1-Jul-15,"20,329.32","20,291.05","20,346.74","20,225.27"
2-Jul-15,"20,522.50","20,565.94","20,601.73","20,479.85"
3-Jul-15,"20,539.79","20,476.69","20,557.51","20,431.25"
6-Jul-15,"20,112.12","20,200.15","20,310.72","20,012.23"
7-Jul-15,"20,376.59","20,354.23","20,428.00","20,337.18"
8-Jul-15,"19,737.64","20,282.49","20,310.89","19,737.64"
9-Jul-15,"19,855.50","19,422.78","19,855.50","19,115.20"
10-Jul-15,"19,779.83","19,829.93","19,978.24","19,720.15"
13-Jul-15,"20,089.77","19,929.92","20,120.15","19,911.39"
14-Jul-15,"20,385.33","20,355.33","20,435.53","20,322.20"
15-Jul-15,"20,463.33","20,478.85","20,496.60","20,401.09"
16-Jul-15,"20,600.12","20,588.98","20,612.50","20,522.25"
17-Jul-15,"20,650.92","20,646.63","20,658.95","20,611.22"
21-Jul-15,"20,841.97","20,763.31","20,850.00","20,710.34"
22-Jul-15,"20,593.67","20,657.80","20,677.84","20,576.19"
23-Jul-15,"20,683.95","20,693.57","20,708.23","20,648.76"
24-Jul-15,"20,544.53","20,603.63","20,631.54","20,527.78"
27-Jul-15,"20,350.10","20,374.05","20,486.93","20,278.73"
28-Jul-15,"20,328.89","20,188.57","20,423.58","20,070.62"
29-Jul-15,"20,302.91","20,425.69","20,425.69","20,205.21"
30-Jul-15,"20,522.83","20,450.61","20,583.57","20,443.89"
31-Jul-15,"20,585.24","20,506.55","20,585.24","20,466.80"
3-Aug-15,"20,548.11","20,540.21","20,562.20","20,396.50"
4-Aug-15,"20,520.36","20,462.18","20,552.04","20,448.49"
5-Aug-15,"20,614.06","20,490.15","20,715.48","20,469.87"
6-Aug-15,"20,664.44","20,768.77","20,817.48","20,664.44"
7-Aug-15,"20,724.56","20,601.57","20,754.00","20,567.51"
10-Aug-15,"20,808.69","20,618.31","20,820.86","20,617.05"
11-Aug-15,"20,720.75","20,920.60","20,946.93","20,582.01"
12-Aug-15,"20,392.77","20,632.68","20,703.20","20,303.02"
13-Aug-15,"20,595.55","20,392.54","20,633.91","20,306.98"
14-Aug-15,"20,519.45","20,518.36","20,605.46","20,484.67"
17-Aug-15,"20,620.26","20,600.16","20,668.87","20,541.00"
18-Aug-15,"20,554.47","20,640.59","20,663.18","20,545.25"
19-Aug-15,"20,222.63","20,467.49","20,521.97","20,218.03"
20-Aug-15,"20,033.52","20,194.26","20,246.47","20,033.29"
21-Aug-15,"19,435.83","19,711.34","19,737.54","19,435.83"
24-Aug-15,"18,540.68","19,075.05","19,154.65","18,498.80"
25-Aug-15,"17,806.70","18,171.66","18,835.35","17,747.50"
26-Aug-15,"18,376.83","17,894.29","18,442.84","17,714.30"
27-Aug-15,"18,574.44","18,680.47","18,810.05","18,486.46"
28-Aug-15,"19,136.32","18,908.73","19,192.82","18,901.09"
31-Aug-15,"18,890.48","19,006.98","19,019.61","18,749.77"
1-Sep-15,"18,165.69","18,763.72","18,777.47","18,165.69"
2-Sep-15,"18,095.40","17,861.81","18,467.44","17,857.30"
3-Sep-15,"18,182.39","18,359.53","18,481.57","18,176.75"
4-Sep-15,"17,792.16","18,312.13","18,312.13","17,608.17"
7-Sep-15,"17,860.47","17,674.82","18,013.64","17,478.72"
8-Sep-15,"17,427.08","17,941.91","17,962.56","17,415.61"
9-Sep-15,"18,770.51","17,758.13","18,770.51","17,756.76"
10-Sep-15,"18,299.62","18,418.64","18,420.56","17,956.15"
11-Sep-15,"18,264.22","18,155.71","18,362.99","18,124.35"
14-Sep-15,"17,965.70","18,341.01","18,344.07","17,925.09"
15-Sep-15,"18,026.48","18,082.72","18,329.57","17,995.98"
16-Sep-15,"18,171.60","18,238.15","18,291.97","18,094.99"
17-Sep-15,"18,432.27","18,361.99","18,468.20","18,289.63"
18-Sep-15,"18,070.21","18,275.48","18,295.90","18,069.50"
24-Sep-15,"17,571.83","17,803.41","17,865.84","17,571.83"
25-Sep-15,"17,880.51","17,618.30","17,880.51","17,483.69"
28-Sep-15,"17,645.11","17,811.12","17,886.49","17,562.60"
29-Sep-15,"16,930.84","17,359.38","17,366.95","16,901.49"
30-Sep-15,"17,388.15","17,193.84","17,460.97","17,179.40"
1-Oct-15,"17,722.42","17,479.97","17,831.58","17,389.57"
2-Oct-15,"17,725.13","17,564.39","17,775.77","17,537.85"
5-Oct-15,"18,005.49","17,921.00","18,079.46","17,869.74"
6-Oct-15,"18,186.10","18,302.41","18,372.72","18,094.85"
7-Oct-15,"18,322.98","18,168.20","18,379.23","18,043.08"
8-Oct-15,"18,141.17","18,310.62","18,400.69","18,121.68"
9-Oct-15,"18,438.67","18,281.51","18,438.67","18,184.96"
13-Oct-15,"18,234.74","18,335.15","18,359.71","18,223.80"
14-Oct-15,"17,891.00","18,106.66","18,126.39","17,831.53"
15-Oct-15,"18,096.90","17,804.91","18,170.67","17,758.12"
16-Oct-15,"18,291.80","18,300.83","18,397.52","18,238.78"
19-Oct-15,"18,131.23","18,282.78","18,314.09","18,078.43"
20-Oct-15,"18,207.15","18,245.54","18,253.13","18,147.98"
21-Oct-15,"18,554.28","18,167.64","18,605.41","18,167.64"
22-Oct-15,"18,435.87","18,443.69","18,579.14","18,376.01"
23-Oct-15,"18,825.30","18,762.65","18,915.64","18,746.61"
26-Oct-15,"18,947.12","19,036.13","19,088.76","18,937.45"
27-Oct-15,"18,777.04","18,961.16","18,964.99","18,760.79"
28-Oct-15,"18,903.02","18,826.94","18,925.51","18,815.12"
29-Oct-15,"18,935.71","19,046.16","19,080.89","18,809.48"
30-Oct-15,"19,083.10","18,924.31","19,202.34","18,784.69"
2-Nov-15,"18,683.24","18,827.11","18,861.11","18,641.22"
4-Nov-15,"18,926.91","18,941.32","19,151.89","18,926.91"
5-Nov-15,"19,116.41","19,029.44","19,167.09","18,995.96"
6-Nov-15,"19,265.60","19,194.34","19,294.15","19,164.86"
9-Nov-15,"19,642.74","19,411.51","19,684.41","19,389.74"
10-Nov-15,"19,671.26","19,457.05","19,674.05","19,457.05"
11-Nov-15,"19,691.39","19,602.01","19,724.12","19,602.01"
12-Nov-15,"19,697.77","19,644.65","19,725.83","19,597.99"
13-Nov-15,"19,596.91","19,495.26","19,601.49","19,388.91"
16-Nov-15,"19,393.69","19,263.96","19,451.09","19,252.04"
17-Nov-15,"19,630.63","19,641.67","19,726.01","19,628.84"
18-Nov-15,"19,649.18","19,771.86","19,840.00","19,643.97"
19-Nov-15,"19,859.81","19,851.24","19,959.06","19,761.56"
20-Nov-15,"19,879.81","19,800.20","19,879.81","19,715.74"
24-Nov-15,"19,924.89","19,875.99","19,954.00","19,834.76"
25-Nov-15,"19,847.58","19,856.84","19,871.75","19,786.53"
26-Nov-15,"19,944.41","19,929.97","19,992.44","19,926.10"
27-Nov-15,"19,883.94","19,994.05","19,994.05","19,831.25"
30-Nov-15,"19,747.47","19,857.38","19,867.95","19,707.67"
1-Dec-15,"20,012.40","19,799.08","20,012.40","19,797.55"
2-Dec-15,"19,938.13","19,957.50","20,002.12","19,926.22"
3-Dec-15,"19,939.90","19,894.63","19,967.88","19,862.74"
4-Dec-15,"19,504.48","19,616.52","19,660.90","19,444.54"
7-Dec-15,"19,698.15","19,710.39","19,811.51","19,677.21"
8-Dec-15,"19,492.60","19,689.87","19,764.21","19,475.28"
9-Dec-15,"19,301.07","19,391.50","19,475.40","19,260.12"
10-Dec-15,"19,046.55","19,070.02","19,125.06","19,025.78"
11-Dec-15,"19,230.48","19,020.75","19,282.21","19,020.75"
14-Dec-15,"18,883.42","18,887.09","18,911.78","18,611.09"
15-Dec-15,"18,565.90","18,869.04","18,897.87","18,562.51"
16-Dec-15,"19,049.91","18,868.20","19,054.89","18,859.11"
17-Dec-15,"19,353.56","19,364.57","19,507.17","19,325.15"
18-Dec-15,"18,986.80","19,320.46","19,869.08","18,982.25"
21-Dec-15,"18,916.02","18,845.50","18,979.83","18,651.13"
22-Dec-15,"18,886.70","18,927.86","18,943.46","18,824.65"
24-Dec-15,"18,789.69","19,071.41","19,071.41","18,780.94"
25-Dec-15,"18,769.06","18,823.91","18,870.70","18,744.44"
28-Dec-15,"18,873.35","18,838.91","18,922.90","18,764.54"
29-Dec-15,"18,982.23","18,843.39","18,991.01","18,783.36"
30-Dec-15,"19,033.71","19,070.83","19,113.18","19,017.27"
4-Jan-16,"18,450.98","18,818.58","18,951.12","18,394.43"
5-Jan-16,"18,374.00","18,398.76","18,547.38","18,327.52"
6-Jan-16,"18,191.32","18,410.57","18,469.38","18,064.30"
7-Jan-16,"17,767.34","18,139.77","18,172.04","17,767.34"
8-Jan-16,"17,697.96","17,562.23","17,975.31","17,509.64"
12-Jan-16,"17,218.96","17,470.93","17,546.57","17,184.78"
13-Jan-16,"17,715.63","17,449.12","17,717.75","17,414.55"
14-Jan-16,"17,240.95","17,384.93","17,393.83","16,944.41"
15-Jan-16,"17,147.11","17,522.46","17,597.87","17,057.60"
18-Jan-16,"16,955.57","16,826.93","17,037.26","16,665.05"
19-Jan-16,"17,048.37","16,902.29","17,088.31","16,812.65"
20-Jan-16,"16,416.19","17,030.28","17,031.32","16,387.61"
21-Jan-16,"16,017.26","16,466.86","16,734.58","16,017.26"
22-Jan-16,"16,958.53","16,336.72","16,993.96","16,332.45"
25-Jan-16,"17,110.91","17,145.81","17,208.24","16,922.21"
26-Jan-16,"16,708.90","16,833.13","16,839.52","16,652.26"
27-Jan-16,"17,163.92","16,949.19","17,242.27","16,947.95"
28-Jan-16,"17,041.45","17,059.84","17,235.44","16,942.13"
29-Jan-16,"17,518.30","17,155.06","17,638.93","16,767.09"
1-Feb-16,"17,865.23","17,699.60","17,905.37","17,666.48"
2-Feb-16,"17,750.68","17,716.52","17,864.70","17,684.66"
3-Feb-16,"17,191.25","17,497.41","17,515.68","17,080.57"
4-Feb-16,"17,044.99","17,071.11","17,209.56","16,941.88"
5-Feb-16,"16,819.59","16,790.53","16,893.12","16,627.80"
8-Feb-16,"17,004.30","16,620.91","17,099.01","16,552.30"
9-Feb-16,"16,085.44","16,666.79","16,668.70","16,025.94"
10-Feb-16,"15,713.39","16,127.86","16,163.03","15,429.99"
12-Feb-16,"14,952.61","15,426.27","15,437.22","14,865.77"
15-Feb-16,"16,022.58","15,248.38","16,155.10","15,243.88"
16-Feb-16,"16,054.43","15,849.47","16,341.56","15,809.58"
17-Feb-16,"15,836.36","16,035.35","16,214.46","15,632.12"
18-Feb-16,"16,196.80","16,138.08","16,337.59","16,118.80"
19-Feb-16,"15,967.17","16,050.40","16,050.46","15,799.35"
22-Feb-16,"16,111.05","15,851.39","16,187.40","15,816.83"
23-Feb-16,"16,052.05","16,230.38","16,350.38","16,001.19"
24-Feb-16,"15,915.79","15,851.13","16,006.45","15,753.77"
25-Feb-16,"16,140.34","15,983.47","16,218.29","15,953.93"
26-Feb-16,"16,188.41","16,311.52","16,472.50","16,188.41"
29-Feb-16,"16,026.76","16,313.31","16,464.75","16,026.76"
1-Mar-16,"16,085.51","16,013.00","16,099.42","15,857.37"
2-Mar-16,"16,746.55","16,391.48","16,815.25","16,388.92"
3-Mar-16,"16,960.16","16,695.78","16,962.95","16,691.94"
4-Mar-16,"17,014.78","16,927.36","17,042.92","16,861.38"
7-Mar-16,"16,911.32","17,024.64","17,026.25","16,894.58"
8-Mar-16,"16,783.15","16,889.48","16,909.79","16,570.22"
9-Mar-16,"16,642.20","16,625.59","16,706.25","16,494.80"
10-Mar-16,"16,852.35","16,811.00","16,887.60","16,713.13"
11-Mar-16,"16,938.87","16,610.18","17,015.30","16,575.75"
14-Mar-16,"17,233.75","17,155.52","17,291.35","17,149.21"
15-Mar-16,"17,117.07","17,219.89","17,279.30","17,042.56"
16-Mar-16,"16,974.45","16,981.36","17,102.45","16,950.84"
17-Mar-16,"16,936.38","17,107.60","17,253.03","16,814.84"
18-Mar-16,"16,724.81","16,883.75","16,920.91","16,613.69"
22-Mar-16,"17,048.55","16,937.31","17,107.80","16,851.21"
23-Mar-16,"17,000.98","17,066.27","17,142.08","16,964.31"
24-Mar-16,"16,892.33","16,979.39","17,041.16","16,843.99"
25-Mar-16,"17,002.75","16,949.53","17,026.14","16,889.40"
28-Mar-16,"17,134.37","17,129.27","17,167.88","16,961.41"
29-Mar-16,"17,103.53","16,985.28","17,137.20","16,948.43"
30-Mar-16,"16,878.96","17,078.03","17,078.03","16,875.91"
31-Mar-16,"16,758.67","16,997.14","17,033.65","16,758.67"
1-Apr-16,"16,164.16","16,719.56","16,719.56","16,113.01"
4-Apr-16,"16,123.27","16,087.76","16,238.51","16,029.50"
5-Apr-16,"15,732.82","16,044.23","16,066.18","15,698.55"
6-Apr-16,"15,715.36","15,727.70","15,828.61","15,612.91"
7-Apr-16,"15,749.84","15,739.26","15,871.10","15,636.21"
8-Apr-16,"15,821.52","15,597.04","16,027.63","15,471.80"
11-Apr-16,"15,751.13","15,761.57","15,778.74","15,525.49"
12-Apr-16,"15,928.79","15,719.24","15,963.03","15,693.61"
13-Apr-16,"16,381.22","16,142.71","16,405.59","16,132.23"
14-Apr-16,"16,911.05","16,629.83","16,911.05","16,602.17"
15-Apr-16,"16,848.03","16,720.39","16,928.67","16,720.39"
18-Apr-16,"16,275.95","16,521.25","16,526.90","16,254.20"
19-Apr-16,"16,874.44","16,582.66","16,900.33","16,570.50"
20-Apr-16,"16,906.54","17,053.83","17,099.36","16,870.73"
21-Apr-16,"17,363.62","17,187.27","17,381.70","17,144.53"
22-Apr-16,"17,572.49","17,220.47","17,572.49","17,192.39"
25-Apr-16,"17,439.30","17,613.56","17,613.56","17,403.87"
26-Apr-16,"17,353.28","17,358.56","17,426.02","17,200.50"
27-Apr-16,"17,290.49","17,369.68","17,417.54","17,230.23"
28-Apr-16,"16,666.05","17,438.99","17,572.27","16,652.74"
2-May-16,"16,147.38","16,357.10","16,357.10","15,975.47"
6-May-16,"16,106.72","16,212.67","16,271.61","15,989.35"
9-May-16,"16,216.03","16,226.57","16,292.86","16,159.31"
10-May-16,"16,565.19","16,307.50","16,587.63","16,229.15"
11-May-16,"16,579.01","16,736.72","16,814.64","16,536.61"
12-May-16,"16,646.34","16,459.69","16,658.07","16,374.59"
13-May-16,"16,412.21","16,804.17","16,804.17","16,400.87"
16-May-16,"16,466.40","16,391.92","16,632.62","16,391.92"
17-May-16,"16,652.80","16,618.95","16,655.89","16,509.31"
18-May-16,"16,644.69","16,611.40","16,795.47","16,513.17"
19-May-16,"16,646.66","16,807.46","16,841.04","16,590.16"
20-May-16,"16,736.35","16,594.99","16,770.87","16,548.34"
23-May-16,"16,654.60","16,671.28","16,691.50","16,417.84"
24-May-16,"16,498.76","16,605.04","16,605.04","16,471.37"
25-May-16,"16,757.35","16,764.35","16,806.03","16,731.12"
26-May-16,"16,772.46","16,927.69","16,957.56","16,743.17"
27-May-16,"16,834.84","16,830.50","16,901.09","16,792.73"
30-May-16,"17,068.02","16,973.72","17,068.02","16,910.19"
31-May-16,"17,234.98","17,029.46","17,251.36","16,988.64"
1-Jun-16,"16,955.73","17,097.22","17,145.95","16,908.92"
2-Jun-16,"16,562.55","16,817.26","16,819.85","16,525.47"
3-Jun-16,"16,642.23","16,599.51","16,716.14","16,554.60"
6-Jun-16,"16,580.03","16,373.32","16,581.30","16,322.64"
7-Jun-16,"16,675.45","16,651.05","16,701.01","16,536.23"
8-Jun-16,"16,830.92","16,722.49","16,830.92","16,581.71"
9-Jun-16,"16,668.41","16,742.03","16,785.83","16,587.77"
10-Jun-16,"16,601.36","16,637.51","16,643.36","16,496.11"
13-Jun-16,"16,019.18","16,319.11","16,335.38","16,019.18"
14-Jun-16,"15,859.00","16,001.19","16,082.50","15,762.09"
15-Jun-16,"15,919.58","15,799.07","15,997.30","15,752.01"
16-Jun-16,"15,434.14","15,871.22","15,913.08","15,395.98"
17-Jun-16,"15,599.66","15,631.79","15,774.87","15,582.94"
20-Jun-16,"15,965.30","15,839.06","16,035.44","15,835.86"
21-Jun-16,"16,169.11","15,875.81","16,202.30","15,770.96"
22-Jun-16,"16,065.72","16,095.81","16,160.99","15,980.65"
23-Jun-16,"16,238.35","16,098.61","16,263.87","16,057.86"
24-Jun-16,"14,952.02","16,333.87","16,389.17","14,864.01"
27-Jun-16,"15,309.21","15,153.08","15,323.95","15,061.66"
28-Jun-16,"15,323.14","15,094.71","15,443.82","14,987.79"
29-Jun-16,"15,566.83","15,523.35","15,626.66","15,398.31"
30-Jun-16,"15,575.92","15,752.71","15,781.69","15,575.92"
1-Jul-16,"15,682.48","15,698.02","15,765.00","15,635.57"
4-Jul-16,"15,775.80","15,554.04","15,805.31","15,553.92"
5-Jul-16,"15,669.33","15,682.16","15,702.04","15,602.73"
6-Jul-16,"15,378.99","15,434.46","15,434.46","15,167.98"
7-Jul-16,"15,276.24","15,346.81","15,418.90","15,241.91"
8-Jul-16,"15,106.98","15,326.84","15,399.70","15,106.52"
11-Jul-16,"15,708.82","15,375.94","15,816.67","15,375.94"
12-Jul-16,"16,095.65","15,961.30","16,237.62","15,956.91"
13-Jul-16,"16,231.43","16,343.00","16,444.25","16,196.44"
14-Jul-16,"16,385.89","16,242.20","16,398.73","16,229.26"
15-Jul-16,"16,497.85","16,396.12","16,607.32","16,396.12"
19-Jul-16,"16,723.31","16,612.09","16,726.71","16,514.66"
20-Jul-16,"16,681.89","16,646.92","16,692.84","16,554.03"
21-Jul-16,"16,810.22","16,855.18","16,938.96","16,740.00"
22-Jul-16,"16,627.25","16,612.90","16,691.81","16,566.98"
25-Jul-16,"16,620.29","16,655.81","16,778.65","16,612.33"
26-Jul-16,"16,383.04","16,535.81","16,535.81","16,323.10"
27-Jul-16,"16,664.82","16,526.06","16,821.43","16,526.06"
28-Jul-16,"16,476.84","16,596.15","16,616.28","16,450.28"
29-Jul-16,"16,569.27","16,359.68","16,679.19","16,174.35"
1-Aug-16,"16,635.77","16,415.31","16,677.49","16,319.15"
2-Aug-16,"16,391.45","16,469.68","16,541.88","16,391.45"
3-Aug-16,"16,083.11","16,227.28","16,275.34","16,056.67"
4-Aug-16,"16,254.89","16,168.34","16,270.12","15,921.04"
5-Aug-16,"16,254.45","16,278.99","16,355.98","16,230.70"
8-Aug-16,"16,650.57","16,462.29","16,652.04","16,455.57"
9-Aug-16,"16,764.97","16,632.41","16,779.59","16,630.56"
10-Aug-16,"16,735.12","16,699.08","16,822.86","16,657.59"
12-Aug-16,"16,919.92","16,877.18","16,943.67","16,818.43"
15-Aug-16,"16,869.56","16,866.89","16,932.11","16,844.58"
16-Aug-16,"16,596.51","16,878.66","16,887.57","16,596.51"
17-Aug-16,"16,745.64","16,596.26","16,772.11","16,596.26"
18-Aug-16,"16,486.01","16,649.91","16,714.61","16,481.41"
19-Aug-16,"16,545.82","16,558.38","16,613.04","16,452.62"
22-Aug-16,"16,598.19","16,599.26","16,631.23","16,540.94"
23-Aug-16,"16,497.36","16,549.82","16,663.64","16,452.01"
24-Aug-16,"16,597.30","16,550.21","16,648.07","16,544.39"
25-Aug-16,"16,555.95","16,580.15","16,628.79","16,520.84"
26-Aug-16,"16,360.71","16,485.55","16,490.53","16,320.43"
29-Aug-16,"16,737.49","16,631.06","16,764.64","16,616.65"
30-Aug-16,"16,725.36","16,690.98","16,752.16","16,677.85"
31-Aug-16,"16,887.40","16,857.83","16,917.86","16,836.96"
1-Sep-16,"16,926.84","16,885.16","16,941.18","16,864.56"
2-Sep-16,"16,925.68","16,903.78","16,946.49","16,848.12"
5-Sep-16,"17,037.63","17,131.52","17,156.36","17,009.21"
6-Sep-16,"17,081.98","17,035.03","17,097.59","17,022.64"
7-Sep-16,"17,012.44","16,937.38","17,024.26","16,903.20"
8-Sep-16,"16,958.77","16,984.00","17,001.84","16,836.65"
9-Sep-16,"16,965.76","16,994.37","17,029.78","16,902.09"
12-Sep-16,"16,672.92","16,748.36","16,802.00","16,601.54"
13-Sep-16,"16,729.04","16,764.65","16,787.06","16,658.40"
14-Sep-16,"16,614.24","16,632.06","16,706.61","16,585.80"
15-Sep-16,"16,405.01","16,512.42","16,528.02","16,359.78"
16-Sep-16,"16,519.29","16,458.74","16,532.84","16,415.86"
20-Sep-16,"16,492.15","16,403.22","16,591.70","16,403.22"
21-Sep-16,"16,807.62","16,471.85","16,823.63","16,399.65"
23-Sep-16,"16,754.02","16,759.84","16,808.59","16,725.53"
26-Sep-16,"16,544.56","16,707.45","16,707.45","16,514.93"
27-Sep-16,"16,683.93","16,390.91","16,683.93","16,285.41"
28-Sep-16,"16,465.40","16,504.99","16,515.84","16,385.03"
29-Sep-16,"16,693.71","16,606.30","16,756.43","16,584.14"
30-Sep-16,"16,449.84","16,474.45","16,497.55","16,407.78"
3-Oct-16,"16,598.67","16,566.03","16,652.16","16,554.83"
4-Oct-16,"16,735.65","16,661.51","16,747.20","16,637.82"
5-Oct-16,"16,819.24","16,787.89","16,844.35","16,728.19"
6-Oct-16,"16,899.10","16,913.60","16,971.28","16,888.77"
7-Oct-16,"16,860.09","16,883.12","16,895.13","16,820.21"
11-Oct-16,"17,024.76","16,936.31","17,074.46","16,931.12"
12-Oct-16,"16,840.00","16,850.73","16,951.54","16,839.41"
13-Oct-16,"16,774.24","16,923.82","16,974.25","16,739.73"
14-Oct-16,"16,856.37","16,751.04","16,866.56","16,727.78"
17-Oct-16,"16,900.12","16,871.84","16,954.44","16,821.49"
18-Oct-16,"16,963.61","16,862.31","16,966.90","16,844.17"
19-Oct-16,"16,998.91","16,952.91","17,016.66","16,938.46"
20-Oct-16,"17,235.50","16,999.36","17,235.50","16,992.14"
21-Oct-16,"17,184.59","17,283.75","17,288.89","17,151.98"
24-Oct-16,"17,234.42","17,216.56","17,244.74","17,162.21"
25-Oct-16,"17,365.25","17,298.63","17,381.80","17,298.63"
26-Oct-16,"17,391.84","17,329.03","17,391.84","17,295.46"
27-Oct-16,"17,336.42","17,346.39","17,414.21","17,278.12"
28-Oct-16,"17,446.41","17,448.25","17,461.03","17,406.72"
31-Oct-16,"17,425.02","17,360.89","17,433.13","17,327.62"
1-Nov-16,"17,442.40","17,380.54","17,473.12","17,339.64"
2-Nov-16,"17,134.68","17,238.00","17,283.60","17,080.59"
4-Nov-16,"16,905.36","16,964.50","16,996.09","16,801.98"
7-Nov-16,"17,177.21","17,126.03","17,186.89","17,056.84"
8-Nov-16,"17,171.38","17,242.70","17,247.04","17,130.83"
9-Nov-16,"16,251.54","17,281.95","17,427.71","16,111.81"
10-Nov-16,"17,344.42","16,562.86","17,393.82","16,560.66"
11-Nov-16,"17,374.79","17,526.61","17,621.73","17,333.49"
14-Nov-16,"17,672.62","17,467.49","17,697.33","17,455.78"
15-Nov-16,"17,668.15","17,690.22","17,727.58","17,605.77"
16-Nov-16,"17,862.21","17,832.51","17,886.44","17,807.47"
17-Nov-16,"17,862.63","17,766.61","17,884.06","17,764.08"
18-Nov-16,"17,967.41","18,024.21","18,043.72","17,967.41"
21-Nov-16,"18,106.02","18,038.09","18,129.03","18,007.79"
22-Nov-16,"18,162.94","18,091.05","18,175.63","18,050.55"
24-Nov-16,"18,333.41","18,329.78","18,382.72","18,310.31"
25-Nov-16,"18,381.22","18,387.59","18,482.94","18,288.50"
28-Nov-16,"18,356.89","18,302.58","18,374.93","18,222.82"
