us13wdate,us13wopen,us13whigh,us13wlow,us13wclose,us13wadjclose
17-Sep-12,0.095,0.1,0.085,0.09,0.09
18-Sep-12,0.1,0.105,0.1,0.1,0.1
19-Sep-12,0.105,0.11,0.1,0.105,0.105
20-Sep-12,0.1,0.105,0.1,0.105,0.105
21-Sep-12,0.1,0.105,0.1,0.1,0.1
24-Sep-12,0.1,0.1,0.095,0.095,0.095
25-Sep-12,0.105,0.11,0.105,0.105,0.105
26-Sep-12,0.105,0.105,0.1,0.1,0.1
27-Sep-12,0.09,0.1,0.08,0.085,0.085
28-Sep-12,0.095,0.095,0.085,0.09,0.09
1-Oct-12,0.09,0.09,0.08,0.08,0.08
2-Oct-12,0.08,0.09,0.08,0.09,0.09
3-Oct-12,0.085,0.085,0.085,0.085,0.085
4-Oct-12,0.085,0.1,0.085,0.095,0.095
5-Oct-12,0.09,0.1,0.09,0.1,0.1
8-Oct-12,0.095,0.095,0.095,0.095,0.095
9-Oct-12,0.105,0.105,0.09,0.095,0.095
10-Oct-12,0.095,0.1,0.095,0.095,0.095
11-Oct-12,0.09,0.1,0.09,0.095,0.095
12-Oct-12,0.095,0.1,0.095,0.1,0.1
15-Oct-12,0.1,0.1,0.095,0.095,0.095
16-Oct-12,0.105,0.105,0.1,0.1,0.1
17-Oct-12,0.1,0.105,0.1,0.105,0.105
18-Oct-12,0.1,0.105,0.095,0.095,0.095
19-Oct-12,0.095,0.095,0.09,0.09,0.09
22-Oct-12,0.09,0.095,0.09,0.09,0.09
23-Oct-12,0.1,0.1,0.1,0.1,0.1
24-Oct-12,0.1,0.105,0.1,0.105,0.105
25-Oct-12,0.105,0.11,0.105,0.11,0.11
26-Oct-12,0.105,0.11,0.105,0.105,0.105
31-Oct-12,0.115,0.115,0.105,0.105,0.105
1-Nov-12,0.1,0.105,0.085,0.09,0.09
2-Nov-12,0.095,0.095,0.09,0.09,0.09
5-Nov-12,0.085,0.095,0.075,0.09,0.09
6-Nov-12,0.105,0.105,0.1,0.1,0.1
7-Nov-12,0.1,0.1,0.09,0.09,0.09
8-Nov-12,0.09,0.095,0.08,0.085,0.085
9-Nov-12,0.08,0.09,0.08,0.09,0.09
12-Nov-12,0.087,0.087,0.087,0.087,0.087
13-Nov-12,0.085,0.09,0.085,0.085,0.085
14-Nov-12,0.105,0.105,0.085,0.095,0.095
15-Nov-12,0.09,0.09,0.065,0.075,0.075
16-Nov-12,0.075,0.075,0.075,0.075,0.075
19-Nov-12,0.075,0.075,0.07,0.075,0.075
20-Nov-12,0.085,0.095,0.075,0.085,0.085
21-Nov-12,0.09,0.095,0.09,0.09,0.09
23-Nov-12,0.085,0.09,0.085,0.09,0.09
26-Nov-12,0.09,0.095,0.09,0.09,0.09
27-Nov-12,0.095,0.095,0.095,0.095,0.095
28-Nov-12,0.095,0.095,0.092,0.092,0.092
29-Nov-12,0.09,0.09,0.08,0.08,0.08
30-Nov-12,0.075,0.075,0.068,0.075,0.075
3-Dec-12,0.08,0.08,0.075,0.077,0.077
4-Dec-12,0.09,0.09,0.09,0.09,0.09
5-Dec-12,0.09,0.092,0.087,0.09,0.09
6-Dec-12,0.087,0.09,0.085,0.09,0.09
7-Dec-12,0.08,0.083,0.08,0.08,0.08
10-Dec-12,0.08,0.08,0.075,0.075,0.075
11-Dec-12,0.077,0.085,0.075,0.075,0.075
12-Dec-12,0.077,0.077,0.06,0.06,0.06
13-Dec-12,0.06,0.06,0.05,0.052,0.052
14-Dec-12,0.048,0.048,0.018,0.025,0.025
17-Dec-12,0.028,0.03,0.01,0.022,0.022
18-Dec-12,0.04,0.055,0.037,0.055,0.055
19-Dec-12,0.045,0.05,0.045,0.045,0.045
20-Dec-12,0.045,0.052,0.045,0.05,0.05
21-Dec-12,0.045,0.05,0.043,0.05,0.05
24-Dec-12,0.052,0.055,0.05,0.05,0.05
26-Dec-12,0.052,0.065,0.052,0.055,0.055
27-Dec-12,0.075,0.077,0.068,0.07,0.07
28-Dec-12,0.065,0.065,0.005,0.01,0.01
31-Dec-12,0.013,0.04,0.01,0.035,0.035
2-Jan-13,0.052,0.06,0.05,0.055,0.055
3-Jan-13,0.065,0.065,0.063,0.065,0.065
4-Jan-13,0.07,0.07,0.06,0.065,0.065
7-Jan-13,0.065,0.065,0.055,0.058,0.058
8-Jan-13,0.065,0.065,0.06,0.06,0.06
9-Jan-13,0.063,0.063,0.055,0.055,0.055
10-Jan-13,0.05,0.058,0.048,0.055,0.055
11-Jan-13,0.058,0.065,0.058,0.063,0.063
14-Jan-13,0.065,0.065,0.058,0.06,0.06
15-Jan-13,0.075,0.083,0.072,0.08,0.08
16-Jan-13,0.08,0.08,0.072,0.072,0.072
17-Jan-13,0.07,0.072,0.07,0.07,0.07
18-Jan-13,0.07,0.072,0.07,0.07,0.07
22-Jan-13,0.07,0.07,0.06,0.06,0.06
23-Jan-13,0.06,0.075,0.06,0.07,0.07
24-Jan-13,0.07,0.077,0.07,0.075,0.075
25-Jan-13,0.075,0.075,0.065,0.07,0.07
28-Jan-13,0.07,0.072,0.06,0.06,0.06
29-Jan-13,0.063,0.065,0.06,0.063,0.063
30-Jan-13,0.065,0.065,0.06,0.06,0.06
31-Jan-13,0.063,0.065,0.058,0.065,0.065
1-Feb-13,0.065,0.065,0.06,0.06,0.06
4-Feb-13,0.06,0.063,0.055,0.055,0.055
5-Feb-13,0.07,0.07,0.068,0.07,0.07
6-Feb-13,0.068,0.07,0.065,0.065,0.065
7-Feb-13,0.065,0.065,0.065,0.065,0.065
8-Feb-13,0.065,0.07,0.065,0.065,0.065
11-Feb-13,0.068,0.077,0.065,0.065,0.065
12-Feb-13,0.08,0.083,0.08,0.083,0.083
13-Feb-13,0.083,0.085,0.083,0.085,0.085
14-Feb-13,0.09,0.098,0.09,0.095,0.095
15-Feb-13,0.095,0.098,0.095,0.095,0.095
19-Feb-13,0.095,0.1,0.092,0.1,0.1
20-Feb-13,0.113,0.12,0.113,0.115,0.115
21-Feb-13,0.115,0.12,0.113,0.12,0.12
22-Feb-13,0.12,0.12,0.117,0.12,0.12
25-Feb-13,0.117,0.12,0.115,0.115,0.115
26-Feb-13,0.113,0.113,0.11,0.11,0.11
27-Feb-13,0.105,0.105,0.1,0.1,0.1
28-Feb-13,0.1,0.102,0.1,0.1,0.1
1-Mar-13,0.1,0.102,0.1,0.1,0.1
4-Mar-13,0.1,0.1,0.085,0.085,0.085
5-Mar-13,0.085,0.085,0.085,0.085,0.085
6-Mar-13,0.09,0.092,0.09,0.092,0.092
7-Mar-13,0.09,0.092,0.09,0.09,0.09
8-Mar-13,0.09,0.09,0.087,0.087,0.087
11-Mar-13,0.087,0.09,0.085,0.087,0.087
12-Mar-13,0.09,0.095,0.09,0.092,0.092
13-Mar-13,0.09,0.092,0.085,0.085,0.085
14-Mar-13,0.083,0.09,0.083,0.09,0.09
15-Mar-13,0.085,0.085,0.08,0.083,0.083
18-Mar-13,0.08,0.08,0.072,0.072,0.072
19-Mar-13,0.077,0.077,0.07,0.07,0.07
20-Mar-13,0.072,0.072,0.058,0.063,0.063
21-Mar-13,0.06,0.063,0.055,0.06,0.06
22-Mar-13,0.063,0.065,0.063,0.065,0.065
25-Mar-13,0.06,0.063,0.058,0.058,0.058
26-Mar-13,0.072,0.072,0.07,0.072,0.072
27-Mar-13,0.07,0.08,0.07,0.08,0.08
28-Mar-13,0.08,0.08,0.06,0.065,0.065
1-Apr-13,0.07,0.07,0.065,0.065,0.065
2-Apr-13,0.065,0.07,0.065,0.068,0.068
3-Apr-13,0.068,0.068,0.055,0.055,0.055
4-Apr-13,0.055,0.068,0.055,0.065,0.065
5-Apr-13,0.063,0.063,0.055,0.06,0.06
8-Apr-13,0.06,0.06,0.052,0.055,0.055
9-Apr-13,0.06,0.063,0.058,0.063,0.063
10-Apr-13,0.063,0.065,0.063,0.065,0.065
11-Apr-13,0.065,0.065,0.055,0.063,0.063
12-Apr-13,0.055,0.058,0.055,0.055,0.055
15-Apr-13,0.05,0.055,0.05,0.055,0.055
16-Apr-13,0.052,0.055,0.05,0.052,0.052
17-Apr-13,0.05,0.05,0.048,0.05,0.05
18-Apr-13,0.045,0.05,0.043,0.05,0.05
19-Apr-13,0.045,0.048,0.045,0.045,0.045
22-Apr-13,0.048,0.048,0.045,0.045,0.045
23-Apr-13,0.045,0.045,0.045,0.045,0.045
24-Apr-13,0.045,0.052,0.045,0.048,0.048
25-Apr-13,0.05,0.05,0.045,0.05,0.05
26-Apr-13,0.045,0.048,0.045,0.045,0.045
29-Apr-13,0.05,0.05,0.045,0.045,0.045
30-Apr-13,0.045,0.045,0.045,0.045,0.045
1-May-13,0.048,0.05,0.045,0.05,0.05
2-May-13,0.05,0.05,0.048,0.05,0.05
3-May-13,0.045,0.048,0.045,0.045,0.045
6-May-13,0.045,0.048,0.03,0.03,0.03
7-May-13,0.035,0.035,0.035,0.035,0.035
8-May-13,0.035,0.04,0.035,0.035,0.035
9-May-13,0.035,0.037,0.035,0.035,0.035
10-May-13,0.035,0.035,0.033,0.035,0.035
13-May-13,0.035,0.035,0.033,0.035,0.035
14-May-13,0.04,0.04,0.04,0.04,0.04
15-May-13,0.04,0.04,0.037,0.037,0.037
16-May-13,0.025,0.028,0.022,0.025,0.025
17-May-13,0.025,0.03,0.025,0.03,0.03
20-May-13,0.03,0.037,0.028,0.035,0.035
21-May-13,0.037,0.04,0.037,0.04,0.04
22-May-13,0.035,0.035,0.035,0.035,0.035
23-May-13,0.035,0.04,0.035,0.04,0.04
24-May-13,0.04,0.04,0.035,0.037,0.037
28-May-13,0.035,0.04,0.035,0.035,0.035
29-May-13,0.04,0.04,0.04,0.04,0.04
30-May-13,0.03,0.03,0.022,0.025,0.025
31-May-13,0.025,0.033,0.025,0.03,0.03
3-Jun-13,0.03,0.03,0.03,0.03,0.03
4-Jun-13,0.043,0.043,0.04,0.04,0.04
5-Jun-13,0.043,0.045,0.04,0.045,0.045
6-Jun-13,0.045,0.045,0.043,0.045,0.045
7-Jun-13,0.045,0.045,0.04,0.04,0.04
10-Jun-13,0.04,0.04,0.04,0.04,0.04
11-Jun-13,0.043,0.045,0.043,0.045,0.045
12-Jun-13,0.045,0.045,0.04,0.04,0.04
13-Jun-13,0.043,0.045,0.04,0.043,0.043
14-Jun-13,0.04,0.043,0.037,0.04,0.04
17-Jun-13,0.04,0.043,0.037,0.04,0.04
18-Jun-13,0.043,0.045,0.043,0.045,0.045
19-Jun-13,0.043,0.045,0.04,0.04,0.04
20-Jun-13,0.045,0.045,0.04,0.04,0.04
21-Jun-13,0.04,0.043,0.04,0.04,0.04
24-Jun-13,0.045,0.045,0.04,0.04,0.04
25-Jun-13,0.055,0.058,0.055,0.058,0.058
26-Jun-13,0.055,0.055,0.055,0.055,0.055
27-Jun-13,0.05,0.052,0.045,0.045,0.045
28-Jun-13,0.05,0.05,0.025,0.03,0.03
1-Jul-13,0.035,0.035,0.01,0.01,0.01
2-Jul-13,0.03,0.037,0.015,0.035,0.035
3-Jul-13,0.033,0.035,0.03,0.035,0.035
5-Jul-13,0.037,0.045,0.035,0.035,0.035
8-Jul-13,0.04,0.04,0.033,0.035,0.035
9-Jul-13,0.04,0.04,0.035,0.035,0.035
10-Jul-13,0.035,0.035,0.03,0.03,0.03
11-Jul-13,0.03,0.03,0.028,0.03,0.03
12-Jul-13,0.028,0.03,0.028,0.03,0.03
15-Jul-13,0.03,0.03,0.02,0.02,0.02
16-Jul-13,0.033,0.035,0.033,0.035,0.035
17-Jul-13,0.033,0.035,0.025,0.025,0.025
18-Jul-13,0.025,0.025,0.022,0.022,0.022
19-Jul-13,0.02,0.022,0.015,0.02,0.02
22-Jul-13,0.022,0.022,0.005,0.005,0.005
23-Jul-13,0.022,0.025,0.02,0.02,0.02
24-Jul-13,0.02,0.025,0.02,0.02,0.02
25-Jul-13,0.015,0.02,0.013,0.015,0.015
26-Jul-13,0.015,0.015,0.013,0.015,0.015
29-Jul-13,0.015,0.02,0.015,0.02,0.02
30-Jul-13,0.03,0.033,0.025,0.03,0.03
31-Jul-13,0.028,0.033,0.028,0.03,0.03
1-Aug-13,0.03,0.035,0.03,0.035,0.035
2-Aug-13,0.035,0.035,0.028,0.03,0.03
5-Aug-13,0.03,0.035,0.03,0.035,0.035
6-Aug-13,0.037,0.043,0.037,0.04,0.04
7-Aug-13,0.043,0.043,0.037,0.04,0.04
8-Aug-13,0.045,0.045,0.04,0.045,0.045
9-Aug-13,0.045,0.048,0.045,0.048,0.048
12-Aug-13,0.045,0.05,0.045,0.048,0.048
13-Aug-13,0.05,0.052,0.05,0.052,0.052
14-Aug-13,0.05,0.05,0.045,0.05,0.05
15-Aug-13,0.045,0.048,0.045,0.045,0.045
16-Aug-13,0.045,0.045,0.037,0.04,0.04
19-Aug-13,0.04,0.04,0.04,0.04,0.04
20-Aug-13,0.048,0.048,0.043,0.045,0.045
21-Aug-13,0.04,0.04,0.03,0.033,0.033
22-Aug-13,0.03,0.03,0.02,0.02,0.02
23-Aug-13,0.02,0.025,0.02,0.022,0.022
26-Aug-13,0.025,0.03,0.013,0.013,0.013
27-Aug-13,0.033,0.033,0.033,0.033,0.033
28-Aug-13,0.03,0.033,0.03,0.03,0.03
29-Aug-13,0.028,0.028,0.018,0.02,0.02
30-Aug-13,0.02,0.02,0.018,0.02,0.02
3-Sep-13,0.02,0.022,0.015,0.015,0.015
4-Sep-13,0.018,0.018,0.015,0.015,0.015
5-Sep-13,0.013,0.018,0.013,0.015,0.015
6-Sep-13,0.015,0.018,0.015,0.015,0.015
9-Sep-13,0.015,0.015,0.005,0.01,0.01
10-Sep-13,0.015,0.018,0.015,0.015,0.015
11-Sep-13,0.018,0.018,0.015,0.015,0.015
12-Sep-13,0.015,0.015,0.01,0.01,0.01
13-Sep-13,0.01,0.013,0.01,0.01,0.01
16-Sep-13,0.01,0.01,0.003,0.003,0.003
17-Sep-13,0.007,0.007,0.005,0.005,0.005
18-Sep-13,0.005,0.007,0.005,0.005,0.005
19-Sep-13,0.005,0.005,0.003,0.005,0.005
20-Sep-13,0.003,0.03,0.003,0.005,0.005
23-Sep-13,0.005,0.01,0.005,0.005,0.005
24-Sep-13,0.015,0.015,0.013,0.015,0.015
25-Sep-13,0.02,0.02,0.013,0.015,0.015
26-Sep-13,0.02,0.02,0.003,0.003,0.003
27-Sep-13,0.005,0.015,0.003,0.005,0.005
30-Sep-13,0.005,0.01,0.003,0.005,0.005
1-Oct-13,0.01,0.015,0.01,0.013,0.013
2-Oct-13,0.013,0.013,0.005,0.01,0.01
3-Oct-13,0.007,0.025,0.007,0.02,0.02
4-Oct-13,0.02,0.022,0.018,0.018,0.018
7-Oct-13,0.02,0.025,0.013,0.018,0.018
8-Oct-13,0.033,0.052,0.03,0.045,0.045
9-Oct-13,0.048,0.048,0.035,0.037,0.037
10-Oct-13,0.035,0.043,0.033,0.04,0.04
11-Oct-13,0.04,0.072,0.04,0.063,0.063
14-Oct-13,0.058,0.058,0.058,0.058,0.058
15-Oct-13,0.05,0.095,0.05,0.092,0.092
16-Oct-13,0.135,0.135,0.08,0.092,0.092
17-Oct-13,0.043,0.05,0.035,0.037,0.037
18-Oct-13,0.04,0.04,0.022,0.025,0.025
21-Oct-13,0.025,0.025,0.022,0.025,0.025
22-Oct-13,0.033,0.035,0.028,0.033,0.033
23-Oct-13,0.03,0.03,0.03,0.03,0.03
24-Oct-13,0.03,0.035,0.03,0.03,0.03
25-Oct-13,0.03,0.03,0.03,0.03,0.03
28-Oct-13,0.03,0.035,0.02,0.02,0.02
29-Oct-13,0.035,0.043,0.033,0.04,0.04
30-Oct-13,0.035,0.037,0.035,0.035,0.035
31-Oct-13,0.033,0.033,0.028,0.033,0.033
1-Nov-13,0.033,0.035,0.03,0.033,0.033
4-Nov-13,0.035,0.035,0.033,0.033,0.033
5-Nov-13,0.045,0.045,0.045,0.045,0.045
6-Nov-13,0.045,0.048,0.045,0.045,0.045
7-Nov-13,0.045,0.048,0.045,0.048,0.048
8-Nov-13,0.05,0.055,0.05,0.052,0.052
11-Nov-13,0.052,0.052,0.052,0.052,0.052
12-Nov-13,0.052,0.058,0.052,0.058,0.058
13-Nov-13,0.07,0.07,0.07,0.07,0.07
14-Nov-13,0.068,0.068,0.065,0.068,0.068
15-Nov-13,0.068,0.07,0.068,0.07,0.07
18-Nov-13,0.068,0.07,0.065,0.065,0.065
19-Nov-13,0.077,0.08,0.075,0.08,0.08
20-Nov-13,0.083,0.083,0.075,0.077,0.077
21-Nov-13,0.072,0.075,0.068,0.07,0.07
22-Nov-13,0.07,0.07,0.065,0.065,0.065
25-Nov-13,0.07,0.07,0.06,0.06,0.06
26-Nov-13,0.065,0.068,0.065,0.068,0.068
27-Nov-13,0.068,0.068,0.063,0.063,0.063
29-Nov-13,0.058,0.058,0.055,0.055,0.055
2-Dec-13,0.055,0.055,0.05,0.05,0.05
3-Dec-13,0.05,0.05,0.035,0.035,0.035
4-Dec-13,0.055,0.058,0.052,0.052,0.052
5-Dec-13,0.045,0.05,0.045,0.048,0.048
6-Dec-13,0.05,0.055,0.05,0.052,0.052
9-Dec-13,0.052,0.055,0.052,0.052,0.052
10-Dec-13,0.065,0.07,0.065,0.07,0.07
11-Dec-13,0.068,0.068,0.065,0.068,0.068
12-Dec-13,0.065,0.065,0.063,0.063,0.063
13-Dec-13,0.06,0.06,0.058,0.06,0.06
16-Dec-13,0.06,0.06,0.058,0.058,0.058
17-Dec-13,0.063,0.063,0.063,0.063,0.063
18-Dec-13,0.06,0.065,0.06,0.06,0.06
19-Dec-13,0.058,0.06,0.058,0.058,0.058
20-Dec-13,0.058,0.06,0.055,0.055,0.055
23-Dec-13,0.055,0.058,0.052,0.058,0.058
24-Dec-13,0.068,0.07,0.065,0.068,0.068
26-Dec-13,0.065,0.068,0.058,0.06,0.06
27-Dec-13,0.06,0.06,0.058,0.058,0.058
30-Dec-13,0.052,0.055,0.052,0.055,0.055
31-Dec-13,0.06,0.065,0.055,0.063,0.063
2-Jan-14,0.06,0.06,0.055,0.058,0.058
3-Jan-14,0.06,0.06,0.058,0.058,0.058
6-Jan-14,0.055,0.055,0.045,0.045,0.045
7-Jan-14,0.048,0.048,0.04,0.043,0.043
8-Jan-14,0.037,0.043,0.035,0.04,0.04
9-Jan-14,0.035,0.035,0.03,0.033,0.033
10-Jan-14,0.035,0.035,0.033,0.033,0.033
13-Jan-14,0.035,0.035,0.028,0.03,0.03
14-Jan-14,0.033,0.035,0.033,0.033,0.033
15-Jan-14,0.035,0.043,0.035,0.035,0.035
16-Jan-14,0.03,0.03,0.03,0.03,0.03
17-Jan-14,0.03,0.033,0.03,0.03,0.03
21-Jan-14,0.033,0.033,0.025,0.028,0.028
22-Jan-14,0.033,0.035,0.03,0.03,0.03
23-Jan-14,0.03,0.033,0.03,0.03,0.03
24-Jan-14,0.03,0.048,0.03,0.033,0.033
27-Jan-14,0.048,0.052,0.045,0.048,0.048
28-Jan-14,0.045,0.048,0.043,0.045,0.045
29-Jan-14,0.045,0.045,0.037,0.04,0.04
30-Jan-14,0.03,0.03,0.013,0.015,0.015
31-Jan-14,0.015,0.015,0.007,0.01,0.01
3-Feb-14,0.013,0.02,0.013,0.02,0.02
4-Feb-14,0.052,0.058,0.05,0.055,0.055
5-Feb-14,0.052,0.055,0.05,0.055,0.055
6-Feb-14,0.052,0.075,0.048,0.06,0.06
7-Feb-14,0.063,0.075,0.06,0.072,0.072
10-Feb-14,0.077,0.083,0.055,0.055,0.055
11-Feb-14,0.045,0.05,0.043,0.045,0.045
12-Feb-14,0.048,0.048,0.043,0.043,0.043
13-Feb-14,0.025,0.028,0.01,0.025,0.025
14-Feb-14,0.02,0.025,0.007,0.01,0.01
18-Feb-14,0.015,0.022,0.015,0.015,0.015
19-Feb-14,0.045,0.045,0.045,0.045,0.045
20-Feb-14,0.045,0.045,0.04,0.04,0.04
21-Feb-14,0.04,0.04,0.035,0.035,0.035
24-Feb-14,0.035,0.035,0.033,0.033,0.033
25-Feb-14,0.033,0.043,0.033,0.04,0.04
26-Feb-14,0.04,0.04,0.04,0.04,0.04
27-Feb-14,0.037,0.037,0.035,0.035,0.035
28-Feb-14,0.035,0.043,0.035,0.043,0.043
3-Mar-14,0.04,0.045,0.04,0.043,0.043
4-Mar-14,0.045,0.048,0.045,0.048,0.048
5-Mar-14,0.05,0.05,0.05,0.05,0.05
6-Mar-14,0.045,0.045,0.045,0.045,0.045
7-Mar-14,0.045,0.045,0.045,0.045,0.045
10-Mar-14,0.045,0.045,0.04,0.04,0.04
11-Mar-14,0.045,0.045,0.045,0.045,0.045
12-Mar-14,0.045,0.045,0.04,0.04,0.04
13-Mar-14,0.04,0.04,0.037,0.04,0.04
14-Mar-14,0.04,0.04,0.04,0.04,0.04
17-Mar-14,0.043,0.043,0.043,0.043,0.043
18-Mar-14,0.05,0.05,0.05,0.05,0.05
19-Mar-14,0.05,0.052,0.048,0.05,0.05
20-Mar-14,0.048,0.052,0.048,0.052,0.052
21-Mar-14,0.05,0.05,0.045,0.045,0.045
24-Mar-14,0.048,0.048,0.043,0.043,0.043
25-Mar-14,0.045,0.045,0.04,0.045,0.045
26-Mar-14,0.04,0.04,0.035,0.037,0.037
27-Mar-14,0.035,0.035,0.033,0.033,0.033
28-Mar-14,0.028,0.033,0.028,0.033,0.033
31-Mar-14,0.033,0.035,0.028,0.028,0.028
1-Apr-14,0.04,0.04,0.03,0.03,0.03
2-Apr-14,0.028,0.028,0.018,0.018,0.018
3-Apr-14,0.01,0.015,0.01,0.015,0.015
4-Apr-14,0.015,0.022,0.015,0.02,0.02
7-Apr-14,0.02,0.02,0.02,0.02,0.02
8-Apr-14,0.028,0.028,0.025,0.025,0.025
9-Apr-14,0.025,0.03,0.025,0.028,0.028
10-Apr-14,0.025,0.028,0.025,0.028,0.028
11-Apr-14,0.03,0.03,0.028,0.03,0.03
14-Apr-14,0.03,0.03,0.03,0.03,0.03
15-Apr-14,0.028,0.03,0.028,0.03,0.03
16-Apr-14,0.03,0.03,0.025,0.025,0.025
17-Apr-14,0.025,0.025,0.022,0.025,0.025
21-Apr-14,0.025,0.025,0.025,0.025,0.025
22-Apr-14,0.025,0.025,0.025,0.025,0.025
23-Apr-14,0.025,0.025,0.015,0.015,0.015
24-Apr-14,0.015,0.015,0.003,0.007,0.007
25-Apr-14,0.01,0.01,0.007,0.007,0.007
28-Apr-14,0.005,0.005,0.003,0.003,0.003
29-Apr-14,0.015,0.02,0.015,0.015,0.015
30-Apr-14,0.015,0.02,0.015,0.02,0.02
1-May-14,0.02,0.02,0.018,0.018,0.018
2-May-14,0.02,0.022,0.015,0.015,0.015
5-May-14,0.015,0.018,0.015,0.015,0.015
6-May-14,0.02,0.022,0.02,0.02,0.02
7-May-14,0.02,0.02,0.02,0.02,0.02
8-May-14,0.02,0.022,0.02,0.022,0.022
9-May-14,0.022,0.022,0.02,0.022,0.022
12-May-14,0.02,0.022,0.02,0.02,0.02
13-May-14,0.02,0.02,0.02,0.02,0.02
14-May-14,0.02,0.02,0.02,0.02,0.02
15-May-14,0.02,0.02,0.018,0.018,0.018
16-May-14,0.015,0.018,0.015,0.015,0.015
19-May-14,0.015,0.02,0.015,0.018,0.018
20-May-14,0.025,0.025,0.022,0.025,0.025
21-May-14,0.025,0.025,0.025,0.025,0.025
22-May-14,0.028,0.028,0.025,0.028,0.028
23-May-14,0.028,0.028,0.028,0.028,0.028
27-May-14,0.025,0.028,0.025,0.028,0.028
28-May-14,0.03,0.03,0.028,0.028,0.028
29-May-14,0.03,0.03,0.03,0.03,0.03
30-May-14,0.03,0.03,0.03,0.03,0.03
2-Jun-14,0.03,0.03,0.025,0.025,0.025
3-Jun-14,0.03,0.03,0.03,0.03,0.03
4-Jun-14,0.03,0.03,0.028,0.03,0.03
5-Jun-14,0.03,0.03,0.028,0.03,0.03
6-Jun-14,0.03,0.03,0.028,0.028,0.028
9-Jun-14,0.03,0.03,0.03,0.03,0.03
10-Jun-14,0.03,0.035,0.03,0.035,0.035
11-Jun-14,0.033,0.035,0.03,0.033,0.033
12-Jun-14,0.033,0.035,0.033,0.033,0.033
13-Jun-14,0.035,0.035,0.03,0.03,0.03
16-Jun-14,0.03,0.03,0.022,0.025,0.025
17-Jun-14,0.035,0.035,0.033,0.033,0.033
18-Jun-14,0.035,0.035,0.018,0.018,0.018
19-Jun-14,0.018,0.018,0.01,0.01,0.01
20-Jun-14,0.013,0.013,0.01,0.01,0.01
23-Jun-14,0.013,0.013,0.005,0.005,0.005
24-Jun-14,0.02,0.025,0.02,0.022,0.022
25-Jun-14,0.02,0.022,0.018,0.02,0.02
26-Jun-14,0.018,0.025,0.018,0.025,0.025
27-Jun-14,0.02,0.022,0.018,0.018,0.018
30-Jun-14,0.02,0.022,0.02,0.02,0.02
1-Jul-14,0.033,0.033,0.022,0.025,0.025
2-Jul-14,0.02,0.02,0.005,0.007,0.007
3-Jul-14,0.005,0.007,0.003,0.003,0.003
7-Jul-14,0.005,0.01,0.005,0.007,0.007
8-Jul-14,0.025,0.025,0.025,0.025,0.025
9-Jul-14,0.025,0.025,0.015,0.015,0.015
10-Jul-14,0.015,0.018,0.013,0.015,0.015
11-Jul-14,0.015,0.015,0.015,0.015,0.015
14-Jul-14,0.015,0.015,0.015,0.015,0.015
15-Jul-14,0.02,0.02,0.018,0.02,0.02
16-Jul-14,0.02,0.022,0.018,0.018,0.018
17-Jul-14,0.015,0.015,0.007,0.007,0.007
18-Jul-14,0.01,0.013,0.01,0.01,0.01
21-Jul-14,0.01,0.015,0.01,0.013,0.013
22-Jul-14,0.02,0.02,0.02,0.02,0.02
23-Jul-14,0.02,0.025,0.02,0.02,0.02
24-Jul-14,0.02,0.02,0.02,0.02,0.02
25-Jul-14,0.02,0.02,0.02,0.02,0.02
28-Jul-14,0.022,0.025,0.022,0.025,0.025
29-Jul-14,0.03,0.03,0.028,0.028,0.028
30-Jul-14,0.03,0.03,0.028,0.028,0.028
31-Jul-14,0.02,0.02,0.018,0.018,0.018
1-Aug-14,0.02,0.02,0.015,0.018,0.018
4-Aug-14,0.015,0.015,0.015,0.015,0.015
5-Aug-14,0.025,0.025,0.022,0.025,0.025
6-Aug-14,0.022,0.022,0.02,0.02,0.02
7-Aug-14,0.02,0.02,0.018,0.02,0.02
8-Aug-14,0.02,0.02,0.02,0.02,0.02
11-Aug-14,0.02,0.025,0.02,0.025,0.025
12-Aug-14,0.025,0.03,0.025,0.025,0.025
13-Aug-14,0.028,0.03,0.025,0.03,0.03
14-Aug-14,0.03,0.03,0.028,0.028,0.028
15-Aug-14,0.028,0.028,0.022,0.022,0.022
18-Aug-14,0.022,0.025,0.022,0.022,0.022
19-Aug-14,0.025,0.025,0.025,0.025,0.025
20-Aug-14,0.025,0.025,0.025,0.025,0.025
21-Aug-14,0.02,0.02,0.01,0.015,0.015
22-Aug-14,0.013,0.015,0.01,0.015,0.015
25-Aug-14,0.015,0.015,0.01,0.015,0.015
26-Aug-14,0.025,0.025,0.022,0.025,0.025
27-Aug-14,0.025,0.025,0.025,0.025,0.025
28-Aug-14,0.025,0.025,0.022,0.022,0.022
29-Aug-14,0.02,0.02,0.018,0.018,0.018
2-Sep-14,0.025,0.025,0.018,0.02,0.02
3-Sep-14,0.02,0.02,0.02,0.02,0.02
4-Sep-14,0.018,0.022,0.018,0.02,0.02
5-Sep-14,0.022,0.022,0.018,0.02,0.02
8-Sep-14,0.022,0.022,0.018,0.02,0.02
9-Sep-14,0.018,0.018,0.013,0.015,0.015
10-Sep-14,0.015,0.015,0.013,0.015,0.015
11-Sep-14,0.01,0.01,0.007,0.01,0.01
12-Sep-14,0.01,0.01,0.01,0.01,0.01
15-Sep-14,0.01,0.01,0.01,0.01,0.01
