us13wdate,us13wopen,us13whigh,us13wlow,us13wclose,us13wadjclose
12-Sep-16,0.333,0.358,0.33,0.35,0.35
13-Sep-16,0.36,0.36,0.345,0.345,0.345
14-Sep-16,0.34,0.343,0.315,0.315,0.315
15-Sep-16,0.295,0.295,0.278,0.278,0.278
16-Sep-16,0.27,0.278,0.27,0.273,0.273
19-Sep-16,0.268,0.268,0.238,0.238,0.238
20-Sep-16,0.285,0.293,0.285,0.288,0.288
21-Sep-16,0.29,0.29,0.215,0.223,0.223
22-Sep-16,0.183,0.188,0.158,0.16,0.16
23-Sep-16,0.165,0.165,0.16,0.165,0.165
26-Sep-16,0.163,0.185,0.163,0.173,0.173
27-Sep-16,0.243,0.258,0.24,0.255,0.255
28-Sep-16,0.265,0.273,0.263,0.263,0.263
29-Sep-16,0.25,0.25,0.223,0.235,0.235
30-Sep-16,0.23,0.26,0.23,0.26,0.26
3-Oct-16,0.273,0.288,0.273,0.288,0.288
4-Oct-16,0.308,0.32,0.308,0.315,0.315
5-Oct-16,0.32,0.32,0.313,0.313,0.313
6-Oct-16,0.308,0.315,0.308,0.31,0.31
7-Oct-16,0.315,0.315,0.303,0.31,0.31
10-Oct-16,0.308,0.308,0.308,0.308,0.308
11-Oct-16,0.325,0.325,0.32,0.32,0.32
12-Oct-16,0.348,0.348,0.34,0.34,0.34
13-Oct-16,0.318,0.318,0.275,0.275,0.275
14-Oct-16,0.27,0.29,0.268,0.29,0.29
17-Oct-16,0.29,0.295,0.288,0.295,0.295
18-Oct-16,0.33,0.333,0.33,0.333,0.333
19-Oct-16,0.328,0.328,0.318,0.323,0.323
20-Oct-16,0.323,0.323,0.32,0.32,0.32
21-Oct-16,0.318,0.318,0.315,0.315,0.315
24-Oct-16,0.318,0.32,0.313,0.313,0.313
25-Oct-16,0.34,0.34,0.325,0.325,0.325
26-Oct-16,0.325,0.328,0.313,0.313,0.313
27-Oct-16,0.31,0.31,0.273,0.275,0.275
28-Oct-16,0.275,0.278,0.27,0.273,0.273
31-Oct-16,0.275,0.295,0.275,0.295,0.295
1-Nov-16,0.343,0.348,0.343,0.345,0.345
2-Nov-16,0.345,0.348,0.345,0.345,0.345
3-Nov-16,0.345,0.358,0.345,0.358,0.358
4-Nov-16,0.35,0.358,0.35,0.358,0.358
7-Nov-16,0.358,0.39,0.358,0.39,0.39
8-Nov-16,0.415,0.423,0.415,0.42,0.42
9-Nov-16,0.408,0.42,0.398,0.418,0.418
10-Nov-16,0.425,0.458,0.425,0.458,0.458
11-Nov-16,null,null,null,null,null
14-Nov-16,0.47,0.503,0.47,0.503,0.503
15-Nov-16,0.508,0.51,0.485,0.488,0.488
16-Nov-16,0.48,0.48,0.448,0.453,0.453
17-Nov-16,0.448,0.45,0.415,0.42,0.42
18-Nov-16,0.413,0.418,0.413,0.418,0.418
21-Nov-16,0.418,0.43,0.418,0.42,0.42
22-Nov-16,0.473,0.475,0.473,0.475,0.475
23-Nov-16,0.475,0.488,0.473,0.485,0.485
25-Nov-16,0.48,0.485,0.48,0.48,0.48
28-Nov-16,0.48,0.483,0.45,0.45,0.45
29-Nov-16,0.478,0.478,0.468,0.468,0.468
30-Nov-16,0.465,0.468,0.465,0.468,0.468
1-Dec-16,0.47,0.47,0.458,0.458,0.458
2-Dec-16,0.458,0.458,0.455,0.455,0.455
5-Dec-16,0.455,0.46,0.45,0.453,0.453
6-Dec-16,0.483,0.488,0.483,0.485,0.485
7-Dec-16,0.483,0.488,0.48,0.488,0.488
8-Dec-16,0.48,0.49,0.48,0.49,0.49
9-Dec-16,0.49,0.52,0.49,0.52,0.52
12-Dec-16,0.518,0.518,0.498,0.5,0.5
13-Dec-16,0.515,0.523,0.515,0.523,0.523
14-Dec-16,0.52,0.523,0.51,0.523,0.523
15-Dec-16,0.503,0.503,0.483,0.488,0.488
16-Dec-16,0.488,0.493,0.483,0.485,0.485
19-Dec-16,0.48,0.48,0.473,0.478,0.478
20-Dec-16,0.51,0.513,0.51,0.513,0.513
21-Dec-16,0.51,0.51,0.503,0.503,0.503
22-Dec-16,0.485,0.495,0.483,0.493,0.493
23-Dec-16,0.485,0.5,0.485,0.5,0.5
27-Dec-16,0.505,0.528,0.495,0.495,0.495
28-Dec-16,0.518,0.525,0.495,0.495,0.495
29-Dec-16,0.483,0.483,0.42,0.44,0.44
30-Dec-16,0.445,0.488,0.445,0.48,0.48
3-Jan-17,0.488,0.49,0.475,0.475,0.475
4-Jan-17,0.518,0.52,0.518,0.518,0.518
5-Jan-17,0.51,0.51,0.503,0.508,0.508
6-Jan-17,0.503,0.508,0.5,0.503,0.503
9-Jan-17,0.5,0.5,0.483,0.485,0.485
10-Jan-17,0.5,0.505,0.5,0.503,0.503
11-Jan-17,0.498,0.503,0.495,0.498,0.498
12-Jan-17,0.493,0.503,0.493,0.503,0.503
13-Jan-17,0.503,0.513,0.503,0.513,0.513
17-Jan-17,0.508,0.518,0.505,0.513,0.513
18-Jan-17,0.528,0.535,0.513,0.515,0.515
19-Jan-17,0.508,0.508,0.498,0.503,0.503
20-Jan-17,0.48,0.488,0.478,0.48,0.48
23-Jan-17,0.485,0.485,0.473,0.473,0.473
24-Jan-17,0.5,0.5,0.493,0.493,0.493
25-Jan-17,0.493,0.493,0.48,0.483,0.483
26-Jan-17,0.483,0.49,0.483,0.488,0.488
27-Jan-17,0.488,0.498,0.488,0.498,0.498
30-Jan-17,0.498,0.505,0.495,0.495,0.495
31-Jan-17,0.508,0.508,0.5,0.5,0.5
1-Feb-17,0.505,0.51,0.498,0.5,0.5
2-Feb-17,0.493,0.493,0.48,0.488,0.488
3-Feb-17,0.485,0.488,0.483,0.488,0.488
6-Feb-17,0.488,0.508,0.488,0.503,0.503
7-Feb-17,0.518,0.525,0.518,0.525,0.525
8-Feb-17,0.523,0.525,0.52,0.525,0.525
9-Feb-17,0.523,0.528,0.523,0.528,0.528
10-Feb-17,0.523,0.528,0.52,0.523,0.523
13-Feb-17,0.52,0.523,0.515,0.523,0.523
14-Feb-17,0.533,0.538,0.528,0.535,0.535
15-Feb-17,0.525,0.53,0.52,0.52,0.52
16-Feb-17,0.518,0.518,0.503,0.508,0.508
17-Feb-17,0.5,0.508,0.5,0.508,0.508
21-Feb-17,0.505,0.508,0.505,0.505,0.505
22-Feb-17,0.528,0.528,0.51,0.51,0.51
23-Feb-17,0.5,0.5,0.495,0.498,0.498
24-Feb-17,0.495,0.498,0.49,0.498,0.498
27-Feb-17,0.495,0.498,0.488,0.49,0.49
28-Feb-17,0.513,0.523,0.51,0.523,0.523
1-Mar-17,0.625,0.643,0.608,0.615,0.615
2-Mar-17,0.655,0.69,0.625,0.645,0.645
3-Mar-17,0.633,0.69,0.633,0.683,0.683
6-Mar-17,0.683,0.718,0.68,0.705,0.705
7-Mar-17,0.728,0.743,0.725,0.735,0.735
8-Mar-17,0.753,0.755,0.708,0.708,0.708
9-Mar-17,0.703,0.713,0.698,0.713,0.713
10-Mar-17,0.71,0.733,0.708,0.725,0.725
13-Mar-17,0.725,0.743,0.72,0.728,0.728
14-Mar-17,0.765,0.765,0.753,0.753,0.753
15-Mar-17,0.75,0.753,0.715,0.715,0.715
16-Mar-17,0.7,0.723,0.7,0.708,0.708
17-Mar-17,0.71,0.718,0.705,0.708,0.708
20-Mar-17,0.708,0.713,0.708,0.71,0.71
21-Mar-17,0.758,0.758,0.753,0.753,0.753
22-Mar-17,0.753,0.755,0.748,0.748,0.748
23-Mar-17,0.745,0.75,0.745,0.748,0.748
24-Mar-17,0.748,0.755,0.748,0.748,0.748
27-Mar-17,0.748,0.76,0.748,0.758,0.758
28-Mar-17,0.773,0.775,0.773,0.773,0.773
29-Mar-17,0.77,0.77,0.755,0.755,0.755
30-Mar-17,0.753,0.758,0.75,0.758,0.758
31-Mar-17,0.74,0.74,0.738,0.738,0.738
3-Apr-17,0.74,0.745,0.738,0.74,0.74
4-Apr-17,0.778,0.78,0.778,0.78,0.78
5-Apr-17,0.78,0.785,0.78,0.78,0.78
6-Apr-17,0.778,0.79,0.778,0.788,0.788
7-Apr-17,0.785,0.798,0.783,0.798,0.798
10-Apr-17,0.795,0.798,0.785,0.788,0.788
11-Apr-17,0.805,0.805,0.8,0.8,0.8
12-Apr-17,0.795,0.8,0.79,0.793,0.793
13-Apr-17,0.788,0.793,0.788,0.79,0.79
17-Apr-17,0.79,0.8,0.79,0.79,0.79
18-Apr-17,0.805,0.81,0.8,0.805,0.805
19-Apr-17,0.81,0.81,0.785,0.785,0.785
20-Apr-17,0.78,0.785,0.77,0.77,0.77
21-Apr-17,0.768,0.77,0.76,0.763,0.763
24-Apr-17,0.778,0.778,0.768,0.77,0.77
25-Apr-17,0.808,0.81,0.803,0.808,0.808
26-Apr-17,0.805,0.81,0.798,0.803,0.803
27-Apr-17,0.793,0.795,0.785,0.785,0.785
28-Apr-17,0.778,0.783,0.778,0.78,0.78
1-May-17,0.78,0.795,0.778,0.785,0.785
2-May-17,0.84,0.845,0.84,0.843,0.843
3-May-17,0.845,0.855,0.843,0.848,0.848
4-May-17,0.848,0.855,0.848,0.855,0.855
5-May-17,0.858,0.87,0.853,0.868,0.868
8-May-17,0.87,0.883,0.87,0.87,0.87
9-May-17,0.89,0.89,0.89,0.89,0.89
10-May-17,0.888,0.888,0.875,0.875,0.875
11-May-17,0.87,0.873,0.858,0.86,0.86
12-May-17,0.86,0.86,0.85,0.855,0.855
15-May-17,0.86,0.87,0.86,0.863,0.863
16-May-17,0.89,0.893,0.89,0.89,0.89
17-May-17,0.88,0.883,0.875,0.875,0.875
18-May-17,0.868,0.893,0.868,0.893,0.893
19-May-17,0.89,0.895,0.888,0.888,0.888
22-May-17,0.893,0.895,0.878,0.878,0.878
23-May-17,0.905,0.915,0.903,0.913,0.913
24-May-17,0.905,0.91,0.905,0.905,0.905
25-May-17,0.9,0.908,0.9,0.908,0.908
26-May-17,0.905,0.91,0.903,0.91,0.91
30-May-17,0.91,0.92,0.91,0.91,0.91
31-May-17,0.95,0.955,0.95,0.95,0.95
1-Jun-17,0.953,0.953,0.948,0.948,0.948
2-Jun-17,0.948,0.955,0.943,0.953,0.953
5-Jun-17,0.955,0.963,0.945,0.948,0.948
6-Jun-17,0.96,0.96,0.958,0.958,0.958
7-Jun-17,0.96,0.975,0.96,0.973,0.973
8-Jun-17,0.965,0.975,0.965,0.973,0.973
9-Jun-17,0.975,0.985,0.975,0.98,0.98
12-Jun-17,0.98,0.985,0.973,0.973,0.973
13-Jun-17,0.983,0.985,0.983,0.983,0.983
14-Jun-17,0.983,0.995,0.975,0.983,0.983
15-Jun-17,0.983,0.993,0.978,0.993,0.993
16-Jun-17,0.988,0.988,0.983,0.985,0.985
19-Jun-17,0.988,0.995,0.985,0.985,0.985
20-Jun-17,1.003,1.003,0.993,0.993,0.993
21-Jun-17,0.99,0.99,0.963,0.968,0.968
22-Jun-17,0.958,0.958,0.93,0.933,0.933
23-Jun-17,0.928,0.938,0.928,0.933,0.933
26-Jun-17,0.94,0.943,0.928,0.933,0.933
27-Jun-17,0.99,0.995,0.99,0.99,0.99
28-Jun-17,0.99,0.99,0.985,0.985,0.985
29-Jun-17,0.988,1.01,0.985,1.003,1.003
30-Jun-17,0.995,1,0.993,0.993,0.993
3-Jul-17,1,1.005,0.998,1,1
5-Jul-17,1.03,1.03,1.02,1.02,1.02
6-Jul-17,1.02,1.02,1.005,1.008,1.008
7-Jul-17,1.01,1.015,1.008,1.008,1.008
10-Jul-17,1.01,1.013,1.008,1.013,1.013
11-Jul-17,1.033,1.035,1.033,1.033,1.033
12-Jul-17,1.03,1.03,1.023,1.023,1.023
13-Jul-17,1.023,1.023,1.013,1.013,1.013
14-Jul-17,1.013,1.013,1.008,1.008,1.008
17-Jul-17,1.005,1.02,1.005,1.02,1.02
18-Jul-17,1.038,1.043,1.038,1.04,1.04
19-Jul-17,1.04,1.095,1.04,1.085,1.085
20-Jul-17,1.095,1.14,1.093,1.113,1.113
21-Jul-17,1.12,1.138,1.12,1.138,1.138
24-Jul-17,1.14,1.158,1.138,1.15,1.15
25-Jul-17,1.17,1.173,1.135,1.143,1.143
26-Jul-17,1.14,1.14,1.095,1.095,1.095
27-Jul-17,1.09,1.09,1.075,1.078,1.078
28-Jul-17,1.078,1.078,1.05,1.053,1.053
31-Jul-17,1.05,1.053,1.035,1.053,1.053
1-Aug-17,1.058,1.07,1.055,1.058,1.058
2-Aug-17,1.06,1.06,1.048,1.05,1.05
3-Aug-17,1.045,1.058,1.045,1.058,1.058
4-Aug-17,1.055,1.058,1.053,1.053,1.053
7-Aug-17,1.053,1.053,1.02,1.033,1.033
8-Aug-17,1.02,1.03,1.02,1.03,1.03
9-Aug-17,1.025,1.025,1.025,1.025,1.025
10-Aug-17,1.025,1.025,1.018,1.018,1.018
11-Aug-17,1.013,1.015,1.01,1.013,1.013
14-Aug-17,1.015,1.018,1.003,1.003,1.003
15-Aug-17,1.003,1.008,1.003,1.008,1.008
16-Aug-17,1.005,1.01,0.985,0.985,0.985
17-Aug-17,0.985,0.985,0.973,0.978,0.978
18-Aug-17,0.975,0.99,0.973,0.988,0.988
21-Aug-17,0.985,0.985,0.965,0.965,0.965
22-Aug-17,0.995,0.995,0.993,0.995,0.995
23-Aug-17,0.993,0.995,0.98,0.98,0.98
24-Aug-17,0.983,0.998,0.983,0.998,0.998
25-Aug-17,0.993,0.998,0.993,0.995,0.995
28-Aug-17,0.995,1.005,0.99,1.005,1.005
29-Aug-17,1.013,1.013,1.005,1.01,1.01
30-Aug-17,1.01,1.01,0.995,0.998,0.998
31-Aug-17,0.983,0.988,0.97,0.978,0.978
1-Sep-17,0.98,0.993,0.973,0.985,0.985
5-Sep-17,0.98,0.985,0.97,0.983,0.983
6-Sep-17,1.018,1.04,1.015,1.038,1.038
7-Sep-17,1.028,1.028,1.018,1.023,1.023
8-Sep-17,1.018,1.023,1.018,1.02,1.02
11-Sep-17,1.02,1.028,1.018,1.02,1.02
12-Sep-17,1.023,1.023,1.018,1.018,1.018
13-Sep-17,1.02,1.025,1.013,1.018,1.018
14-Sep-17,1.018,1.028,1.018,1.028,1.028
15-Sep-17,1.025,1.025,1.01,1.01,1.01
18-Sep-17,1.013,1.015,1,1,1
19-Sep-17,1.028,1.028,1.018,1.018,1.018
20-Sep-17,1.015,1.023,1.01,1.02,1.02
21-Sep-17,1.005,1.02,1.005,1.008,1.008
22-Sep-17,1.005,1.008,1,1.003,1.003
25-Sep-17,1,1.003,0.998,0.998,0.998
26-Sep-17,1.04,1.045,1.04,1.043,1.043
27-Sep-17,1.043,1.053,1.038,1.038,1.038
28-Sep-17,1.033,1.035,1.03,1.03,1.03
29-Sep-17,1.028,1.033,1.025,1.028,1.028
2-Oct-17,1.033,1.033,1.013,1.013,1.013
3-Oct-17,1.035,1.035,1.035,1.035,1.035
4-Oct-17,1.04,1.045,1.04,1.043,1.043
5-Oct-17,1.043,1.043,1.04,1.043,1.043
6-Oct-17,1.048,1.05,1.043,1.043,1.043
9-Oct-17,1.045,1.045,1.045,1.045,1.045
10-Oct-17,1.048,1.06,1.048,1.055,1.055
11-Oct-17,1.075,1.075,1.068,1.068,1.068
12-Oct-17,1.063,1.063,1.053,1.053,1.053
13-Oct-17,1.053,1.053,1.05,1.05,1.05
16-Oct-17,1.05,1.058,1.05,1.055,1.055
17-Oct-17,1.08,1.083,1.073,1.073,1.073
18-Oct-17,1.075,1.075,1.068,1.068,1.068
19-Oct-17,1.058,1.065,1.058,1.065,1.065
20-Oct-17,1.065,1.075,1.065,1.075,1.075
23-Oct-17,1.08,1.08,1.07,1.07,1.07
24-Oct-17,1.098,1.098,1.098,1.098,1.098
25-Oct-17,1.095,1.098,1.08,1.083,1.083
26-Oct-17,1.08,1.083,1.075,1.08,1.08
27-Oct-17,1.075,1.075,1.073,1.073,1.073
30-Oct-17,1.073,1.08,1.073,1.075,1.075
31-Oct-17,1.12,1.123,1.118,1.123,1.123
1-Nov-17,1.123,1.138,1.123,1.138,1.138
2-Nov-17,1.133,1.143,1.133,1.138,1.138
3-Nov-17,1.135,1.148,1.135,1.148,1.148
6-Nov-17,1.158,1.16,1.153,1.158,1.158
7-Nov-17,1.185,1.208,1.185,1.188,1.188
8-Nov-17,1.188,1.2,1.188,1.195,1.195
9-Nov-17,1.205,1.228,1.203,1.203,1.203
10-Nov-17,1.205,1.205,1.2,1.2,1.2
13-Nov-17,1.2,1.2,1.18,1.185,1.185
14-Nov-17,1.228,1.24,1.228,1.24,1.24
15-Nov-17,1.233,1.245,1.23,1.23,1.23
16-Nov-17,1.223,1.235,1.223,1.23,1.23
17-Nov-17,1.23,1.24,1.23,1.24,1.24
20-Nov-17,1.24,1.245,1.235,1.24,1.24
21-Nov-17,1.283,1.29,1.275,1.278,1.278
22-Nov-17,1.275,1.278,1.255,1.265,1.265
24-Nov-17,1.263,1.263,1.235,1.24,1.24
27-Nov-17,1.243,1.243,1.223,1.223,1.223
28-Nov-17,1.27,1.27,1.265,1.265,1.265
29-Nov-17,1.265,1.265,1.25,1.258,1.258
30-Nov-17,1.263,1.263,1.238,1.238,1.238
1-Dec-17,1.238,1.255,1.23,1.235,1.235
4-Dec-17,1.238,1.25,1.238,1.245,1.245
5-Dec-17,1.263,1.283,1.26,1.283,1.283
6-Dec-17,1.285,1.29,1.263,1.263,1.263
7-Dec-17,1.26,1.27,1.25,1.26,1.26
8-Dec-17,1.263,1.263,1.253,1.253,1.253
11-Dec-17,1.25,1.265,1.25,1.263,1.263
12-Dec-17,1.313,1.313,1.31,1.31,1.31
13-Dec-17,1.31,1.315,1.27,1.273,1.273
14-Dec-17,1.278,1.293,1.278,1.283,1.283
15-Dec-17,1.28,1.29,1.28,1.285,1.285
18-Dec-17,1.29,1.32,1.29,1.315,1.315
19-Dec-17,1.348,1.353,1.343,1.353,1.353
20-Dec-17,1.353,1.37,1.35,1.35,1.35
21-Dec-17,1.35,1.35,1.32,1.32,1.32
22-Dec-17,1.32,1.32,1.295,1.298,1.298
26-Dec-17,1.313,1.315,1.293,1.303,1.303
27-Dec-17,1.433,1.435,1.408,1.408,1.408
28-Dec-17,1.393,1.413,1.37,1.37,1.37
29-Dec-17,1.365,1.38,1.35,1.355,1.355
2-Jan-18,1.388,1.4,1.375,1.378,1.378
3-Jan-18,1.388,1.39,1.368,1.37,1.37
4-Jan-18,1.37,1.375,1.37,1.37,1.37
5-Jan-18,1.37,1.37,1.37,1.37,1.37
8-Jan-18,1.37,1.38,1.37,1.38,1.38
9-Jan-18,1.418,1.42,1.413,1.415,1.415
10-Jan-18,1.42,1.423,1.395,1.395,1.395
11-Jan-18,1.39,1.405,1.39,1.403,1.403
12-Jan-18,1.398,1.415,1.395,1.41,1.41
16-Jan-18,1.415,1.425,1.395,1.395,1.395
17-Jan-18,1.413,1.415,1.408,1.415,1.415
18-Jan-18,1.41,1.418,1.405,1.405,1.405
19-Jan-18,1.4,1.403,1.398,1.403,1.403
22-Jan-18,1.4,1.4,1.39,1.39,1.39
23-Jan-18,1.418,1.418,1.41,1.413,1.413
24-Jan-18,1.413,1.415,1.403,1.41,1.41
25-Jan-18,1.398,1.4,1.39,1.393,1.393
26-Jan-18,1.388,1.388,1.38,1.388,1.388
29-Jan-18,1.395,1.395,1.375,1.375,1.375
30-Jan-18,1.413,1.428,1.413,1.425,1.425
31-Jan-18,1.428,1.443,1.42,1.43,1.43
1-Feb-18,1.425,1.455,1.42,1.453,1.453
2-Feb-18,1.445,1.455,1.445,1.45,1.45
5-Feb-18,1.445,1.463,1.445,1.458,1.458
6-Feb-18,1.498,1.498,1.478,1.488,1.488
7-Feb-18,1.5,1.533,1.495,1.515,1.515
8-Feb-18,1.513,1.533,1.51,1.515,1.515
9-Feb-18,1.513,1.525,1.513,1.525,1.525
12-Feb-18,1.535,1.558,1.533,1.535,1.535
13-Feb-18,1.563,1.58,1.553,1.57,1.57
14-Feb-18,1.563,1.575,1.538,1.55,1.55
15-Feb-18,1.538,1.56,1.538,1.56,1.56
16-Feb-18,1.56,1.57,1.56,1.57,1.57
20-Feb-18,1.583,1.585,1.57,1.573,1.573
21-Feb-18,1.61,1.613,1.603,1.608,1.608
22-Feb-18,1.613,1.613,1.605,1.605,1.605
23-Feb-18,1.603,1.605,1.603,1.605,1.605
26-Feb-18,1.6,1.613,1.6,1.608,1.608
27-Feb-18,1.64,1.64,1.635,1.635,1.635
28-Feb-18,1.63,1.63,1.618,1.618,1.618
1-Mar-18,1.61,1.618,1.59,1.59,1.59
2-Mar-18,1.588,1.605,1.588,1.605,1.605
5-Mar-18,1.61,1.63,1.61,1.625,1.625
6-Mar-18,1.638,1.653,1.638,1.643,1.643
7-Mar-18,1.643,1.65,1.64,1.65,1.65
8-Mar-18,1.645,1.645,1.635,1.635,1.635
9-Mar-18,1.63,1.64,1.63,1.635,1.635
12-Mar-18,1.635,1.645,1.635,1.643,1.643
13-Mar-18,1.665,1.69,1.665,1.69,1.69
14-Mar-18,1.71,1.718,1.7,1.718,1.718
15-Mar-18,1.723,1.735,1.723,1.733,1.733
16-Mar-18,1.728,1.74,1.728,1.738,1.738
19-Mar-18,1.758,1.76,1.728,1.728,1.728
20-Mar-18,1.76,1.76,1.758,1.758,1.758
21-Mar-18,1.755,1.76,1.695,1.71,1.71
22-Mar-18,1.683,1.693,1.67,1.683,1.683
23-Mar-18,1.688,1.695,1.685,1.688,1.688
26-Mar-18,1.705,1.713,1.698,1.705,1.705
27-Mar-18,1.753,1.755,1.733,1.733,1.733
28-Mar-18,1.71,1.72,1.693,1.695,1.695
29-Mar-18,1.695,1.705,1.67,1.67,1.67
2-Apr-18,1.683,1.688,1.683,1.683,1.683
3-Apr-18,1.738,1.74,1.713,1.713,1.713
4-Apr-18,1.705,1.705,1.668,1.668,1.668
5-Apr-18,1.66,1.678,1.66,1.675,1.675
6-Apr-18,1.675,1.68,1.675,1.68,1.68
9-Apr-18,1.68,1.68,1.675,1.675,1.675
10-Apr-18,1.71,1.715,1.693,1.695,1.695
11-Apr-18,1.693,1.695,1.688,1.693,1.693
12-Apr-18,1.69,1.705,1.69,1.705,1.705
13-Apr-18,1.71,1.718,1.71,1.718,1.718
16-Apr-18,1.718,1.733,1.713,1.713,1.713
17-Apr-18,1.74,1.755,1.74,1.755,1.755
18-Apr-18,1.75,1.783,1.75,1.77,1.77
19-Apr-18,1.768,1.79,1.768,1.783,1.783
20-Apr-18,1.77,1.783,1.765,1.765,1.765
23-Apr-18,1.77,1.783,1.77,1.783,1.783
24-Apr-18,1.833,1.835,1.823,1.823,1.823
25-Apr-18,1.815,1.818,1.813,1.815,1.815
26-Apr-18,1.785,1.8,1.785,1.785,1.785
27-Apr-18,1.78,1.785,1.768,1.77,1.77
30-Apr-18,1.773,1.788,1.763,1.763,1.763
1-May-18,1.823,1.823,1.808,1.81,1.81
2-May-18,1.815,1.82,1.785,1.785,1.785
3-May-18,1.79,1.79,1.78,1.788,1.788
4-May-18,1.785,1.798,1.785,1.793,1.793
7-May-18,1.79,1.8,1.79,1.793,1.793
8-May-18,1.84,1.845,1.835,1.835,1.835
9-May-18,1.835,1.845,1.835,1.845,1.845
10-May-18,1.84,1.85,1.84,1.845,1.845
11-May-18,1.85,1.86,1.85,1.86,1.86
14-May-18,1.863,1.868,1.855,1.855,1.855
15-May-18,1.875,1.875,1.87,1.875,1.875
16-May-18,1.87,1.883,1.865,1.865,1.865
17-May-18,1.863,1.875,1.863,1.863,1.863
18-May-18,1.863,1.863,1.853,1.855,1.855
21-May-18,1.858,1.868,1.858,1.863,1.863
22-May-18,1.89,1.893,1.89,1.893,1.893
23-May-18,1.888,1.89,1.873,1.873,1.873
24-May-18,1.86,1.865,1.858,1.86,1.86
25-May-18,1.855,1.858,1.84,1.853,1.853
29-May-18,1.85,1.858,1.84,1.84,1.84
30-May-18,1.893,1.893,1.875,1.878,1.878
31-May-18,1.88,1.88,1.87,1.87,1.87
1-Jun-18,1.868,1.878,1.865,1.868,1.868
4-Jun-18,1.865,1.88,1.86,1.865,1.865
5-Jun-18,1.905,1.91,1.9,1.903,1.903
6-Jun-18,1.913,1.915,1.9,1.9,1.9
7-Jun-18,1.9,1.9,1.883,1.885,1.885
8-Jun-18,1.885,1.885,1.88,1.88,1.88
11-Jun-18,1.878,1.878,1.86,1.868,1.868
12-Jun-18,1.905,1.905,1.888,1.888,1.888
13-Jun-18,1.885,1.898,1.883,1.895,1.895
14-Jun-18,1.883,1.883,1.873,1.883,1.883
15-Jun-18,1.88,1.888,1.88,1.888,1.888
18-Jun-18,1.885,1.893,1.883,1.883,1.883
19-Jun-18,1.89,1.898,1.89,1.898,1.898
20-Jun-18,1.888,1.89,1.88,1.888,1.888
21-Jun-18,1.888,1.89,1.885,1.89,1.89
22-Jun-18,1.888,1.888,1.868,1.87,1.87
25-Jun-18,1.865,1.87,1.853,1.853,1.853
26-Jun-18,1.893,1.898,1.89,1.893,1.893
27-Jun-18,1.883,1.89,1.88,1.88,1.88
28-Jun-18,1.878,1.893,1.878,1.88,1.88
29-Jun-18,1.878,1.885,1.875,1.88,1.88
2-Jul-18,1.875,1.895,1.875,1.895,1.895
3-Jul-18,1.935,1.935,1.933,1.933,1.933
5-Jul-18,1.915,1.915,1.91,1.91,1.91
6-Jul-18,1.905,1.908,1.905,1.905,1.905
9-Jul-18,1.91,1.92,1.91,1.915,1.915
10-Jul-18,1.938,1.94,1.935,1.935,1.935
11-Jul-18,1.928,1.933,1.918,1.92,1.92
12-Jul-18,1.92,1.928,1.905,1.928,1.928
13-Jul-18,1.92,1.928,1.92,1.928,1.928
16-Jul-18,1.935,1.945,1.935,1.938,1.938
17-Jul-18,1.968,1.978,1.968,1.975,1.975
18-Jul-18,1.97,1.97,1.958,1.96,1.96
19-Jul-18,1.95,1.953,1.943,1.948,1.948
20-Jul-18,1.945,1.945,1.933,1.933,1.933
23-Jul-18,1.925,1.93,1.92,1.92,1.92
24-Jul-18,1.96,1.963,1.96,1.96,1.96
25-Jul-18,1.965,1.965,1.953,1.953,1.953
26-Jul-18,1.948,1.95,1.945,1.945,1.945
27-Jul-18,1.943,1.945,1.943,1.945,1.945
30-Jul-18,1.95,1.958,1.945,1.945,1.945
31-Jul-18,1.99,1.995,1.983,1.985,1.985
1-Aug-18,1.98,1.988,1.978,1.978,1.978
2-Aug-18,1.973,1.973,1.955,1.965,1.965
3-Aug-18,1.96,1.965,1.96,1.96,1.96
6-Aug-18,1.97,1.973,1.965,1.968,1.968
7-Aug-18,2.01,2.013,2.005,2.008,2.008
8-Aug-18,2.008,2.013,2.005,2.008,2.008
9-Aug-18,2.01,2.01,2.003,2.005,2.005
10-Aug-18,2,2,1.995,2,2
13-Aug-18,2,2.005,1.995,1.995,1.995
14-Aug-18,2.025,2.033,2.023,2.033,2.033
15-Aug-18,2.035,2.038,2.02,2.02,2.02
16-Aug-18,2.02,2.02,2.013,2.015,2.015
17-Aug-18,2.003,2.005,1.993,1.995,1.995
20-Aug-18,1.995,1.995,1.993,1.993,1.993
21-Aug-18,2.03,2.035,2.03,2.035,2.035
22-Aug-18,2.035,2.035,2.035,2.035,2.035
23-Aug-18,2.028,2.033,2.025,2.033,2.033
24-Aug-18,2.035,2.048,2.035,2.048,2.048
27-Aug-18,2.05,2.06,2.05,2.06,2.06
28-Aug-18,2.075,2.078,2.075,2.078,2.078
29-Aug-18,2.075,2.08,2.075,2.08,2.08
30-Aug-18,2.073,2.073,2.055,2.058,2.058
31-Aug-18,2.055,2.06,2.055,2.055,2.055
4-Sep-18,2.058,2.078,2.058,2.068,2.068
5-Sep-18,2.09,2.09,2.09,2.09,2.09
6-Sep-18,2.08,2.083,2.078,2.08,2.08
7-Sep-18,2.083,2.093,2.083,2.088,2.088
10-Sep-18,2.085,2.093,2.083,2.083,2.083
