Date,Price,Open,High,Low,Vol,Change %
23-Nov-12,"7,309.13","7,258.33","7,311.55","7,219.55",104.51,0.89%
26-Nov-12,"7,292.03","7,286.69","7,312.86","7,273.57",83.95,-0.23%
27-Nov-12,"7,332.33","7,343.01","7,361.55","7,307.30",117.19,0.55%
28-Nov-12,"7,343.41","7,317.49","7,351.48","7,265.44",98.24,0.15%
29-Nov-12,"7,400.96","7,382.55","7,416.52","7,377.09",121.11,0.78%
30-Nov-12,"7,405.50","7,399.09","7,442.60","7,398.22",104.67,0.06%
3-Dec-12,"7,435.21","7,427.41","7,487.89","7,419.30",100.56,0.40%
4-Dec-12,"7,435.12","7,428.13","7,466.25","7,417.30",96.65,0.00%
5-Dec-12,"7,454.55","7,480.59","7,482.28","7,428.70",125.61,0.26%
6-Dec-12,"7,534.54","7,469.54","7,554.51","7,461.19",138.74,1.07%
7-Dec-12,"7,517.80","7,539.78","7,553.05","7,487.64",129.9,-0.22%
10-Dec-12,"7,530.92","7,484.95","7,536.60","7,457.40",101.72,0.17%
11-Dec-12,"7,589.75","7,529.24","7,596.90","7,518.74",111.33,0.78%
12-Dec-12,"7,614.79","7,595.20","7,626.40","7,590.18",118.11,0.33%
13-Dec-12,"7,581.98","7,618.62","7,618.62","7,561.96",119.24,-0.43%
14-Dec-12,"7,596.47","7,599.03","7,619.26","7,571.16",93.63,0.19%
17-Dec-12,"7,604.94","7,604.16","7,627.14","7,564.07",89.7,0.11%
18-Dec-12,"7,653.58","7,634.28","7,667.91","7,626.25",127.2,0.64%
19-Dec-12,"7,668.50","7,675.33","7,682.90","7,655.71",128.89,0.19%
20-Dec-12,"7,672.10","7,642.99","7,675.45","7,635.39",102.03,0.05%
21-Dec-12,"7,636.23","7,632.41","7,653.73","7,596.64",208.16,-0.47%
27-Dec-12,"7,655.88","7,652.27","7,676.50","7,640.30",64.57,0.26%
28-Dec-12,"7,612.39","7,649.89","7,665.68","7,602.89",48.12,-0.57%
2-Jan-13,"7,778.78","7,689.46","7,789.94","7,689.46",140.35,2.19%
3-Jan-13,"7,756.44","7,762.13","7,777.02","7,737.98",86.17,-0.29%
4-Jan-13,"7,776.37","7,740.99","7,779.67","7,727.55",101.58,0.26%
7-Jan-13,"7,732.66","7,760.01","7,767.55","7,713.42",151.7,-0.56%
8-Jan-13,"7,695.83","7,710.70","7,754.38","7,683.48",130.43,-0.48%
9-Jan-13,"7,720.47","7,713.57","7,734.78","7,688.55",158.33,0.32%
10-Jan-13,"7,708.47","7,732.14","7,773.69","7,685.08",176.13,-0.16%
11-Jan-13,"7,715.53","7,725.93","7,731.45","7,683.92",174.96,0.09%
14-Jan-13,"7,729.52","7,737.61","7,785.82","7,702.36",41.22,0.18%
15-Jan-13,"7,675.91","7,704.05","7,735.21","7,635.88",138.58,-0.69%
16-Jan-13,"7,691.13","7,661.61","7,694.80","7,643.14",108.71,0.20%
17-Jan-13,"7,735.46","7,677.28","7,764.03","7,662.43",110.87,0.58%
18-Jan-13,"7,702.23","7,747.13","7,753.49","7,702.23",133.35,-0.43%
21-Jan-13,"7,748.86","7,727.77","7,749.82","7,719.02",71.75,0.61%
22-Jan-13,"7,696.21","7,741.88","7,746.91","7,634.26",143.51,-0.68%
23-Jan-13,"7,707.54","7,702.92","7,731.63","7,684.84",123.89,0.15%
24-Jan-13,"7,748.13","7,700.53","7,753.30","7,661.96",129.65,0.53%
25-Jan-13,"7,857.97","7,746.78","7,865.16","7,743.19",120.2,1.42%
28-Jan-13,"7,833.00","7,859.83","7,871.79","7,831.72",88.2,-0.32%
29-Jan-13,"7,848.57","7,841.96","7,857.14","7,800.12",114.47,0.20%
30-Jan-13,"7,811.31","7,855.68","7,863.35","7,775.03",129.32,-0.47%
31-Jan-13,"7,776.05","7,800.45","7,812.34","7,765.20",171.42,-0.45%
1-Feb-13,"7,833.39","7,792.59","7,853.37","7,784.97",128.95,0.74%
4-Feb-13,"7,638.23","7,822.54","7,837.64","7,637.68",197.22,-2.49%
5-Feb-13,"7,664.66","7,643.54","7,677.14","7,622.30",179.59,0.35%
6-Feb-13,"7,581.18","7,665.88","7,694.42","7,537.29",152.98,-1.09%
7-Feb-13,"7,590.85","7,581.37","7,661.31","7,565.32",144.8,0.13%
8-Feb-13,"7,652.14","7,607.57","7,655.31","7,577.34",123.64,0.81%
11-Feb-13,"7,633.74","7,627.72","7,676.82","7,597.61",103.66,-0.24%
12-Feb-13,"7,660.19","7,619.12","7,661.97","7,593.66",118.83,0.35%
13-Feb-13,"7,711.89","7,678.48","7,737.41","7,650.29",97.75,0.67%
14-Feb-13,"7,631.19","7,697.89","7,729.36","7,607.48",113.78,-1.05%
15-Feb-13,"7,593.51","7,636.26","7,649.50","7,588.57",185.14,-0.49%
18-Feb-13,"7,628.73","7,591.08","7,629.78","7,568.16",91.57,0.46%
19-Feb-13,"7,752.45","7,614.10","7,762.90","7,611.60",131.08,1.62%
20-Feb-13,"7,728.90","7,747.21","7,784.64","7,709.48",135.41,-0.30%
21-Feb-13,"7,583.57","7,681.61","7,688.44","7,561.84",156.41,-1.88%
22-Feb-13,"7,661.91","7,619.81","7,681.12","7,607.26",148.92,1.03%
25-Feb-13,"7,773.19","7,731.80","7,860.57","7,726.40",182.46,1.45%
26-Feb-13,"7,597.11","7,682.24","7,683.96","7,589.32",171.52,-2.27%
27-Feb-13,"7,675.83","7,641.84","7,679.44","7,565.78",117.57,1.04%
28-Feb-13,"7,741.70","7,712.20","7,753.39","7,691.81",126.36,0.86%
1-Mar-13,"7,708.16","7,735.35","7,767.67","7,627.99",131.32,-0.43%
4-Mar-13,"7,691.68","7,654.67","7,708.88","7,637.32",83.89,-0.21%
5-Mar-13,"7,870.31","7,779.62","7,883.60","7,772.33",137.28,2.32%
6-Mar-13,"7,919.33","7,907.39","7,977.64","7,898.04",124.63,0.62%
