date,russellprice,russellopen,russellhigh,russelllow
23-Jul-15,"1,245.05","1,260.85","1,264.05","1,243.15"
24-Jul-15,"1,227.05","1,246.55","1,246.55","1,224.85"
27-Jul-15,"1,215.05","1,221.35","1,222.55","1,212.25"
28-Jul-15,"1,225.35","1,217.15","1,227.15","1,203.25"
29-Jul-15,"1,227.75","1,222.35","1,232.55","1,218.85"
30-Jul-15,"1,232.35","1,225.95","1,233.85","1,219.95"
31-Jul-15,"1,239.45","1,232.85","1,246.35","1,232.25"
3-Aug-15,"1,233.25","1,240.05","1,240.75","1,223.95"
4-Aug-15,"1,228.75","1,235.55","1,238.75","1,224.95"
5-Aug-15,"1,231.95","1,234.65","1,243.65","1,227.45"
6-Aug-15,"1,214.05","1,233.55","1,234.35","1,206.55"
7-Aug-15,"1,208.05","1,209.05","1,212.85","1,199.35"
10-Aug-15,"1,221.55","1,212.85","1,224.05","1,212.65"
11-Aug-15,"1,214.55","1,211.85","1,219.55","1,207.15"
12-Aug-15,"1,208.35","1,204.45","1,212.05","1,190.65"
13-Aug-15,"1,204.05","1,207.95","1,214.55","1,202.75"
14-Aug-15,"1,212.05","1,202.95","1,213.55","1,198.75"
17-Aug-15,"1,224.75","1,208.25","1,225.85","1,204.55"
18-Aug-15,"1,215.55","1,220.55","1,223.15","1,213.75"
19-Aug-15,"1,200.55","1,207.25","1,213.35","1,196.05"
20-Aug-15,"1,169.25","1,191.65","1,194.35","1,167.05"
21-Aug-15,"1,158.35","1,159.75","1,175.25","1,152.25"
24-Aug-15,"1,102.55","1,099.65","1,150.05","1,079.15"
25-Aug-15,"1,106.95","1,141.85","1,141.85","1,102.55"
26-Aug-15,"1,132.75","1,125.55","1,134.55","1,101.65"
27-Aug-15,"1,155.05","1,140.35","1,158.65","1,131.05"
28-Aug-15,"1,166.65","1,151.85","1,166.75","1,149.65"
31-Aug-15,"1,158.95","1,159.15","1,167.95","1,155.65"
1-Sep-15,"1,130.85","1,140.05","1,149.05","1,124.05"
2-Sep-15,"1,148.15","1,140.15","1,148.35","1,128.35"
3-Sep-15,"1,145.35","1,147.35","1,159.05","1,143.45"
4-Sep-15,"1,136.65","1,134.55","1,144.05","1,129.65"
8-Sep-15,"1,161.05","1,152.35","1,162.65","1,148.55"
9-Sep-15,"1,147.65","1,167.65","1,170.95","1,146.45"
10-Sep-15,"1,154.15","1,145.25","1,159.75","1,143.95"
11-Sep-15,"1,160.65","1,147.25","1,160.75","1,143.25"
14-Sep-15,"1,153.25","1,160.65","1,160.65","1,150.65"
15-Sep-15,"1,166.45","1,155.85","1,167.95","1,153.95"
16-Sep-15,"1,174.85","1,165.25","1,175.65","1,164.05"
17-Sep-15,"1,175.45","1,173.85","1,194.75","1,172.85"
18-Sep-15,"1,166.35","1,164.65","1,173.75","1,160.05"
21-Sep-15,"1,163.35","1,172.35","1,178.55","1,156.15"
22-Sep-15,"1,145.65","1,149.85","1,152.35","1,136.35"
23-Sep-15,"1,139.35","1,146.35","1,149.85","1,136.15"
24-Sep-15,"1,136.45","1,133.65","1,140.15","1,124.65"
25-Sep-15,"1,122.35","1,146.85","1,146.95","1,118.35"
28-Sep-15,"1,089.75","1,119.75","1,119.75","1,086.75"
29-Sep-15,"1,085.55","1,090.45","1,098.65","1,078.25"
30-Sep-15,"1,099.85","1,093.25","1,102.05","1,087.65"
1-Oct-15,"1,099.35","1,101.55","1,104.85","1,082.65"
2-Oct-15,"1,115.25","1,088.05","1,115.55","1,079.15"
5-Oct-15,"1,141.85","1,124.75","1,142.55","1,123.65"
6-Oct-15,"1,133.25","1,140.55","1,144.75","1,125.75"
7-Oct-15,"1,153.55","1,139.75","1,153.55","1,134.35"
8-Oct-15,"1,164.65","1,150.95","1,165.55","1,147.55"
9-Oct-15,"1,165.35","1,166.85","1,169.55","1,162.05"
12-Oct-15,"1,164.85","1,167.05","1,167.55","1,158.95"
13-Oct-15,"1,146.95","1,159.15","1,170.95","1,146.95"
14-Oct-15,"1,135.15","1,149.95","1,155.75","1,134.85"
15-Oct-15,"1,163.25","1,140.35","1,163.25","1,134.35"
16-Oct-15,"1,161.15","1,164.45","1,164.85","1,151.95"
19-Oct-15,"1,162.85","1,155.25","1,169.75","1,153.95"
20-Oct-15,"1,161.75","1,163.95","1,170.45","1,157.65"
21-Oct-15,"1,144.55","1,166.75","1,167.15","1,143.75"
22-Oct-15,"1,158.45","1,152.55","1,161.75","1,144.35"
23-Oct-15,"1,165.65","1,162.45","1,167.65","1,154.35"
26-Oct-15,"1,158.05","1,164.35","1,165.85","1,156.35"
27-Oct-15,"1,146.35","1,154.15","1,156.05","1,138.25"
28-Oct-15,"1,178.15","1,149.85","1,178.65","1,146.85"
29-Oct-15,"1,163.95","1,172.95","1,177.65","1,162.95"
30-Oct-15,"1,160.05","1,164.05","1,168.55","1,158.85"
2-Nov-15,"1,185.75","1,163.05","1,188.85","1,162.85"
3-Nov-15,"1,191.45","1,183.45","1,198.45","1,182.05"
4-Nov-15,"1,189.45","1,194.85","1,197.15","1,184.35"
5-Nov-15,"1,189.65","1,190.05","1,193.05","1,178.55"
6-Nov-15,"1,200.75","1,188.25","1,201.45","1,180.45"
9-Nov-15,"1,184.65","1,200.45","1,200.45","1,180.05"
10-Nov-15,"1,189.55","1,181.55","1,189.55","1,176.85"
11-Nov-15,"1,177.45","1,189.85","1,189.85","1,177.25"
12-Nov-15,"1,157.25","1,169.75","1,171.25","1,153.95"
13-Nov-15,"1,145.45","1,151.25","1,159.45","1,143.05"
16-Nov-15,"1,155.95","1,145.95","1,157.15","1,139.95"
17-Nov-15,"1,152.85","1,155.65","1,167.35","1,150.85"
18-Nov-15,"1,172.05","1,155.15","1,172.75","1,150.85"
19-Nov-15,"1,166.45","1,170.35","1,172.25","1,164.05"
20-Nov-15,"1,175.15","1,171.35","1,180.35","1,170.35"
23-Nov-15,"1,180.05","1,174.15","1,185.85","1,174.15"
24-Nov-15,"1,187.35","1,175.65","1,190.55","1,171.65"
25-Nov-15,"1,198.75","1,188.25","1,199.55","1,187.35"
27-Nov-15,"1,204.25","1,197.55","1,205.55","1,195.25"
30-Nov-15,"1,198.45","1,206.55","1,206.85","1,195.85"
1-Dec-15,"1,204.35","1,201.85","1,204.85","1,194.55"
2-Dec-15,"1,193.75","1,203.45","1,206.15","1,190.25"
3-Dec-15,"1,174.15","1,199.65","1,200.25","1,166.95"
4-Dec-15,"1,183.45","1,171.95","1,184.35","1,168.95"
7-Dec-15,"1,167.05","1,181.05","1,181.05","1,160.05"
8-Dec-15,"1,156.85","1,155.65","1,164.55","1,149.35"
9-Dec-15,"1,144.55","1,155.85","1,166.55","1,140.85"
10-Dec-15,"1,148.35","1,142.75","1,155.85","1,141.05"
11-Dec-15,"1,124.55","1,135.95","1,137.95","1,120.25"
14-Dec-15,"1,115.25","1,123.15","1,128.35","1,107.75"
15-Dec-15,"1,131.95","1,121.45","1,134.15","1,121.45"
16-Dec-15,"1,148.75","1,139.95","1,151.75","1,133.25"
17-Dec-15,"1,133.75","1,153.05","1,153.45","1,132.95"
18-Dec-15,"1,122.55","1,130.25","1,133.75","1,118.75"
21-Dec-15,"1,128.35","1,125.55","1,130.75","1,119.25"
22-Dec-15,"1,139.05","1,130.85","1,140.05","1,122.55"
23-Dec-15,"1,153.45","1,143.95","1,154.75","1,142.55"
24-Dec-15,"1,153.65","1,154.45","1,161.45","1,151.35"
28-Dec-15,"1,149.45","1,149.95","1,150.25","1,139.15"
29-Dec-15,"1,161.55","1,154.15","1,162.25","1,149.05"
30-Dec-15,"1,149.15","1,160.25","1,162.15","1,148.35"
31-Dec-15,"1,133.45","1,145.55","1,148.45","1,132.75"
4-Jan-16,"1,111.35","1,115.05","1,116.65","1,100.15"
5-Jan-16,"1,111.45","1,112.85","1,114.15","1,103.95"
6-Jan-16,"1,095.65","1,096.65","1,103.95","1,087.95"
7-Jan-16,"1,063.55","1,074.95","1,083.35","1,062.85"
8-Jan-16,"1,047.15","1,067.05","1,072.85","1,045.15"
11-Jan-16,"1,041.55","1,050.45","1,055.95","1,030.55"
12-Jan-16,"1,044.70","1,044.98","1,056.92","1,028.14"
13-Jan-16,"1,010.19","1,045.74","1,050.66","1,005.69"
14-Jan-16,"1,025.67","1,010.64","1,033.58",999.62
15-Jan-16,"1,007.72","1,023.92","1,023.92",983.98
19-Jan-16,994.87,"1,010.30","1,017.83",985.22
20-Jan-16,999.31,991.79,"1,008.68",958.48
21-Jan-16,997.34,999.53,"1,014.50",992.12
22-Jan-16,"1,020.66",999.81,"1,021.84",999.81
25-Jan-16,997.37,"1,019.43","1,019.43",996.04
26-Jan-16,"1,017.97",998.19,"1,019.51",998.19
27-Jan-16,"1,002.75","1,016.90","1,021.85",998.81
28-Jan-16,"1,003.27","1,004.15","1,014.48","1,000.38"
29-Jan-16,"1,035.38","1,003.52","1,035.38","1,003.52"
1-Feb-16,"1,032.39","1,033.53","1,037.27","1,020.59"
2-Feb-16,"1,008.84","1,030.56","1,030.56","1,005.40"
3-Feb-16,"1,010.30","1,009.50","1,016.92",989.25
4-Feb-16,"1,014.79","1,009.93","1,025.11","1,008.59"
5-Feb-16,985.62,"1,014.31","1,014.31",985.62
8-Feb-16,969.34,982.15,982.15,955.71
9-Feb-16,963.9,967.85,975.14,957.09
10-Feb-16,963.48,965.52,983.45,963.32
11-Feb-16,953.72,958.89,958.89,943.1
12-Feb-16,971.99,955.34,972.87,955.34
16-Feb-16,995.8,972.45,996.39,972.45
17-Feb-16,"1,011.13",997.83,"1,016.28",997.83
18-Feb-16,"1,004.71","1,011.98","1,013.60","1,002.41"
19-Feb-16,"1,010.01","1,003.72","1,010.72",998.27
22-Feb-16,"1,021.74","1,010.39","1,025.28","1,010.39"
23-Feb-16,"1,012.15","1,021.25","1,021.25","1,012.15"
24-Feb-16,"1,022.08","1,010.10","1,023.06",996.7
25-Feb-16,"1,031.58","1,022.96","1,031.58","1,020.46"
26-Feb-16,"1,037.18","1,031.59","1,039.71","1,031.59"
29-Feb-16,"1,033.90","1,037.21","1,044.91","1,033.67"
1-Mar-16,"1,054.49","1,035.52","1,054.49","1,035.52"
2-Mar-16,"1,065.67","1,054.24","1,065.68","1,052.15"
3-Mar-16,"1,076.05","1,065.64","1,076.09","1,064.60"
4-Mar-16,"1,081.93","1,076.34","1,088.24","1,073.82"
7-Mar-16,"1,094.15","1,081.28","1,094.50","1,077.94"
8-Mar-16,"1,067.88","1,092.71","1,092.71","1,067.24"
9-Mar-16,"1,072.77","1,068.45","1,074.20","1,067.13"
10-Mar-16,"1,063.99","1,073.41","1,078.98","1,054.56"
11-Mar-16,"1,087.56","1,066.11","1,087.87","1,066.11"
14-Mar-16,"1,084.25","1,086.97","1,087.46","1,079.90"
15-Mar-16,"1,066.67","1,082.68","1,082.68","1,065.51"
16-Mar-16,"1,074.51","1,066.08","1,076.51","1,063.66"
17-Mar-16,"1,091.25","1,074.40","1,094.69","1,069.89"
18-Mar-16,"1,101.67","1,092.01","1,102.98","1,092.01"
21-Mar-16,"1,098.58","1,101.46","1,103.63","1,096.16"
22-Mar-16,"1,097.34","1,096.68","1,100.76","1,090.00"
23-Mar-16,"1,075.70","1,097.05","1,097.05","1,075.70"
24-Mar-16,"1,079.54","1,074.70","1,079.54","1,065.62"
28-Mar-16,"1,080.23","1,079.94","1,084.47","1,073.46"
29-Mar-16,"1,109.08","1,079.82","1,109.21","1,075.43"
30-Mar-16,"1,110.44","1,110.19","1,117.35","1,107.73"
31-Mar-16,"1,114.03","1,110.43","1,117.79","1,109.53"
1-Apr-16,"1,117.68","1,112.90","1,118.39","1,102.12"
4-Apr-16,"1,108.54","1,117.69","1,119.41","1,108.17"
5-Apr-16,"1,095.85","1,106.22","1,106.22","1,095.25"
6-Apr-16,"1,108.81","1,095.99","1,109.02","1,094.24"
7-Apr-16,"1,092.79","1,107.89","1,107.89","1,088.56"
8-Apr-16,"1,097.31","1,093.86","1,106.05","1,093.77"
11-Apr-16,"1,094.34","1,097.96","1,110.43","1,094.31"
12-Apr-16,"1,105.71","1,094.46","1,107.36","1,091.65"
13-Apr-16,"1,129.93","1,106.48","1,129.93","1,106.48"
14-Apr-16,"1,128.59","1,130.08","1,132.09","1,125.13"
15-Apr-16,"1,130.92","1,128.08","1,132.14","1,125.06"
18-Apr-16,"1,139.28","1,129.72","1,139.48","1,125.16"
19-Apr-16,"1,140.23","1,139.83","1,146.50","1,135.85"
20-Apr-16,"1,142.29","1,140.14","1,147.72","1,137.32"
21-Apr-16,"1,135.77","1,142.37","1,144.54","1,133.44"
22-Apr-16,"1,146.69","1,135.66","1,147.41","1,135.51"
25-Apr-16,"1,138.10","1,146.26","1,146.26","1,134.85"
26-Apr-16,"1,150.73","1,138.70","1,150.82","1,138.70"
27-Apr-16,"1,154.15","1,150.92","1,156.07","1,145.85"
28-Apr-16,"1,140.40","1,153.11","1,155.55","1,138.70"
29-Apr-16,"1,130.85","1,140.11","1,140.11","1,124.26"
2-May-16,"1,140.92","1,131.21","1,140.92","1,129.24"
3-May-16,"1,121.76","1,138.87","1,138.87","1,116.53"
4-May-16,"1,113.13","1,121.16","1,123.69","1,110.39"
5-May-16,"1,107.95","1,114.35","1,118.38","1,107.64"
6-May-16,"1,114.72","1,107.80","1,114.77","1,101.57"
9-May-16,"1,118.25","1,114.72","1,123.65","1,113.08"
10-May-16,"1,128.83","1,118.74","1,129.04","1,117.94"
11-May-16,"1,114.74","1,128.47","1,128.47","1,114.61"
12-May-16,"1,108.60","1,114.87","1,119.89","1,101.26"
13-May-16,"1,102.44","1,108.37","1,112.96","1,099.44"
16-May-16,"1,116.21","1,103.23","1,119.68","1,103.23"
17-May-16,"1,097.68","1,115.41","1,118.34","1,094.06"
18-May-16,"1,102.95","1,097.19","1,110.73","1,093.95"
19-May-16,"1,094.78","1,101.69","1,103.72","1,085.94"
20-May-16,"1,112.28","1,095.16","1,112.32","1,095.16"
23-May-16,"1,111.37","1,112.47","1,117.32","1,110.87"
24-May-16,"1,135.31","1,112.51","1,136.29","1,112.51"
25-May-16,"1,141.02","1,136.37","1,142.85","1,136.37"
26-May-16,"1,139.75","1,141.10","1,143.19","1,137.59"
27-May-16,"1,150.45","1,139.98","1,150.45","1,139.98"
31-May-16,"1,154.79","1,150.60","1,158.97","1,150.34"
1-Jun-16,"1,163.04","1,154.51","1,163.43","1,148.60"
2-Jun-16,"1,170.58","1,162.74","1,170.77","1,159.36"
3-Jun-16,"1,164.14","1,170.39","1,170.39","1,155.84"
6-Jun-16,"1,176.87","1,164.26","1,179.34","1,163.68"
7-Jun-16,"1,179.97","1,177.19","1,183.75","1,175.05"
8-Jun-16,"1,188.95","1,180.20","1,190.17","1,180.20"
9-Jun-16,"1,181.20","1,188.23","1,188.23","1,177.86"
10-Jun-16,"1,163.93","1,178.38","1,178.38","1,161.27"
13-Jun-16,"1,150.70","1,162.53","1,164.90","1,149.48"
14-Jun-16,"1,147.82","1,149.59","1,153.22","1,141.23"
15-Jun-16,"1,149.30","1,148.09","1,157.96","1,148.09"
16-Jun-16,"1,148.19","1,147.86","1,148.86","1,133.10"
17-Jun-16,"1,144.70","1,148.96","1,151.69","1,141.49"
20-Jun-16,"1,157.70","1,146.39","1,167.12","1,146.39"
21-Jun-16,"1,153.87","1,158.12","1,158.85","1,147.77"
22-Jun-16,"1,148.97","1,154.15","1,161.28","1,148.70"
23-Jun-16,"1,172.22","1,151.51","1,172.22","1,151.51"
24-Jun-16,"1,127.54","1,162.92","1,162.92","1,123.49"
27-Jun-16,"1,089.65","1,123.81","1,123.81","1,085.88"
28-Jun-16,"1,107.30","1,092.17","1,110.50","1,092.17"
29-Jun-16,"1,131.62","1,110.79","1,132.62","1,110.79"
30-Jun-16,"1,151.92","1,132.14","1,152.03","1,128.91"
1-Jul-16,"1,156.77","1,151.75","1,161.05","1,151.25"
5-Jul-16,"1,139.45","1,155.46","1,155.46","1,133.63"
6-Jul-16,"1,147.33","1,138.92","1,147.91","1,131.71"
7-Jul-16,"1,149.76","1,147.63","1,156.89","1,143.42"
8-Jul-16,"1,177.36","1,152.24","1,178.12","1,152.24"
11-Jul-16,"1,190.03","1,179.19","1,192.04","1,179.19"
12-Jul-16,"1,205.89","1,191.98","1,211.77","1,191.98"
13-Jul-16,"1,201.16","1,206.86","1,210.38","1,197.87"
14-Jul-16,"1,202.17","1,203.36","1,209.91","1,201.90"
15-Jul-16,"1,205.31","1,203.52","1,208.24","1,201.67"
18-Jul-16,"1,207.91","1,205.29","1,210.64","1,202.49"
19-Jul-16,"1,200.45","1,207.24","1,207.24","1,198.78"
20-Jul-16,"1,209.74","1,201.43","1,212.08","1,198.40"
21-Jul-16,"1,203.86","1,209.57","1,213.52","1,201.41"
22-Jul-16,"1,212.89","1,204.11","1,214.16","1,202.23"
25-Jul-16,"1,209.82","1,212.84","1,212.84","1,207.20"
26-Jul-16,"1,216.86","1,209.51","1,217.13","1,208.76"
27-Jul-16,"1,218.93","1,217.46","1,222.26","1,212.83"
28-Jul-16,"1,217.33","1,218.73","1,219.49","1,214.26"
29-Jul-16,"1,219.94","1,217.09","1,224.77","1,210.25"
1-Aug-16,"1,219.12","1,220.30","1,224.46","1,214.64"
2-Aug-16,"1,202.35","1,219.00","1,219.05","1,199.60"
3-Aug-16,"1,212.73","1,201.87","1,212.74","1,198.73"
4-Aug-16,"1,213.76","1,212.78","1,219.09","1,211.98"
5-Aug-16,"1,231.30","1,215.70","1,232.87","1,215.70"
8-Aug-16,"1,230.42","1,231.32","1,235.78","1,228.89"
9-Aug-16,"1,231.74","1,230.53","1,233.29","1,229.44"
10-Aug-16,"1,223.27","1,231.70","1,232.84","1,220.75"
11-Aug-16,"1,229.12","1,224.00","1,231.00","1,223.75"
12-Aug-16,"1,229.82","1,228.85","1,231.65","1,225.04"
15-Aug-16,"1,241.86","1,230.53","1,243.83","1,230.53"
16-Aug-16,"1,231.13","1,241.68","1,241.68","1,230.74"
17-Aug-16,"1,227.68","1,230.98","1,230.98","1,221.72"
18-Aug-16,"1,236.85","1,227.42","1,236.85","1,227.42"
19-Aug-16,"1,236.77","1,236.49","1,237.39","1,231.76"
22-Aug-16,"1,239.74","1,236.60","1,239.74","1,232.00"
23-Aug-16,"1,248.58","1,240.60","1,251.33","1,240.60"
24-Aug-16,"1,237.25","1,248.48","1,248.91","1,235.47"
25-Aug-16,"1,240.00","1,236.40","1,243.30","1,234.41"
26-Aug-16,"1,238.03","1,240.14","1,250.18","1,231.27"
29-Aug-16,"1,244.94","1,238.32","1,248.22","1,238.32"
30-Aug-16,"1,246.03","1,245.08","1,248.43","1,241.54"
31-Aug-16,"1,239.91","1,245.64","1,245.64","1,233.12"
1-Sep-16,"1,239.80","1,240.07","1,242.09","1,228.78"
2-Sep-16,"1,251.83","1,241.43","1,251.83","1,241.43"
6-Sep-16,"1,253.37","1,252.45","1,254.41","1,246.46"
7-Sep-16,"1,261.01","1,253.22","1,261.12","1,252.41"
8-Sep-16,"1,258.36","1,260.48","1,260.48","1,254.93"
9-Sep-16,"1,219.21","1,256.30","1,256.30","1,219.20"
12-Sep-16,"1,235.87","1,218.63","1,235.87","1,211.66"
13-Sep-16,"1,212.32","1,234.55","1,234.55","1,206.07"
14-Sep-16,"1,211.59","1,212.68","1,219.93","1,209.71"
15-Sep-16,"1,227.02","1,211.97","1,227.36","1,211.10"
16-Sep-16,"1,224.78","1,226.96","1,227.09","1,218.28"
19-Sep-16,"1,232.53","1,225.64","1,239.98","1,225.64"
20-Sep-16,"1,228.33","1,233.24","1,238.25","1,228.13"
21-Sep-16,"1,245.04","1,229.62","1,245.24","1,228.13"
22-Sep-16,"1,263.44","1,246.43","1,263.46","1,246.43"
23-Sep-16,"1,254.62","1,262.94","1,262.94","1,254.56"
26-Sep-16,"1,240.94","1,253.95","1,253.95","1,240.77"
27-Sep-16,"1,246.38","1,240.91","1,247.12","1,238.31"
28-Sep-16,"1,255.67","1,246.70","1,255.94","1,240.59"
29-Sep-16,"1,237.75","1,255.59","1,255.59","1,236.86"
30-Sep-16,"1,251.65","1,239.93","1,255.71","1,238.06"
3-Oct-16,"1,245.78","1,251.28","1,251.28","1,240.97"
4-Oct-16,"1,239.78","1,246.02","1,249.93","1,235.75"
5-Oct-16,"1,248.37","1,240.52","1,254.09","1,240.52"
6-Oct-16,"1,246.24","1,247.77","1,247.77","1,237.41"
7-Oct-16,"1,236.56","1,246.37","1,247.58","1,231.35"
10-Oct-16,"1,250.76","1,239.21","1,253.81","1,239.21"
11-Oct-16,"1,227.62","1,249.96","1,249.96","1,222.57"
12-Oct-16,"1,227.23","1,227.67","1,232.61","1,224.29"
13-Oct-16,"1,215.75","1,225.14","1,225.14","1,209.32"
14-Oct-16,"1,212.41","1,217.63","1,226.01","1,212.26"
17-Oct-16,"1,210.14","1,212.42","1,215.42","1,209.83"
18-Oct-16,"1,217.30","1,211.30","1,222.20","1,211.30"
19-Oct-16,"1,222.64","1,217.34","1,226.35","1,214.05"
20-Oct-16,"1,219.79","1,221.99","1,222.61","1,213.16"
21-Oct-16,"1,218.10","1,217.89","1,220.03","1,208.99"
24-Oct-16,"1,226.45","1,219.73","1,231.93","1,219.73"
25-Oct-16,"1,216.10","1,225.90","1,226.16","1,214.81"
26-Oct-16,"1,204.75","1,214.49","1,216.08","1,203.12"
27-Oct-16,"1,189.95","1,205.74","1,208.18","1,188.75"
28-Oct-16,"1,187.61","1,190.06","1,196.24","1,185.48"
31-Oct-16,"1,191.39","1,187.87","1,192.98","1,185.17"
1-Nov-16,"1,177.94","1,191.77","1,194.48","1,170.87"
2-Nov-16,"1,162.52","1,177.77","1,177.77","1,161.85"
3-Nov-16,"1,156.89","1,164.47","1,168.13","1,156.08"
4-Nov-16,"1,163.44","1,157.19","1,174.78","1,156.92"
7-Nov-16,"1,192.25","1,164.58","1,193.39","1,164.58"
8-Nov-16,"1,195.14","1,192.04","1,200.22","1,184.85"
9-Nov-16,"1,232.16","1,194.34","1,233.66","1,188.43"
10-Nov-16,"1,251.61","1,235.86","1,258.48","1,234.02"
11-Nov-16,"1,282.39","1,251.52","1,282.82","1,250.83"
14-Nov-16,"1,298.60","1,283.03","1,306.56","1,283.03"
15-Nov-16,"1,302.14","1,298.52","1,304.38","1,290.45"
16-Nov-16,"1,302.20","1,300.69","1,304.98","1,296.11"
17-Nov-16,"1,309.48","1,302.86","1,313.06","1,302.86"
18-Nov-16,"1,315.64","1,309.74","1,316.22","1,308.44"
21-Nov-16,"1,322.23","1,317.41","1,323.72","1,313.67"
22-Nov-16,"1,334.34","1,322.46","1,334.83","1,322.46"
23-Nov-16,"1,342.09","1,333.76","1,342.35","1,326.95"
25-Nov-16,"1,347.20","1,342.20","1,347.20","1,340.66"
28-Nov-16,"1,329.83","1,346.88","1,346.88","1,328.58"
29-Nov-16,"1,328.22","1,329.91","1,335.44","1,327.02"
30-Nov-16,"1,322.34","1,329.76","1,337.33","1,320.95"
1-Dec-16,"1,313.80","1,322.76","1,331.73","1,308.85"
2-Dec-16,"1,314.25","1,313.58","1,319.35","1,311.52"
5-Dec-16,"1,337.79","1,314.98","1,338.23","1,314.98"
6-Dec-16,"1,352.67","1,338.05","1,353.57","1,334.30"
7-Dec-16,"1,364.51","1,352.10","1,366.61","1,347.84"
8-Dec-16,"1,386.37","1,364.43","1,386.45","1,363.70"
9-Dec-16,"1,388.07","1,386.66","1,392.71","1,383.24"
12-Dec-16,"1,373.14","1,387.78","1,388.53","1,370.79"
13-Dec-16,"1,373.53","1,373.34","1,382.44","1,367.92"
14-Dec-16,"1,356.02","1,372.08","1,374.54","1,354.07"
15-Dec-16,"1,366.41","1,356.44","1,374.82","1,354.47"
16-Dec-16,"1,364.19","1,366.93","1,379.03","1,362.07"
19-Dec-16,"1,371.68","1,364.78","1,375.59","1,364.78"
20-Dec-16,"1,383.96","1,372.07","1,385.06","1,372.07"
21-Dec-16,"1,375.19","1,383.63","1,384.36","1,375.19"
22-Dec-16,"1,362.66","1,374.95","1,375.46","1,360.25"
23-Dec-16,"1,371.51","1,362.63","1,371.51","1,362.56"
27-Dec-16,"1,377.71","1,371.59","1,381.98","1,371.59"
28-Dec-16,"1,360.83","1,377.78","1,379.27","1,359.22"
29-Dec-16,"1,363.18","1,360.92","1,367.45","1,357.39"
30-Dec-16,"1,357.13","1,363.59","1,364.98","1,353.92"
3-Jan-17,"1,365.49","1,357.99","1,375.09","1,355.39"
4-Jan-17,"1,387.95","1,366.70","1,388.60","1,366.70"
5-Jan-17,"1,371.94","1,387.71","1,387.71","1,366.57"
6-Jan-17,"1,367.28","1,372.49","1,375.06","1,366.82"
9-Jan-17,"1,357.49","1,367.13","1,367.13","1,356.54"
10-Jan-17,"1,370.90","1,357.74","1,371.50","1,357.74"
11-Jan-17,"1,373.30","1,370.89","1,375.54","1,365.14"
12-Jan-17,"1,361.07","1,372.84","1,372.84","1,346.81"
13-Jan-17,"1,372.05","1,361.38","1,376.17","1,361.38"
17-Jan-17,"1,352.32","1,371.51","1,371.51","1,351.50"
18-Jan-17,"1,358.56","1,352.74","1,358.84","1,350.81"
19-Jan-17,"1,345.74","1,358.83","1,360.76","1,342.14"
20-Jan-17,"1,351.85","1,345.96","1,355.21","1,345.96"
23-Jan-17,"1,347.84","1,351.41","1,353.13","1,341.46"
24-Jan-17,"1,369.21","1,348.12","1,370.97","1,348.12"
25-Jan-17,"1,382.44","1,371.11","1,383.36","1,371.11"
26-Jan-17,"1,375.60","1,382.43","1,384.13","1,374.62"
27-Jan-17,"1,370.70","1,375.68","1,375.93","1,366.36"
30-Jan-17,"1,352.33","1,369.49","1,369.49","1,342.66"
31-Jan-17,"1,361.82","1,351.72","1,363.60","1,345.65"
1-Feb-17,"1,361.23","1,364.07","1,374.19","1,357.49"
2-Feb-17,"1,357.43","1,360.54","1,364.10","1,354.86"
3-Feb-17,"1,377.84","1,358.05","1,377.93","1,358.05"
6-Feb-17,"1,366.66","1,377.33","1,377.33","1,364.63"
7-Feb-17,"1,361.06","1,366.82","1,371.88","1,357.61"
8-Feb-17,"1,358.74","1,360.47","1,360.47","1,349.43"
9-Feb-17,"1,378.53","1,359.30","1,379.73","1,359.30"
10-Feb-17,"1,388.84","1,380.07","1,391.18","1,380.07"
13-Feb-17,"1,392.38","1,390.41","1,398.60","1,389.94"
14-Feb-17,"1,396.65","1,391.80","1,397.14","1,386.35"
15-Feb-17,"1,404.21","1,396.34","1,405.21","1,392.04"
16-Feb-17,"1,399.13","1,403.60","1,404.84","1,391.87"
17-Feb-17,"1,399.86","1,399.07","1,399.86","1,392.67"
21-Feb-17,"1,410.34","1,400.66","1,410.40","1,400.66"
22-Feb-17,"1,403.86","1,410.11","1,410.11","1,401.30"
23-Feb-17,"1,394.62","1,404.38","1,406.56","1,385.63"
24-Feb-17,"1,394.52","1,393.62","1,394.53","1,382.21"
27-Feb-17,"1,407.97","1,394.53","1,407.97","1,392.24"
28-Feb-17,"1,386.68","1,406.87","1,406.87","1,386.53"
1-Mar-17,"1,413.64","1,389.12","1,414.82","1,389.12"
2-Mar-17,"1,395.67","1,413.16","1,413.16","1,395.15"
3-Mar-17,"1,394.13","1,395.55","1,399.08","1,387.97"
6-Mar-17,"1,384.25","1,392.34","1,392.34","1,378.45"
7-Mar-17,"1,374.88","1,383.32","1,383.66","1,374.20"
8-Mar-17,"1,366.04","1,375.66","1,381.96","1,365.84"
9-Mar-17,"1,360.12","1,366.23","1,371.04","1,357.38"
10-Mar-17,"1,365.26","1,361.15","1,369.05","1,356.69"
13-Mar-17,"1,370.28","1,365.16","1,373.25","1,365.05"
14-Mar-17,"1,362.38","1,369.16","1,369.16","1,353.47"
15-Mar-17,"1,382.83","1,363.36","1,385.69","1,363.36"
