date,russellprice,russellopen,russellhigh,russelllow
29-Nov-13,"1,142.89","1,145.83","1,147.00","1,142.52"
2-Dec-13,"1,129.12","1,142.30","1,142.30","1,127.72"
3-Dec-13,"1,129.12","1,125.95","1,130.97","1,119.68"
4-Dec-13,"1,121.38","1,123.79","1,128.97","1,111.63"
5-Dec-13,"1,122.47","1,120.80","1,125.61","1,119.76"
6-Dec-13,"1,131.38","1,122.48","1,135.88","1,122.48"
9-Dec-13,"1,129.46","1,132.90","1,134.18","1,126.38"
10-Dec-13,"1,119.69","1,128.02","1,131.26","1,119.33"
11-Dec-13,"1,101.50","1,119.82","1,120.92","1,099.74"
12-Dec-13,"1,103.27","1,101.40","1,107.18","1,099.67"
13-Dec-13,"1,107.05","1,105.99","1,109.51","1,100.77"
16-Dec-13,"1,119.85","1,110.58","1,120.17","1,110.43"
17-Dec-13,"1,118.89","1,119.40","1,120.26","1,112.61"
18-Dec-13,"1,112.03","1,120.15","1,133.76","1,112.03"
19-Dec-13,"1,125.45","1,131.23","1,131.67","1,124.93"
20-Dec-13,"1,146.47","1,127.85","1,147.12","1,127.65"
23-Dec-13,"1,157.22","1,151.39","1,157.34","1,151.04"
24-Dec-13,"1,157.22","1,157.65","1,163.67","1,157.44"
26-Dec-13,"1,162.65","1,161.85","1,167.96","1,161.41"
27-Dec-13,"1,161.09","1,165.39","1,165.85","1,157.73"
30-Dec-13,"1,160.59","1,160.63","1,162.60","1,158.86"
31-Dec-13,"1,163.64","1,160.64","1,165.64","1,160.64"
2-Jan-14,"1,150.72","1,160.50","1,160.50","1,146.60"
3-Jan-14,"1,156.09","1,151.76","1,157.76","1,151.22"
6-Jan-14,"1,147.16","1,159.27","1,159.85","1,146.97"
7-Jan-14,"1,157.63","1,150.86","1,160.02","1,147.16"
8-Jan-14,"1,157.46","1,159.18","1,159.37","1,151.97"
9-Jan-14,"1,158.35","1,161.26","1,163.88","1,152.17"
10-Jan-14,"1,164.53","1,160.17","1,164.53","1,154.89"
13-Jan-14,"1,148.09","1,162.94","1,164.12","1,142.38"
14-Jan-14,"1,163.43","1,151.73","1,163.43","1,148.09"
15-Jan-14,"1,171.35","1,165.99","1,171.97","1,163.43"
16-Jan-14,"1,173.13","1,172.71","1,173.13","1,168.70"
17-Jan-14,"1,168.43","1,172.09","1,173.37","1,166.76"
21-Jan-14,"1,175.72","1,175.05","1,177.11","1,168.28"
22-Jan-14,"1,181.29","1,177.30","1,182.04","1,175.29"
23-Jan-14,"1,172.40","1,181.34","1,181.34","1,166.67"
24-Jan-14,"1,144.13","1,165.19","1,165.19","1,141.80"
27-Jan-14,"1,127.73","1,147.54","1,147.54","1,121.12"
28-Jan-14,"1,138.24","1,128.86","1,138.24","1,127.73"
29-Jan-14,"1,122.45","1,130.13","1,134.16","1,119.82"
30-Jan-14,"1,139.36","1,138.24","1,144.54","1,130.63"
31-Jan-14,"1,130.88","1,138.24","1,138.24","1,124.51"
3-Feb-14,"1,094.59","1,130.01","1,130.75","1,091.22"
4-Feb-14,"1,102.84","1,099.69","1,107.62","1,094.47"
5-Feb-14,"1,093.59","1,098.93","1,098.93","1,082.73"
6-Feb-14,"1,103.93","1,095.96","1,107.44","1,093.59"
7-Feb-14,"1,116.55","1,107.08","1,116.69","1,104.92"
10-Feb-14,"1,118.73","1,116.76","1,118.90","1,109.11"
11-Feb-14,"1,129.16","1,118.74","1,131.00","1,118.15"
12-Feb-14,"1,132.54","1,130.21","1,137.43","1,129.05"
13-Feb-14,"1,147.79","1,125.65","1,147.79","1,124.40"
14-Feb-14,"1,149.21","1,148.27","1,149.90","1,142.68"
18-Feb-14,"1,161.48","1,151.93","1,162.22","1,149.21"
19-Feb-14,"1,149.07","1,158.38","1,163.94","1,148.77"
20-Feb-14,"1,162.12","1,150.24","1,163.02","1,148.66"
21-Feb-14,"1,164.63","1,166.30","1,168.44","1,162.12"
24-Feb-14,"1,174.55","1,166.81","1,180.29","1,166.80"
25-Feb-14,"1,173.95","1,176.00","1,180.29","1,166.80"
26-Feb-14,"1,181.72","1,176.11","1,188.06","1,173.91"
27-Feb-14,"1,187.94","1,179.28","1,187.94","1,176.64"
28-Feb-14,"1,183.03","1,189.19","1,193.50","1,177.20"
3-Mar-14,"1,176.36","1,174.23","1,179.62","1,164.77"
4-Mar-14,"1,208.65","1,187.28","1,212.82","1,187.28"
5-Mar-14,"1,205.91","1,207.29","1,207.41","1,203.06"
6-Mar-14,"1,204.54","1,207.90","1,208.80","1,202.07"
7-Mar-14,"1,203.32","1,209.85","1,210.58","1,199.06"
10-Mar-14,"1,200.54","1,201.56","1,202.29","1,193.24"
11-Mar-14,"1,187.05","1,201.55","1,204.39","1,183.43"
12-Mar-14,"1,191.37","1,181.29","1,191.37","1,177.48"
13-Mar-14,"1,176.74","1,194.93","1,195.88","1,171.87"
14-Mar-14,"1,181.41","1,173.24","1,184.55","1,173.23"
17-Mar-14,"1,188.23","1,187.12","1,196.25","1,186.75"
18-Mar-14,"1,205.04","1,189.27","1,205.04","1,189.27"
19-Mar-14,"1,195.66","1,204.81","1,205.36","1,189.56"
20-Mar-14,"1,198.97","1,193.37","1,200.91","1,190.08"
21-Mar-14,"1,193.73","1,203.16","1,208.14","1,192.80"
24-Mar-14,"1,178.23","1,196.02","1,196.70","1,169.51"
25-Mar-14,"1,178.05","1,183.84","1,190.78","1,171.95"
26-Mar-14,"1,155.49","1,184.21","1,185.29","1,155.49"
27-Mar-14,"1,151.44","1,155.05","1,161.09","1,146.83"
28-Mar-14,"1,151.81","1,151.96","1,167.52","1,149.61"
31-Mar-14,"1,173.04","1,158.11","1,174.62","1,156.67"
1-Apr-14,"1,188.70","1,175.47","1,189.13","1,175.47"
2-Apr-14,"1,192.81","1,190.79","1,192.91","1,187.52"
3-Apr-14,"1,181.12","1,193.44","1,193.96","1,176.70"
4-Apr-14,"1,153.38","1,187.66","1,189.25","1,150.41"
7-Apr-14,"1,135.78","1,150.35","1,150.45","1,130.04"
8-Apr-14,"1,144.24","1,136.87","1,149.00","1,131.27"
9-Apr-14,"1,159.96","1,148.01","1,160.42","1,144.77"
10-Apr-14,"1,127.66","1,159.27","1,159.80","1,123.68"
11-Apr-14,"1,111.44","1,119.53","1,128.96","1,107.93"
14-Apr-14,"1,115.35","1,120.81","1,126.31","1,105.56"
15-Apr-14,"1,119.49","1,117.90","1,123.77","1,095.79"
16-Apr-14,"1,131.77","1,126.46","1,132.11","1,121.86"
17-Apr-14,"1,137.90","1,130.27","1,141.11","1,127.05"
21-Apr-14,"1,142.31","1,139.59","1,142.39","1,132.22"
22-Apr-14,"1,155.61","1,143.36","1,157.87","1,143.36"
23-Apr-14,"1,147.08","1,155.05","1,155.42","1,146.84"
24-Apr-14,"1,144.35","1,152.64","1,152.82","1,136.43"
25-Apr-14,"1,123.03","1,139.01","1,139.01","1,120.98"
28-Apr-14,"1,117.06","1,127.18","1,131.67","1,102.26"
29-Apr-14,"1,120.83","1,122.04","1,126.46","1,118.42"
30-Apr-14,"1,126.86","1,118.46","1,126.96","1,109.37"
1-May-14,"1,125.97","1,126.04","1,133.73","1,114.29"
2-May-14,"1,128.80","1,127.02","1,137.80","1,126.39"
5-May-14,"1,126.30","1,122.22","1,127.99","1,115.10"
6-May-14,"1,108.01","1,121.95","1,124.05","1,108.01"
7-May-14,"1,108.55","1,109.61","1,110.85","1,093.28"
8-May-14,"1,097.43","1,107.61","1,119.79","1,095.51"
9-May-14,"1,107.22","1,092.40","1,107.38","1,091.50"
12-May-14,"1,133.65","1,111.69","1,136.95","1,111.69"
13-May-14,"1,121.16","1,132.77","1,134.45","1,121.03"
14-May-14,"1,103.14","1,120.03","1,120.03","1,102.06"
15-May-14,"1,095.99","1,099.19","1,099.19","1,082.53"
16-May-14,"1,102.91","1,095.18","1,102.91","1,088.56"
19-May-14,"1,114.43","1,100.58","1,116.04","1,099.62"
20-May-14,"1,097.90","1,112.08","1,112.08","1,092.00"
21-May-14,"1,103.63","1,101.37","1,107.26","1,093.67"
22-May-14,"1,113.87","1,105.45","1,116.61","1,105.15"
23-May-14,"1,126.19","1,115.30","1,126.20","1,113.75"
27-May-14,"1,142.20","1,132.43","1,144.10","1,132.43"
28-May-14,"1,136.68","1,140.84","1,140.84","1,132.95"
29-May-14,"1,140.07","1,140.09","1,141.35","1,134.78"
30-May-14,"1,134.50","1,141.73","1,141.73","1,130.80"
2-Jun-14,"1,128.90","1,136.37","1,136.82","1,121.05"
3-Jun-14,"1,126.15","1,125.23","1,129.26","1,118.66"
4-Jun-14,"1,131.22","1,122.91","1,131.75","1,119.86"
5-Jun-14,"1,153.94","1,133.78","1,153.94","1,128.40"
6-Jun-14,"1,165.21","1,158.69","1,167.54","1,158.39"
9-Jun-14,"1,175.88","1,166.28","1,179.84","1,166.14"
10-Jun-14,"1,172.71","1,173.12","1,173.84","1,166.90"
11-Jun-14,"1,166.71","1,167.69","1,168.99","1,161.43"
12-Jun-14,"1,159.40","1,165.27","1,165.37","1,156.07"
13-Jun-14,"1,162.68","1,162.59","1,164.09","1,154.33"
16-Jun-14,"1,166.82","1,162.02","1,166.93","1,158.10"
17-Jun-14,"1,176.62","1,165.64","1,179.29","1,163.67"
18-Jun-14,"1,183.13","1,176.64","1,183.38","1,172.03"
19-Jun-14,"1,184.03","1,185.88","1,186.78","1,177.80"
20-Jun-14,"1,188.42","1,186.13","1,188.52","1,182.05"
23-Jun-14,"1,184.95","1,189.47","1,190.31","1,183.16"
24-Jun-14,"1,173.24","1,182.96","1,193.60","1,172.98"
25-Jun-14,"1,182.68","1,168.74","1,182.75","1,168.53"
26-Jun-14,"1,180.71","1,182.61","1,182.79","1,172.91"
27-Jun-14,"1,189.50","1,175.25","1,189.50","1,175.02"
30-Jun-14,"1,192.96","1,188.41","1,193.40","1,185.24"
1-Jul-14,"1,205.95","1,196.23","1,213.55","1,196.13"
2-Jul-14,"1,199.50","1,204.78","1,207.37","1,198.58"
3-Jul-14,"1,208.15","1,203.47","1,208.15","1,203.43"
7-Jul-14,"1,186.74","1,204.64","1,204.65","1,186.57"
8-Jul-14,"1,172.15","1,184.72","1,184.72","1,166.97"
9-Jul-14,"1,173.81","1,174.87","1,177.37","1,170.13"
10-Jul-14,"1,161.86","1,158.59","1,168.22","1,151.12"
11-Jul-14,"1,159.93","1,160.12","1,161.76","1,155.20"
14-Jul-14,"1,165.62","1,168.00","1,169.55","1,163.85"
15-Jul-14,"1,153.81","1,165.54","1,167.45","1,148.73"
16-Jul-14,"1,151.55","1,159.30","1,159.96","1,148.18"
17-Jul-14,"1,133.60","1,146.96","1,150.48","1,131.42"
18-Jul-14,"1,151.61","1,131.92","1,152.02","1,131.83"
21-Jul-14,"1,146.66","1,146.39","1,148.08","1,140.05"
22-Jul-14,"1,156.15","1,151.46","1,160.24","1,151.46"
23-Jul-14,"1,158.11","1,157.44","1,161.99","1,155.76"
24-Jul-14,"1,156.26","1,159.70","1,163.66","1,153.59"
25-Jul-14,"1,144.72","1,149.78","1,149.78","1,141.84"
28-Jul-14,"1,139.50","1,145.18","1,145.18","1,132.16"
29-Jul-14,"1,141.64","1,141.65","1,149.08","1,140.32"
30-Jul-14,"1,146.57","1,147.96","1,150.61","1,142.54"
31-Jul-14,"1,120.07","1,137.26","1,137.26","1,120.06"
1-Aug-14,"1,114.86","1,120.54","1,123.94","1,107.31"
4-Aug-14,"1,124.82","1,118.46","1,125.54","1,108.27"
5-Aug-14,"1,121.56","1,119.69","1,129.42","1,114.87"
6-Aug-14,"1,125.55","1,116.08","1,131.64","1,114.29"
7-Aug-14,"1,119.76","1,127.97","1,131.41","1,116.43"
8-Aug-14,"1,131.35","1,119.88","1,131.86","1,118.49"
11-Aug-14,"1,141.93","1,136.48","1,148.89","1,135.24"
12-Aug-14,"1,133.03","1,138.63","1,141.28","1,129.11"
13-Aug-14,"1,141.78","1,136.17","1,143.23","1,135.61"
14-Aug-14,"1,143.34","1,142.13","1,144.15","1,140.82"
15-Aug-14,"1,141.65","1,151.31","1,151.61","1,131.83"
18-Aug-14,"1,158.40","1,149.40","1,158.40","1,149.40"
19-Aug-14,"1,162.47","1,159.83","1,164.06","1,159.83"
20-Aug-14,"1,157.51","1,158.75","1,159.22","1,152.77"
21-Aug-14,"1,160.03","1,157.22","1,160.97","1,147.45"
22-Aug-14,"1,160.34","1,159.38","1,163.22","1,154.96"
25-Aug-14,"1,165.22","1,167.13","1,170.69","1,161.80"
26-Aug-14,"1,175.17","1,166.19","1,176.12","1,166.19"
27-Aug-14,"1,172.71","1,176.40","1,177.07","1,171.14"
28-Aug-14,"1,165.95","1,168.26","1,169.09","1,164.11"
29-Aug-14,"1,174.35","1,167.59","1,174.82","1,164.78"
2-Sep-14,"1,179.47","1,177.29","1,181.37","1,173.06"
3-Sep-14,"1,172.20","1,183.29","1,183.85","1,170.84"
4-Sep-14,"1,167.21","1,174.17","1,180.68","1,165.27"
5-Sep-14,"1,170.13","1,164.34","1,170.37","1,160.02"
8-Sep-14,"1,172.31","1,169.32","1,174.22","1,166.12"
9-Sep-14,"1,158.50","1,170.94","1,171.24","1,157.85"
10-Sep-14,"1,158.50","1,158.77","1,165.11","1,155.11"
11-Sep-14,"1,172.34","1,159.50","1,172.65","1,158.60"
12-Sep-14,"1,160.61","1,172.93","1,172.95","1,157.44"
15-Sep-14,"1,146.52","1,159.98","1,160.06","1,144.41"
16-Sep-14,"1,150.97","1,144.25","1,152.86","1,141.45"
17-Sep-14,"1,153.89","1,151.96","1,159.85","1,149.93"
18-Sep-14,"1,159.27","1,157.08","1,160.30","1,156.07"
19-Sep-14,"1,146.92","1,161.65","1,163.86","1,143.47"
22-Sep-14,"1,129.36","1,141.99","1,141.99","1,127.42"
23-Sep-14,"1,118.72","1,126.51","1,131.63","1,118.72"
24-Sep-14,"1,128.31","1,120.66","1,129.59","1,116.13"
25-Sep-14,"1,110.24","1,126.10","1,126.10","1,107.51"
26-Sep-14,"1,119.33","1,111.63","1,119.73","1,111.04"
29-Sep-14,"1,117.91","1,110.43","1,120.55","1,107.81"
30-Sep-14,"1,101.68","1,118.22","1,118.70","1,101.67"
1-Oct-14,"1,085.41","1,101.08","1,101.19","1,083.00"
2-Oct-14,"1,096.38","1,085.14","1,099.46","1,077.96"
3-Oct-14,"1,104.74","1,105.12","1,109.87","1,101.51"
6-Oct-14,"1,094.65","1,107.36","1,108.00","1,093.77"
7-Oct-14,"1,076.31","1,089.30","1,090.96","1,076.31"
8-Oct-14,"1,097.12","1,075.21","1,097.70","1,065.75"
9-Oct-14,"1,067.99","1,095.75","1,095.94","1,067.83"
10-Oct-14,"1,053.32","1,063.25","1,074.25","1,053.32"
13-Oct-14,"1,049.30","1,054.27","1,066.98","1,046.14"
14-Oct-14,"1,061.60","1,056.80","1,075.27","1,056.29"
15-Oct-14,"1,072.45","1,051.50","1,075.64","1,040.47"
16-Oct-14,"1,086.11","1,060.69","1,091.27","1,058.82"
17-Oct-14,"1,082.33","1,098.07","1,099.44","1,079.23"
20-Oct-14,"1,094.97","1,078.68","1,094.97","1,078.50"
21-Oct-14,"1,112.85","1,099.88","1,112.87","1,099.88"
22-Oct-14,"1,096.87","1,114.96","1,117.18","1,096.24"
23-Oct-14,"1,116.49","1,105.45","1,122.42","1,105.45"
24-Oct-14,"1,118.82","1,117.95","1,119.13","1,113.05"
27-Oct-14,"1,117.48","1,113.56","1,117.71","1,104.05"
28-Oct-14,"1,149.45","1,121.80","1,149.45","1,121.34"
29-Oct-14,"1,146.37","1,149.46","1,153.41","1,138.32"
30-Oct-14,"1,155.77","1,142.45","1,159.15","1,140.51"
31-Oct-14,"1,173.51","1,169.17","1,174.33","1,166.66"
3-Nov-14,"1,170.20","1,174.50","1,178.40","1,166.79"
4-Nov-14,"1,165.42","1,166.73","1,170.87","1,160.89"
5-Nov-14,"1,167.07","1,171.23","1,172.03","1,163.68"
6-Nov-14,"1,171.86","1,166.02","1,171.90","1,163.54"
7-Nov-14,"1,173.32","1,170.07","1,173.40","1,165.04"
10-Nov-14,"1,179.57","1,173.85","1,179.58","1,172.61"
11-Nov-14,"1,179.96","1,179.01","1,180.80","1,176.77"
12-Nov-14,"1,186.47","1,175.33","1,187.20","1,174.85"
13-Nov-14,"1,175.42","1,186.76","1,188.67","1,173.97"
14-Nov-14,"1,173.81","1,175.46","1,177.30","1,171.97"
17-Nov-14,"1,164.23","1,171.86","1,175.18","1,164.18"
18-Nov-14,"1,170.28","1,165.16","1,176.21","1,165.16"
19-Nov-14,"1,157.69","1,169.04","1,169.08","1,151.98"
20-Nov-14,"1,170.75","1,153.53","1,170.86","1,153.21"
21-Nov-14,"1,172.42","1,182.31","1,184.50","1,169.65"
24-Nov-14,"1,186.94","1,174.83","1,186.96","1,174.83"
25-Nov-14,"1,186.33","1,188.93","1,191.76","1,182.66"
26-Nov-14,"1,190.62","1,186.34","1,190.70","1,185.37"
28-Nov-14,"1,173.15","1,190.58","1,190.61","1,172.44"
1-Dec-14,"1,154.05","1,170.55","1,170.55","1,154.05"
2-Dec-14,"1,168.45","1,156.27","1,171.44","1,156.26"
3-Dec-14,"1,179.01","1,168.54","1,181.89","1,168.03"
4-Dec-14,"1,173.01","1,177.77","1,178.01","1,169.23"
5-Dec-14,"1,182.43","1,172.75","1,184.49","1,172.75"
8-Dec-14,"1,167.31","1,179.96","1,188.23","1,165.96"
9-Dec-14,"1,188.06","1,157.38","1,188.07","1,153.53"
10-Dec-14,"1,161.86","1,183.90","1,185.03","1,161.85"
11-Dec-14,"1,166.96","1,166.68","1,180.99","1,165.13"
12-Dec-14,"1,152.45","1,153.55","1,165.25","1,149.35"
15-Dec-14,"1,140.30","1,159.85","1,162.45","1,137.15"
16-Dec-14,"1,139.36","1,137.35","1,158.55","1,136.05"
17-Dec-14,"1,174.83","1,142.05","1,175.55","1,141.85"
18-Dec-14,"1,192.15","1,186.65","1,193.05","1,179.85"
19-Dec-14,"1,195.95","1,190.55","1,201.05","1,187.05"
22-Dec-14,"1,201.86","1,198.15","1,201.86","1,192.55"
23-Dec-14,"1,202.44","1,207.05","1,207.65","1,198.15"
24-Dec-14,"1,206.79","1,203.35","1,209.15","1,202.05"
26-Dec-14,"1,215.21","1,210.05","1,217.55","1,209.35"
29-Dec-14,"1,219.11","1,215.55","1,222.55","1,215.55"
30-Dec-14,"1,213.05","1,216.15","1,220.05","1,211.15"
31-Dec-14,"1,204.70","1,214.05","1,222.65","1,203.65"
2-Jan-15,"1,198.80","1,209.85","1,214.15","1,186.45"
5-Jan-15,"1,181.37","1,191.65","1,195.05","1,176.05"
6-Jan-15,"1,161.32","1,183.15","1,184.65","1,152.05"
7-Jan-15,"1,175.97","1,169.85","1,176.65","1,164.45"
8-Jan-15,"1,196.13","1,185.05","1,197.05","1,185.05"
9-Jan-15,"1,185.67","1,194.05","1,194.85","1,181.85"
12-Jan-15,"1,180.07","1,187.35","1,187.35","1,171.55"
13-Jan-15,"1,180.63","1,190.35","1,202.55","1,166.85"
14-Jan-15,"1,177.06","1,167.45","1,178.55","1,163.35"
15-Jan-15,"1,154.73","1,178.55","1,181.15","1,152.75"
16-Jan-15,"1,176.66","1,149.95","1,177.35","1,149.95"
20-Jan-15,"1,170.25","1,176.05","1,178.55","1,159.85"
21-Jan-15,"1,166.26","1,166.05","1,176.05","1,161.15"
22-Jan-15,"1,189.55","1,175.65","1,190.05","1,159.15"
23-Jan-15,"1,188.93","1,186.85","1,195.65","1,183.65"
26-Jan-15,"1,200.35","1,184.65","1,200.35","1,179.15"
27-Jan-15,"1,195.15","1,189.15","1,200.85","1,184.85"
28-Jan-15,"1,175.05","1,199.85","1,199.85","1,171.55"
29-Jan-15,"1,192.05","1,178.75","1,192.05","1,169.35"
30-Jan-15,"1,166.55","1,183.85","1,187.05","1,163.85"
2-Feb-15,"1,176.65","1,170.15","1,176.85","1,157.55"
3-Feb-15,"1,196.85","1,182.15","1,197.75","1,182.15"
4-Feb-15,"1,189.45","1,191.05","1,200.35","1,188.85"
5-Feb-15,"1,206.75","1,194.55","1,210.25","1,193.55"
6-Feb-15,"1,204.85","1,208.75","1,215.25","1,200.55"
9-Feb-15,"1,194.65","1,201.75","1,208.55","1,193.85"
10-Feb-15,"1,204.65","1,201.95","1,207.05","1,187.55"
11-Feb-15,"1,202.35","1,201.55","1,206.35","1,194.35"
12-Feb-15,"1,214.95","1,210.05","1,216.55","1,206.95"
13-Feb-15,"1,222.35","1,216.35","1,224.15","1,213.85"
17-Feb-15,"1,225.35","1,222.95","1,228.05","1,219.95"
18-Feb-15,"1,227.85","1,222.35","1,228.05","1,219.05"
19-Feb-15,"1,228.65","1,226.25","1,231.15","1,223.25"
20-Feb-15,"1,230.95","1,226.85","1,232.65","1,216.15"
23-Feb-15,"1,234.65","1,228.15","1,234.65","1,220.15"
24-Feb-15,"1,235.45","1,234.35","1,239.15","1,230.55"
25-Feb-15,"1,235.65","1,234.45","1,238.25","1,230.45"
26-Feb-15,"1,238.95","1,233.85","1,240.35","1,229.65"
27-Feb-15,"1,233.65","1,236.65","1,240.55","1,232.55"
2-Mar-15,"1,240.85","1,233.25","1,244.55","1,232.55"
3-Mar-15,"1,233.85","1,237.65","1,237.65","1,228.85"
4-Mar-15,"1,230.55","1,230.35","1,232.85","1,223.05"
5-Mar-15,"1,235.15","1,231.05","1,236.85","1,226.55"
6-Mar-15,"1,220.05","1,228.55","1,234.35","1,215.85"
9-Mar-15,"1,223.05","1,221.05","1,225.65","1,218.35"
10-Mar-15,"1,208.65","1,209.65","1,213.55","1,204.05"
11-Mar-15,"1,216.35","1,210.45","1,218.05","1,205.65"
12-Mar-15,"1,236.05","1,225.45","1,237.35","1,224.35"
13-Mar-15,"1,232.05","1,234.45","1,237.55","1,217.95"
16-Mar-15,"1,238.95","1,239.05","1,241.65","1,234.95"
17-Mar-15,"1,242.55","1,234.15","1,244.15","1,233.65"
18-Mar-15,"1,251.95","1,239.95","1,256.85","1,234.35"
19-Mar-15,"1,255.05","1,250.05","1,255.55","1,249.15"
20-Mar-15,"1,266.05","1,259.65","1,267.35","1,259.15"
23-Mar-15,"1,264.35","1,264.85","1,269.05","1,263.65"
24-Mar-15,"1,263.85","1,264.15","1,268.35","1,262.15"
25-Mar-15,"1,233.65","1,264.65","1,265.15","1,232.15"
26-Mar-15,"1,233.55","1,229.65","1,238.65","1,224.15"
27-Mar-15,"1,240.05","1,233.85","1,241.35","1,227.65"
30-Mar-15,"1,255.85","1,247.05","1,258.85","1,246.45"
31-Mar-15,"1,251.55","1,249.95","1,255.55","1,247.55"
1-Apr-15,"1,252.85","1,250.15","1,252.85","1,237.55"
2-Apr-15,"1,254.95","1,253.55","1,261.55","1,251.75"
6-Apr-15,"1,259.35","1,246.85","1,262.85","1,246.55"
7-Apr-15,"1,252.15","1,256.55","1,263.85","1,252.15"
8-Apr-15,"1,263.65","1,252.85","1,265.25","1,252.85"
9-Apr-15,"1,259.85","1,262.25","1,265.75","1,247.35"
10-Apr-15,"1,265.05","1,263.95","1,267.35","1,261.85"
13-Apr-15,"1,265.05","1,266.55","1,272.05","1,264.25"
14-Apr-15,"1,265.45","1,267.55","1,269.25","1,256.35"
15-Apr-15,"1,275.25","1,269.75","1,279.75","1,268.25"
16-Apr-15,"1,272.75","1,273.15","1,275.75","1,270.65"
17-Apr-15,"1,254.05","1,260.65","1,263.25","1,247.55"
20-Apr-15,"1,265.35","1,259.65","1,269.15","1,257.85"
21-Apr-15,"1,263.15","1,269.45","1,270.85","1,262.65"
22-Apr-15,"1,264.85","1,263.65","1,267.15","1,253.15"
23-Apr-15,"1,270.35","1,262.25","1,273.35","1,260.75"
24-Apr-15,"1,267.05","1,270.95","1,272.45","1,265.05"
27-Apr-15,"1,252.85","1,269.95","1,277.05","1,248.15"
28-Apr-15,"1,260.05","1,255.05","1,261.55","1,240.65"
29-Apr-15,"1,245.15","1,254.35","1,257.05","1,243.85"
30-Apr-15,"1,220.15","1,238.05","1,241.55","1,214.15"
1-May-15,"1,227.25","1,223.75","1,228.95","1,216.65"
4-May-15,"1,229.75","1,226.25","1,241.25","1,226.25"
5-May-15,"1,216.25","1,230.45","1,233.45","1,210.25"
6-May-15,"1,221.35","1,220.35","1,222.55","1,210.35"
7-May-15,"1,225.75","1,219.85","1,230.55","1,214.15"
8-May-15,"1,233.15","1,235.95","1,240.35","1,231.95"
11-May-15,"1,235.45","1,232.55","1,244.15","1,232.55"
12-May-15,"1,233.95","1,230.75","1,238.05","1,216.15"
13-May-15,"1,231.95","1,235.85","1,240.75","1,228.55"
14-May-15,"1,245.15","1,238.55","1,245.65","1,232.65"
15-May-15,"1,243.35","1,242.95","1,244.55","1,236.85"
18-May-15,"1,258.85","1,240.55","1,259.55","1,239.75"
19-May-15,"1,257.35","1,255.15","1,258.65","1,251.85"
20-May-15,"1,259.15","1,259.05","1,262.35","1,252.05"
21-May-15,"1,256.15","1,256.95","1,261.85","1,251.65"
22-May-15,"1,250.35","1,255.65","1,259.15","1,246.85"
26-May-15,"1,240.05","1,245.85","1,246.85","1,233.05"
27-May-15,"1,255.55","1,241.35","1,256.15","1,235.55"
28-May-15,"1,254.35","1,251.85","1,254.55","1,245.45"
29-May-15,"1,247.25","1,253.05","1,254.25","1,240.25"
1-Jun-15,"1,251.05","1,256.35","1,256.45","1,237.75"
2-Jun-15,"1,250.15","1,243.95","1,259.55","1,241.95"
3-Jun-15,"1,264.85","1,253.95","1,265.55","1,251.15"
4-Jun-15,"1,251.15","1,256.25","1,261.45","1,246.45"
5-Jun-15,"1,261.45","1,247.15","1,262.25","1,238.95"
8-Jun-15,"1,253.55","1,260.75","1,262.85","1,252.55"
9-Jun-15,"1,251.95","1,253.55","1,255.15","1,242.15"
10-Jun-15,"1,266.95","1,257.45","1,271.95","1,255.75"
11-Jun-15,"1,268.35","1,266.25","1,271.35","1,265.55"
12-Jun-15,"1,265.35","1,266.55","1,267.35","1,260.25"
15-Jun-15,"1,260.85","1,255.45","1,264.35","1,245.15"
16-Jun-15,"1,270.05","1,260.45","1,271.85","1,260.05"
17-Jun-15,"1,267.65","1,273.85","1,275.05","1,265.65"
18-Jun-15,"1,284.35","1,274.65","1,287.65","1,274.05"
19-Jun-15,"1,284.05","1,283.35","1,286.85","1,281.85"
22-Jun-15,"1,292.35","1,288.15","1,293.55","1,287.35"
23-Jun-15,"1,296.05","1,293.05","1,296.35","1,289.55"
24-Jun-15,"1,285.15","1,292.55","1,296.15","1,282.85"
25-Jun-15,"1,285.15","1,288.95","1,289.35","1,278.05"
26-Jun-15,"1,282.95","1,285.65","1,288.45","1,273.35"
29-Jun-15,"1,248.05","1,268.05","1,275.55","1,245.65"
30-Jun-15,"1,253.85","1,255.55","1,258.05","1,247.35"
1-Jul-15,"1,255.85","1,263.55","1,266.35","1,249.75"
2-Jul-15,"1,247.95","1,258.25","1,258.85","1,243.65"
6-Jul-15,"1,248.25","1,242.15","1,254.25","1,238.15"
7-Jul-15,"1,248.65","1,248.65","1,249.55","1,225.05"
8-Jul-15,"1,229.55","1,236.95","1,242.35","1,222.55"
9-Jul-15,"1,231.95","1,241.25","1,244.95","1,231.45"
10-Jul-15,"1,248.85","1,246.65","1,252.75","1,243.45"
13-Jul-15,"1,264.75","1,257.05","1,265.85","1,257.05"
14-Jul-15,"1,272.55","1,264.55","1,274.95","1,263.75"
15-Jul-15,"1,266.95","1,272.15","1,274.65","1,262.65"
16-Jul-15,"1,272.55","1,271.15","1,277.35","1,270.15"
17-Jul-15,"1,266.35","1,272.95","1,272.95","1,262.85"
20-Jul-15,"1,261.65","1,265.35","1,266.85","1,256.85"
21-Jul-15,"1,255.15","1,261.55","1,268.35","1,251.65"
22-Jul-15,"1,259.05","1,253.15","1,260.55","1,249.35"
