date,eurusdprice,eurusdopen,eurusdhigh,eurusdlow
20-Mar-13,1.2933,1.2881,1.2978,1.2854
21-Mar-13,1.2898,1.2932,1.2956,1.288
22-Mar-13,1.2988,1.2898,1.3011,1.2889
25-Mar-13,1.2852,1.2972,1.3049,1.283
26-Mar-13,1.2861,1.2852,1.289,1.2828
27-Mar-13,1.278,1.2862,1.2868,1.275
28-Mar-13,1.2816,1.278,1.2845,1.2755
29-Mar-13,1.282,1.2816,1.2839,1.2793
1-Apr-13,1.2849,1.2814,1.2868,1.2771
2-Apr-13,1.282,1.2847,1.2879,1.2809
3-Apr-13,1.2851,1.282,1.2865,1.279
4-Apr-13,1.2936,1.2849,1.295,1.2746
5-Apr-13,1.299,1.2936,1.3041,1.29
8-Apr-13,1.3009,1.2975,1.3039,1.2963
9-Apr-13,1.3082,1.3008,1.3104,1.3004
10-Apr-13,1.307,1.3082,1.3123,1.3052
11-Apr-13,1.3103,1.3069,1.3139,1.3044
12-Apr-13,1.3112,1.3098,1.3127,1.3037
15-Apr-13,1.3036,1.3134,1.3135,1.3023
16-Apr-13,1.3178,1.3034,1.3203,1.3028
17-Apr-13,1.303,1.3177,1.3203,1.3003
18-Apr-13,1.3052,1.3031,1.3098,1.3022
19-Apr-13,1.3052,1.305,1.3129,1.3046
22-Apr-13,1.3067,1.3079,1.3094,1.3015
23-Apr-13,1.2999,1.3066,1.3085,1.2973
24-Apr-13,1.3016,1.2998,1.3035,1.2955
25-Apr-13,1.3013,1.3013,1.3094,1.2989
26-Apr-13,1.3028,1.3013,1.3049,1.2992
29-Apr-13,1.31,1.3032,1.3117,1.3028
30-Apr-13,1.3167,1.3098,1.3186,1.3056
1-May-13,1.318,1.3169,1.3245,1.3161
2-May-13,1.3064,1.318,1.3216,1.3037
3-May-13,1.3115,1.3065,1.316,1.3035
6-May-13,1.3076,1.3115,1.3143,1.3054
7-May-13,1.3079,1.3075,1.3133,1.3068
8-May-13,1.3152,1.3079,1.3196,1.3072
9-May-13,1.3043,1.3154,1.318,1.3011
10-May-13,1.2993,1.3042,1.3051,1.2936
13-May-13,1.2976,1.2957,1.2999,1.2942
14-May-13,1.292,1.2976,1.303,1.2916
15-May-13,1.2887,1.2919,1.2943,1.2843
16-May-13,1.2882,1.2886,1.293,1.2846
17-May-13,1.2839,1.2881,1.289,1.2796
20-May-13,1.2883,1.2811,1.2902,1.2803
21-May-13,1.2906,1.2883,1.2934,1.2841
22-May-13,1.2858,1.2906,1.3,1.2833
23-May-13,1.2936,1.2857,1.2956,1.2821
24-May-13,1.2932,1.2938,1.2998,1.2906
27-May-13,1.2932,1.2928,1.2951,1.2917
28-May-13,1.2856,1.2929,1.2951,1.2849
29-May-13,1.2941,1.2857,1.298,1.284
30-May-13,1.305,1.294,1.3063,1.2934
31-May-13,1.2999,1.3053,1.3063,1.2947
3-Jun-13,1.3076,1.2983,1.3108,1.2955
4-Jun-13,1.3081,1.3077,1.3104,1.3043
5-Jun-13,1.3094,1.3081,1.3115,1.3053
6-Jun-13,1.3247,1.3095,1.3306,1.3075
7-Jun-13,1.3223,1.3246,1.3285,1.3191
10-Jun-13,1.3257,1.3207,1.327,1.3177
11-Jun-13,1.3315,1.3257,1.3318,1.3232
12-Jun-13,1.3337,1.3314,1.3361,1.3266
13-Jun-13,1.3375,1.3336,1.3391,1.3278
14-Jun-13,1.3347,1.3375,1.3376,1.3294
17-Jun-13,1.3369,1.3342,1.3382,1.3317
18-Jun-13,1.3394,1.3368,1.3416,1.3325
19-Jun-13,1.3295,1.3392,1.3415,1.326
20-Jun-13,1.322,1.3296,1.3303,1.3163
21-Jun-13,1.3123,1.3219,1.3254,1.3099
24-Jun-13,1.3119,1.3117,1.3146,1.306
25-Jun-13,1.3085,1.3118,1.3151,1.3064
26-Jun-13,1.3012,1.3081,1.3088,1.2984
27-Jun-13,1.3037,1.3013,1.3058,1.3001
28-Jun-13,1.301,1.3037,1.3105,1.2992
1-Jul-13,1.3064,1.3006,1.3067,1.3001
2-Jul-13,1.2979,1.3065,1.308,1.2964
3-Jul-13,1.3009,1.2978,1.3032,1.2923
4-Jul-13,1.2913,1.3009,1.3024,1.2883
5-Jul-13,1.2832,1.2913,1.2918,1.2807
8-Jul-13,1.287,1.2825,1.2883,1.2809
9-Jul-13,1.2781,1.287,1.2899,1.2755
10-Jul-13,1.2976,1.2781,1.2985,1.2765
11-Jul-13,1.3096,1.298,1.3204,1.2965
12-Jul-13,1.3068,1.3097,1.3103,1.3
15-Jul-13,1.3062,1.3066,1.3085,1.2994
16-Jul-13,1.3162,1.3062,1.3175,1.3052
17-Jul-13,1.3125,1.3161,1.3177,1.3084
18-Jul-13,1.311,1.3125,1.3128,1.3066
19-Jul-13,1.3142,1.311,1.3154,1.3087
22-Jul-13,1.3186,1.3142,1.322,1.3131
23-Jul-13,1.3224,1.3186,1.3241,1.3165
24-Jul-13,1.3201,1.3222,1.3256,1.3176
25-Jul-13,1.3277,1.3199,1.3296,1.3165
26-Jul-13,1.3279,1.3277,1.3297,1.3252
29-Jul-13,1.3262,1.3276,1.3297,1.3241
30-Jul-13,1.3263,1.3262,1.3302,1.3234
31-Jul-13,1.3302,1.3264,1.3346,1.3215
1-Aug-13,1.3207,1.3301,1.3311,1.3197
2-Aug-13,1.3283,1.3207,1.3295,1.319
5-Aug-13,1.3258,1.3274,1.3302,1.3232
6-Aug-13,1.3306,1.3258,1.3325,1.3245
7-Aug-13,1.3337,1.3307,1.3347,1.3266
8-Aug-13,1.3382,1.3338,1.3403,1.3329
9-Aug-13,1.3343,1.338,1.3391,1.3333
12-Aug-13,1.33,1.334,1.3346,1.3278
13-Aug-13,1.3262,1.3299,1.3317,1.3233
14-Aug-13,1.3256,1.3262,1.3279,1.3239
15-Aug-13,1.3348,1.3256,1.3365,1.3207
16-Aug-13,1.3329,1.3346,1.338,1.331
19-Aug-13,1.3335,1.3328,1.3376,1.3316
20-Aug-13,1.3417,1.3336,1.3453,1.3323
21-Aug-13,1.3357,1.3416,1.3428,1.3335
22-Aug-13,1.3356,1.3355,1.3375,1.3299
23-Aug-13,1.3382,1.3356,1.341,1.3333
26-Aug-13,1.3369,1.3382,1.3394,1.3356
27-Aug-13,1.3393,1.3368,1.34,1.3324
28-Aug-13,1.334,1.3393,1.3399,1.3306
29-Aug-13,1.3241,1.3339,1.3344,1.3219
30-Aug-13,1.3222,1.3243,1.3256,1.3175
2-Sep-13,1.3192,1.3234,1.3238,1.3184
3-Sep-13,1.317,1.3191,1.3198,1.3138
4-Sep-13,1.3209,1.3171,1.322,1.3156
5-Sep-13,1.312,1.3207,1.3223,1.311
6-Sep-13,1.318,1.3119,1.3189,1.3104
9-Sep-13,1.3255,1.3169,1.3281,1.3159
10-Sep-13,1.3268,1.3255,1.3276,1.323
11-Sep-13,1.3312,1.327,1.3327,1.3245
12-Sep-13,1.3299,1.331,1.3326,1.3261
13-Sep-13,1.3294,1.3299,1.3323,1.3255
16-Sep-13,1.3334,1.3306,1.3386,1.3296
17-Sep-13,1.3359,1.3334,1.3371,1.3326
18-Sep-13,1.3522,1.3359,1.3542,1.3338
19-Sep-13,1.353,1.3521,1.3569,1.35
20-Sep-13,1.3524,1.3531,1.355,1.3498
23-Sep-13,1.3493,1.3546,1.3556,1.3479
24-Sep-13,1.3474,1.3493,1.3519,1.3464
25-Sep-13,1.3526,1.3473,1.3538,1.3461
26-Sep-13,1.3489,1.3526,1.3529,1.3471
27-Sep-13,1.3522,1.3487,1.3565,1.3473
30-Sep-13,1.3526,1.348,1.3557,1.3468
1-Oct-13,1.3526,1.3528,1.359,1.3517
2-Oct-13,1.3579,1.3527,1.3609,1.3509
3-Oct-13,1.3618,1.3577,1.3646,1.3576
4-Oct-13,1.3558,1.3618,1.3632,1.3538
7-Oct-13,1.3582,1.3556,1.3592,1.3542
8-Oct-13,1.3573,1.3583,1.3609,1.3558
9-Oct-13,1.3524,1.3573,1.3605,1.3486
10-Oct-13,1.352,1.3524,1.3546,1.3488
11-Oct-13,1.3542,1.3519,1.3582,1.3517
14-Oct-13,1.3561,1.3544,1.3598,1.3542
15-Oct-13,1.3523,1.3561,1.3571,1.3479
16-Oct-13,1.3535,1.3523,1.3567,1.3472
17-Oct-13,1.3676,1.3535,1.3681,1.3514
18-Oct-13,1.3685,1.3674,1.3704,1.3659
21-Oct-13,1.3683,1.3687,1.3691,1.3651
22-Oct-13,1.3781,1.3683,1.3794,1.3662
23-Oct-13,1.3777,1.3784,1.3794,1.3741
24-Oct-13,1.38,1.3776,1.3826,1.3764
25-Oct-13,1.3805,1.3801,1.3833,1.3774
28-Oct-13,1.3784,1.3803,1.3817,1.3775
29-Oct-13,1.3746,1.3784,1.3813,1.3735
30-Oct-13,1.3736,1.3745,1.3785,1.3696
31-Oct-13,1.3584,1.3737,1.374,1.3577
1-Nov-13,1.3487,1.3584,1.3592,1.3481
4-Nov-13,1.3516,1.3489,1.3527,1.3443
5-Nov-13,1.3474,1.3514,1.3523,1.3449
6-Nov-13,1.3512,1.3476,1.355,1.3468
7-Nov-13,1.342,1.3514,1.3529,1.3296
8-Nov-13,1.3371,1.342,1.3439,1.3317
11-Nov-13,1.3407,1.3361,1.3417,1.3344
12-Nov-13,1.3436,1.3407,1.3457,1.3359
13-Nov-13,1.3487,1.3436,1.3497,1.3392
14-Nov-13,1.3459,1.3489,1.3499,1.3419
15-Nov-13,1.3495,1.3458,1.3506,1.3432
18-Nov-13,1.3505,1.3502,1.3543,1.3475
19-Nov-13,1.3539,1.3505,1.3549,1.3488
20-Nov-13,1.3439,1.3539,1.3579,1.3417
21-Nov-13,1.3482,1.344,1.3487,1.3399
22-Nov-13,1.3558,1.3482,1.3558,1.3462
25-Nov-13,1.3516,1.355,1.3561,1.3491
26-Nov-13,1.3572,1.3517,1.3575,1.3514
27-Nov-13,1.3579,1.3571,1.3613,1.3557
28-Nov-13,1.3605,1.358,1.3619,1.3563
29-Nov-13,1.359,1.3605,1.3622,1.3579
2-Dec-13,1.3542,1.359,1.3617,1.3525
3-Dec-13,1.359,1.354,1.3613,1.3523
4-Dec-13,1.3594,1.3589,1.3605,1.3528
5-Dec-13,1.3668,1.3594,1.3678,1.3542
6-Dec-13,1.3706,1.3668,1.3708,1.363
9-Dec-13,1.3739,1.372,1.3747,1.3694
10-Dec-13,1.3761,1.3738,1.3797,1.3733
11-Dec-13,1.3786,1.376,1.3811,1.3739
12-Dec-13,1.3755,1.3787,1.3804,1.3736
13-Dec-13,1.3743,1.3755,1.3771,1.371
16-Dec-13,1.3761,1.374,1.3799,1.3724
17-Dec-13,1.3768,1.3762,1.3784,1.3724
18-Dec-13,1.3685,1.377,1.3813,1.3675
19-Dec-13,1.3663,1.3685,1.3695,1.3649
20-Dec-13,1.3672,1.3662,1.371,1.3624
23-Dec-13,1.3696,1.367,1.3717,1.3666
24-Dec-13,1.3684,1.3697,1.3704,1.3655
25-Dec-13,1.368,1.3684,1.371,1.3661
26-Dec-13,1.3691,1.3679,1.3702,1.3662
27-Dec-13,1.3742,1.3692,1.3893,1.3686
30-Dec-13,1.3805,1.3744,1.3821,1.3729
31-Dec-13,1.3746,1.3803,1.3813,1.3742
1-Jan-14,1.3754,1.3742,1.3769,1.3742
2-Jan-14,1.3672,1.3756,1.3777,1.363
3-Jan-14,1.3588,1.3672,1.3674,1.3582
6-Jan-14,1.3628,1.3589,1.3653,1.3571
7-Jan-14,1.3616,1.3627,1.3657,1.3596
8-Jan-14,1.3575,1.3617,1.3636,1.3554
9-Jan-14,1.3609,1.3577,1.3636,1.355
10-Jan-14,1.367,1.3609,1.3689,1.3577
13-Jan-14,1.3672,1.3669,1.3685,1.3637
14-Jan-14,1.3679,1.367,1.3699,1.3648
15-Jan-14,1.3605,1.368,1.3684,1.3582
16-Jan-14,1.362,1.3604,1.365,1.3582
17-Jan-14,1.3541,1.362,1.3623,1.3517
20-Jan-14,1.3552,1.3543,1.357,1.3508
21-Jan-14,1.3561,1.3552,1.3571,1.3518
22-Jan-14,1.3548,1.3559,1.3584,1.3535
23-Jan-14,1.3695,1.3547,1.3699,1.353
24-Jan-14,1.3678,1.3697,1.3741,1.3665
27-Jan-14,1.3672,1.3677,1.3718,1.3654
28-Jan-14,1.3669,1.3673,1.3689,1.3629
29-Jan-14,1.3663,1.3668,1.3685,1.3603
30-Jan-14,1.3556,1.3662,1.3666,1.3543
31-Jan-14,1.3487,1.3557,1.357,1.348
3-Feb-14,1.3525,1.3493,1.3536,1.3476
4-Feb-14,1.3519,1.3525,1.3539,1.3494
5-Feb-14,1.3533,1.3519,1.3555,1.3498
6-Feb-14,1.359,1.3533,1.3621,1.3485
7-Feb-14,1.3635,1.359,1.3642,1.3553
10-Feb-14,1.3647,1.3634,1.3653,1.3609
11-Feb-14,1.3639,1.3648,1.3686,1.3631
12-Feb-14,1.3594,1.3639,1.3655,1.3563
13-Feb-14,1.3681,1.3594,1.3694,1.3586
14-Feb-14,1.3693,1.3681,1.3718,1.3674
17-Feb-14,1.3708,1.3688,1.3725,1.3687
18-Feb-14,1.3758,1.3706,1.377,1.3694
19-Feb-14,1.3733,1.3757,1.3774,1.3724
20-Feb-14,1.3718,1.3733,1.3763,1.3685
21-Feb-14,1.374,1.372,1.376,1.3704
24-Feb-14,1.3735,1.3735,1.377,1.3708
25-Feb-14,1.3746,1.3735,1.3767,1.3714
26-Feb-14,1.3688,1.3744,1.3758,1.3661
27-Feb-14,1.3709,1.3687,1.3727,1.3642
28-Feb-14,1.3803,1.3708,1.3824,1.3693
3-Mar-14,1.3735,1.3786,1.3793,1.3725
4-Mar-14,1.3744,1.3735,1.3782,1.372
5-Mar-14,1.3733,1.3742,1.3746,1.3706
6-Mar-14,1.3861,1.3734,1.3874,1.3723
7-Mar-14,1.3878,1.386,1.3917,1.3854
10-Mar-14,1.3877,1.3875,1.3898,1.3861
11-Mar-14,1.3859,1.3874,1.388,1.3832
12-Mar-14,1.3904,1.3859,1.3914,1.3841
13-Mar-14,1.3869,1.3903,1.3968,1.3844
14-Mar-14,1.3914,1.3866,1.3937,1.3847
17-Mar-14,1.3922,1.3911,1.3949,1.3879
18-Mar-14,1.3934,1.3921,1.3942,1.388
19-Mar-14,1.3833,1.3933,1.3935,1.3809
20-Mar-14,1.3779,1.3832,1.3845,1.3749
21-Mar-14,1.3794,1.3779,1.3813,1.3767
24-Mar-14,1.3839,1.3792,1.3876,1.376
25-Mar-14,1.3827,1.3839,1.3848,1.375
26-Mar-14,1.3783,1.3827,1.3829,1.3777
27-Mar-14,1.374,1.3781,1.3798,1.3729
28-Mar-14,1.3753,1.374,1.3773,1.3705
31-Mar-14,1.3771,1.3755,1.3807,1.3734
1-Apr-14,1.3794,1.3769,1.3817,1.3767
2-Apr-14,1.3767,1.3792,1.3821,1.3752
3-Apr-14,1.372,1.3768,1.3807,1.3699
4-Apr-14,1.3703,1.3719,1.3732,1.3672
7-Apr-14,1.3741,1.3696,1.3749,1.3689
8-Apr-14,1.3796,1.3741,1.3813,1.3737
9-Apr-14,1.3855,1.3794,1.3862,1.3779
10-Apr-14,1.3888,1.3855,1.3899,1.3835
11-Apr-14,1.3885,1.3888,1.3907,1.3864
14-Apr-14,1.3821,1.3839,1.3866,1.381
15-Apr-14,1.3814,1.3821,1.3835,1.379
16-Apr-14,1.3816,1.3814,1.3852,1.3804
17-Apr-14,1.3815,1.3816,1.3866,1.381
18-Apr-14,1.3815,1.3814,1.3825,1.3808
21-Apr-14,1.3792,1.3809,1.3832,1.3786
22-Apr-14,1.3805,1.3794,1.3826,1.3785
23-Apr-14,1.3817,1.3805,1.3855,1.38
24-Apr-14,1.3832,1.3819,1.3843,1.3792
25-Apr-14,1.3833,1.3832,1.385,1.3826
28-Apr-14,1.385,1.3834,1.388,1.3814
29-Apr-14,1.3812,1.3849,1.3879,1.3805
30-Apr-14,1.3868,1.3813,1.3878,1.3777
1-May-14,1.387,1.3866,1.3889,1.3861
2-May-14,1.387,1.3868,1.3881,1.3811
5-May-14,1.3876,1.3872,1.3892,1.3865
6-May-14,1.3928,1.3875,1.3952,1.3869
7-May-14,1.3912,1.3928,1.394,1.391
8-May-14,1.3841,1.3911,1.3993,1.3832
9-May-14,1.376,1.3841,1.3847,1.3746
12-May-14,1.3757,1.375,1.3775,1.3748
13-May-14,1.3704,1.3758,1.3773,1.3691
14-May-14,1.3715,1.3704,1.3732,1.3697
15-May-14,1.3711,1.3715,1.3733,1.3648
16-May-14,1.3695,1.3712,1.3729,1.3687
19-May-14,1.3709,1.3703,1.3736,1.3688
20-May-14,1.3703,1.3708,1.3714,1.3678
21-May-14,1.3687,1.3703,1.3724,1.3635
22-May-14,1.3656,1.3687,1.3689,1.3645
23-May-14,1.3634,1.3656,1.366,1.3615
26-May-14,1.3646,1.3626,1.3655,1.3615
27-May-14,1.3634,1.3647,1.367,1.3613
28-May-14,1.3591,1.3635,1.3639,1.3588
29-May-14,1.3602,1.3589,1.3626,1.3585
30-May-14,1.3631,1.3601,1.365,1.3598
2-Jun-14,1.3597,1.3636,1.3646,1.3589
3-Jun-14,1.3628,1.3596,1.3647,1.3586
4-Jun-14,1.3599,1.3628,1.3639,1.3595
5-Jun-14,1.366,1.3599,1.3671,1.3504
6-Jun-14,1.3643,1.3662,1.3678,1.362
9-Jun-14,1.3594,1.3645,1.367,1.3583
10-Jun-14,1.3548,1.3594,1.3603,1.3533
11-Jun-14,1.3533,1.3548,1.3558,1.3521
12-Jun-14,1.3553,1.3533,1.3574,1.3512
13-Jun-14,1.3542,1.3552,1.358,1.3519
16-Jun-14,1.3575,1.3535,1.358,1.3514
17-Jun-14,1.3546,1.3574,1.3588,1.3536
18-Jun-14,1.3596,1.3546,1.3599,1.354
19-Jun-14,1.3609,1.3596,1.3643,1.3582
20-Jun-14,1.3599,1.3607,1.3634,1.3563
23-Jun-14,1.3605,1.3596,1.3615,1.3575
24-Jun-14,1.3605,1.3603,1.3628,1.3582
25-Jun-14,1.363,1.3607,1.3652,1.3599
26-Jun-14,1.3611,1.3628,1.3641,1.3575
27-Jun-14,1.3649,1.3611,1.3652,1.3609
30-Jun-14,1.3692,1.3646,1.3698,1.3639
1-Jul-14,1.3679,1.3692,1.3701,1.3675
2-Jul-14,1.366,1.3679,1.3684,1.3642
3-Jul-14,1.3611,1.3659,1.3665,1.3596
4-Jul-14,1.3596,1.3613,1.3613,1.3586
7-Jul-14,1.3605,1.3596,1.3611,1.3575
8-Jul-14,1.3613,1.3605,1.3619,1.3588
9-Jul-14,1.3645,1.3613,1.3648,1.3601
10-Jul-14,1.361,1.3644,1.3651,1.3589
11-Jul-14,1.3609,1.3609,1.3625,1.3591
14-Jul-14,1.362,1.3602,1.364,1.3597
15-Jul-14,1.3572,1.362,1.3628,1.3561
16-Jul-14,1.3525,1.3567,1.3575,1.3519
17-Jul-14,1.3527,1.3525,1.3541,1.3516
18-Jul-14,1.3525,1.3525,1.3535,1.3491
21-Jul-14,1.3523,1.3527,1.355,1.3512
22-Jul-14,1.3466,1.3525,1.3531,1.346
23-Jul-14,1.3465,1.3465,1.3475,1.3454
24-Jul-14,1.3464,1.3463,1.3485,1.3437
25-Jul-14,1.3432,1.3466,1.3478,1.3422
28-Jul-14,1.3441,1.3432,1.3445,1.3426
29-Jul-14,1.341,1.344,1.3445,1.3403
30-Jul-14,1.3397,1.3409,1.3416,1.3366
31-Jul-14,1.3389,1.3396,1.3401,1.3371
1-Aug-14,1.343,1.3392,1.3445,1.3378
4-Aug-14,1.3422,1.3427,1.3434,1.3408
5-Aug-14,1.3376,1.3422,1.3425,1.3358
6-Aug-14,1.3382,1.3377,1.3388,1.3333
7-Aug-14,1.3363,1.3384,1.3394,1.3337
8-Aug-14,1.3411,1.3363,1.3433,1.3343
11-Aug-14,1.3386,1.3401,1.3415,1.3378
12-Aug-14,1.3369,1.3386,1.3386,1.3335
13-Aug-14,1.3365,1.3369,1.3415,1.3342
14-Aug-14,1.3365,1.3365,1.3409,1.3348
15-Aug-14,1.3399,1.3366,1.3412,1.3358
18-Aug-14,1.3363,1.3393,1.34,1.3352
19-Aug-14,1.332,1.3363,1.3366,1.3312
20-Aug-14,1.326,1.3321,1.3327,1.3255
21-Aug-14,1.3282,1.326,1.3289,1.3242
22-Aug-14,1.3243,1.3283,1.3298,1.322
25-Aug-14,1.3192,1.322,1.322,1.3184
26-Aug-14,1.3169,1.3193,1.3216,1.3165
27-Aug-14,1.3193,1.3168,1.3211,1.3152
28-Aug-14,1.3183,1.3193,1.3221,1.3159
29-Aug-14,1.3133,1.3178,1.3197,1.3131
1-Sep-14,1.3128,1.3138,1.3146,1.3118
2-Sep-14,1.3133,1.313,1.3139,1.311
3-Sep-14,1.3151,1.3131,1.3161,1.3122
4-Sep-14,1.2945,1.3147,1.3155,1.2919
5-Sep-14,1.295,1.2944,1.2986,1.2921
8-Sep-14,1.2897,1.2943,1.2963,1.2882
9-Sep-14,1.2938,1.2898,1.2959,1.286
10-Sep-14,1.2917,1.2936,1.2963,1.2883
11-Sep-14,1.2926,1.2917,1.2952,1.2896
12-Sep-14,1.2965,1.2925,1.298,1.2909
15-Sep-14,1.2942,1.2976,1.2982,1.2908
16-Sep-14,1.296,1.2938,1.2995,1.2922
17-Sep-14,1.2866,1.2959,1.2982,1.2851
18-Sep-14,1.2923,1.2865,1.2931,1.2834
19-Sep-14,1.2829,1.2923,1.293,1.2827
22-Sep-14,1.285,1.2827,1.2868,1.2815
23-Sep-14,1.2847,1.2851,1.2903,1.2842
24-Sep-14,1.278,1.2846,1.2864,1.2774
25-Sep-14,1.275,1.278,1.2784,1.2698
26-Sep-14,1.2685,1.2752,1.2761,1.2677
29-Sep-14,1.2685,1.2685,1.2716,1.2664
30-Sep-14,1.2632,1.2684,1.2703,1.2571
1-Oct-14,1.2624,1.2631,1.264,1.2584
2-Oct-14,1.2668,1.2622,1.2698,1.2612
3-Oct-14,1.2517,1.2668,1.2676,1.25
6-Oct-14,1.2654,1.251,1.2677,1.2504
7-Oct-14,1.267,1.2656,1.2683,1.2584
8-Oct-14,1.2734,1.2669,1.2749,1.2622
9-Oct-14,1.2691,1.2732,1.2792,1.2664
10-Oct-14,1.2628,1.2691,1.2716,1.2605
13-Oct-14,1.2753,1.2637,1.2762,1.2619
14-Oct-14,1.2659,1.2752,1.2769,1.264
15-Oct-14,1.2837,1.2659,1.2886,1.2624
16-Oct-14,1.2809,1.2837,1.2847,1.2706
17-Oct-14,1.2763,1.2811,1.2837,1.2744
20-Oct-14,1.2799,1.2758,1.2817,1.2731
21-Oct-14,1.2715,1.2801,1.2841,1.2713
22-Oct-14,1.2649,1.2716,1.274,1.2636
23-Oct-14,1.2647,1.2651,1.2679,1.2614
24-Oct-14,1.267,1.2645,1.2696,1.2633
27-Oct-14,1.2698,1.2683,1.2725,1.2666
28-Oct-14,1.2734,1.2698,1.2765,1.2683
29-Oct-14,1.2632,1.2735,1.2772,1.2631
30-Oct-14,1.2613,1.2631,1.264,1.2547
31-Oct-14,1.2525,1.2612,1.2618,1.2485
3-Nov-14,1.2483,1.2515,1.2517,1.2441
4-Nov-14,1.2546,1.2483,1.2578,1.2481
5-Nov-14,1.2486,1.2546,1.2568,1.2457
6-Nov-14,1.2375,1.2487,1.2535,1.2365
7-Nov-14,1.2454,1.2376,1.2471,1.2359
10-Nov-14,1.2421,1.2452,1.251,1.2417
11-Nov-14,1.2475,1.2421,1.25,1.2394
12-Nov-14,1.2439,1.2476,1.2499,1.2418
13-Nov-14,1.2477,1.2439,1.2492,1.2426
14-Nov-14,1.2523,1.2477,1.2548,1.2399
17-Nov-14,1.245,1.2526,1.2578,1.2444
18-Nov-14,1.2537,1.245,1.2546,1.2442
19-Nov-14,1.2554,1.2537,1.26,1.2512
20-Nov-14,1.254,1.2555,1.2576,1.2504
21-Nov-14,1.239,1.2541,1.2571,1.2376
24-Nov-14,1.2443,1.2376,1.2445,1.2357
25-Nov-14,1.2475,1.2443,1.2487,1.2401
26-Nov-14,1.2506,1.2475,1.2532,1.2443
27-Nov-14,1.2467,1.2506,1.2524,1.2464
28-Nov-14,1.2452,1.2468,1.2492,1.2427
1-Dec-14,1.247,1.2456,1.2507,1.2419
2-Dec-14,1.2383,1.2471,1.2478,1.2377
3-Dec-14,1.2311,1.2382,1.2391,1.23
4-Dec-14,1.2379,1.2313,1.2458,1.2282
5-Dec-14,1.2285,1.238,1.2393,1.2271
8-Dec-14,1.2317,1.2278,1.2344,1.2246
9-Dec-14,1.2375,1.2317,1.2448,1.2292
10-Dec-14,1.2448,1.2374,1.2449,1.2361
11-Dec-14,1.2411,1.2448,1.2496,1.237
12-Dec-14,1.2462,1.2413,1.2487,1.2384
15-Dec-14,1.2437,1.2462,1.2485,1.2414
16-Dec-14,1.2511,1.2437,1.2571,1.2433
17-Dec-14,1.2343,1.2512,1.2517,1.2322
18-Dec-14,1.2286,1.2342,1.2353,1.2265
19-Dec-14,1.2228,1.2288,1.2305,1.2222
22-Dec-14,1.2231,1.2226,1.2273,1.2216
23-Dec-14,1.2172,1.2231,1.2247,1.2165
24-Dec-14,1.2195,1.2172,1.2222,1.217
25-Dec-14,1.2222,1.2195,1.2256,1.2186
26-Dec-14,1.2176,1.2224,1.2228,1.2168
29-Dec-14,1.2152,1.2182,1.2221,1.2142
30-Dec-14,1.2157,1.2151,1.2188,1.2123
31-Dec-14,1.2098,1.2155,1.2172,1.2096
1-Jan-15,1.2104,1.21,1.2107,1.2094
2-Jan-15,1.2003,1.2106,1.2111,1.2001
5-Jan-15,1.1934,1.2003,1.2008,1.1883
6-Jan-15,1.1889,1.1933,1.1969,1.1884
7-Jan-15,1.1839,1.1892,1.1898,1.1803
8-Jan-15,1.1793,1.1839,1.1848,1.1753
9-Jan-15,1.1841,1.1793,1.1848,1.1763
12-Jan-15,1.1834,1.1838,1.1871,1.1786
13-Jan-15,1.1772,1.1833,1.186,1.1753
14-Jan-15,1.1789,1.1772,1.1846,1.1726
15-Jan-15,1.1631,1.1789,1.1795,1.157
16-Jan-15,1.157,1.1633,1.165,1.1462
19-Jan-15,1.1606,1.1551,1.1641,1.1545
20-Jan-15,1.1551,1.1606,1.1616,1.154
21-Jan-15,1.161,1.1553,1.1677,1.1542
22-Jan-15,1.1366,1.161,1.1648,1.1317
23-Jan-15,1.1208,1.1366,1.1374,1.1114
26-Jan-15,1.1239,1.1186,1.1297,1.1099
27-Jan-15,1.1381,1.1237,1.1423,1.1224
28-Jan-15,1.1288,1.1382,1.1385,1.1276
29-Jan-15,1.132,1.1287,1.1369,1.1261
30-Jan-15,1.1288,1.1321,1.1366,1.1279
2-Feb-15,1.1342,1.1284,1.1364,1.128
3-Feb-15,1.1481,1.1343,1.1534,1.1313
4-Feb-15,1.1347,1.1482,1.1486,1.1317
5-Feb-15,1.1477,1.1345,1.15,1.1304
6-Feb-15,1.1315,1.1477,1.1488,1.1313
9-Feb-15,1.1324,1.1315,1.1359,1.1271
10-Feb-15,1.1321,1.1327,1.1347,1.1274
11-Feb-15,1.1334,1.1321,1.1349,1.128
12-Feb-15,1.1403,1.1334,1.1423,1.1302
13-Feb-15,1.1385,1.1403,1.1443,1.138
16-Feb-15,1.1353,1.1385,1.1429,1.1317
17-Feb-15,1.1412,1.1354,1.145,1.1322
18-Feb-15,1.1397,1.1412,1.1418,1.1334
19-Feb-15,1.1366,1.1397,1.145,1.1355
20-Feb-15,1.1381,1.137,1.1431,1.128
23-Feb-15,1.1332,1.1385,1.1414,1.1296
24-Feb-15,1.1341,1.1336,1.136,1.1289
25-Feb-15,1.1362,1.134,1.1389,1.1334
26-Feb-15,1.1198,1.1361,1.1381,1.1184
27-Feb-15,1.1195,1.1199,1.1248,1.1178
2-Mar-15,1.1185,1.1187,1.1242,1.1159
